pangenome name	system number	system name	organism	gene family	partition	annotation name	gene	start	stop	strand	is_fragment
Acinetobacter_baumannii	109	PARIS_II	GCF_003345235.1_ASM334523v1	LX00_RS03325	shell	DUF4435		3388994	3389749	+	False
Acinetobacter_baumannii	109	PARIS_II	GCF_003522665.1_ASM352266v1	LX00_RS03330	shell	AAA_21		2073434	2074660	+	False
Acinetobacter_baumannii	109	PARIS_II	GCF_003522665.1_ASM352266v1	LX00_RS03325	shell	DUF4435		2074660	2075415	+	False
Acinetobacter_baumannii	109	PARIS_II	GCF_003812485.1_ASM381248v1	LX00_RS03330	shell	AAA_21		3492922	3494148	+	False
Acinetobacter_baumannii	109	PARIS_II	GCF_003812485.1_ASM381248v1	LX00_RS03325	shell	DUF4435		3494148	3494903	+	False
Acinetobacter_baumannii	109	PARIS_II	GCF_009497995.1_ASM949799v1	LX00_RS03330	shell	AAA_21		3243952	3245178	+	False
Acinetobacter_baumannii	109	PARIS_II	GCF_009497995.1_ASM949799v1	LX00_RS03325	shell	DUF4435		3245178	3245933	+	False
Acinetobacter_baumannii	11	AbiH	GCF_014672735.1_ASM1467273v1	H0N27_RS12320	cloud	AbiH		2652671	2653999	+	False
Acinetobacter_baumannii	110	PARIS_II_merge	GCA_003012895.2_ASM301289v2	G6543_RS00400	shell	AAA_21_DUF4435		1016154	1017233	+	True
Acinetobacter_baumannii	110	PARIS_II_merge	GCA_003012895.2_ASM301289v2	G6543_RS00400	shell	AAA_21_DUF4435		1017278	1017757	+	True
Acinetobacter_baumannii	110	PARIS_II_merge	GCF_002082725.1_ASM208272v1	G6543_RS00400	shell	AAA_21_DUF4435		3050472	3052067	+	False
Acinetobacter_baumannii	110	PARIS_II_merge	GCF_002082745.1_ASM208274v1	G6543_RS00400	shell	AAA_21_DUF4435		1223981	1225585	+	False
Acinetobacter_baumannii	110	PARIS_II_merge	GCF_003812385.1_ASM381238v1	G6543_RS00400	shell	AAA_21_DUF4435		3319741	3321336	+	False
Acinetobacter_baumannii	110	PARIS_II_merge	GCF_008931365.1_ASM893136v1	G6543_RS00400	shell	AAA_21_DUF4435		344775	346370	+	False
Acinetobacter_baumannii	110	PARIS_II_merge	GCF_011067065.1_ASM1106706v1	G6543_RS00400	shell	AAA_21_DUF4435		89914	91518	+	False
Acinetobacter_baumannii	110	PARIS_II_merge	GCF_012931605.1_ASM1293160v1	G6543_RS00400	shell	AAA_21_DUF4435		89986	91347	+	False
Acinetobacter_baumannii	110	PARIS_II_merge	GCF_012931605.1_ASM1293160v1	G6543_RS00400	shell	AAA_21_DUF4435		92181	92450	+	True
Acinetobacter_baumannii	111	Thoeris_II	GCA_000015425.1_ASM1542v1	AUO97_RS02170	shell	ThsB_Global		3065568	3066077	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCA_000015425.1_ASM1542v1	AUO97_RS02175	shell	ThsA_new_petit		3066077	3066757	+	True
Acinetobacter_baumannii	111	Thoeris_II	GCF_001077675.1_ASM107767v1	AUO97_RS02175	shell	ThsA_new_petit		904591	905448	-	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_001077675.1_ASM107767v1	AUO97_RS02170	shell	ThsB_Global		905448	905957	-	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_001593425.2_ASM159342v2	AUO97_RS02170	shell	ThsB_Global		479025	479534	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_001593425.2_ASM159342v2	AUO97_RS02175	shell	ThsA_new_petit		479534	480391	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_001941765.1_ASM194176v1	AUO97_RS02170	shell	ThsB_Global		479025	479534	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_001941765.1_ASM194176v1	AUO97_RS02175	shell	ThsA_new_petit		479534	480391	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_004028375.1_ASM402837v1	AUO97_RS02175	shell	ThsA_new_petit		853333	854190	-	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_004028375.1_ASM402837v1	AUO97_RS02170	shell	ThsB_Global		854190	854699	-	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_004797155.2_ASM479715v2	AUO97_RS02170	shell	ThsB_Global		479021	479530	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_004797155.2_ASM479715v2	AUO97_RS02175	shell	ThsA_new_petit		479530	480387	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_008630895.1_ASM863089v1	AUO97_RS02170	shell	ThsB_Global		479025	479534	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_008630895.1_ASM863089v1	AUO97_RS02175	shell	ThsA_new_petit		479534	480391	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_013372085.1_ASM1337208v1	AUO97_RS02170	shell	ThsB_Global		2944122	2944631	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_013372085.1_ASM1337208v1	AUO97_RS02175	shell	ThsA_new_petit		2944631	2945488	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_013416255.1_ASM1341625v1	AUO97_RS02175	shell	ThsA_new_petit		892560	893417	-	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_013416255.1_ASM1341625v1	AUO97_RS02170	shell	ThsB_Global		893417	893926	-	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_014169655.1_ASM1416965v1	AUO97_RS02175	shell	ThsA_new_petit		864702	865559	-	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_014169655.1_ASM1416965v1	AUO97_RS02170	shell	ThsB_Global		865641	866069	-	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_014672775.1_ASM1467277v1	AUO97_RS02170	shell	ThsB_Global		2945409	2945918	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_014672775.1_ASM1467277v1	AUO97_RS02175	shell	ThsA_new_petit		2945918	2946775	+	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_017726575.1_ASM1772657v1	AUO97_RS02175	shell	ThsA_new_petit		903103	903960	-	False
Acinetobacter_baumannii	111	Thoeris_II	GCF_017726575.1_ASM1772657v1	AUO97_RS02170	shell	ThsB_Global		903960	904469	-	False
Acinetobacter_baumannii	112	Dnd_ABCDE	GCF_012974585.1_ASM1297458v1	G3R47_RS00845	cloud	DndE	dndE	179983	180342	-	False
Acinetobacter_baumannii	112	Dnd_ABCDE	GCF_012974585.1_ASM1297458v1	G3R47_RS00850	cloud	DndD	dndD	180323	182326	-	False
Acinetobacter_baumannii	112	Dnd_ABCDE	GCF_012974585.1_ASM1297458v1	G3R47_RS00855	cloud	DndC	dndC	182323	183816	-	False
Acinetobacter_baumannii	112	Dnd_ABCDE	GCF_012974585.1_ASM1297458v1	G3R47_RS00860	cloud	DndB	dndB	183817	184935	-	False
Acinetobacter_baumannii	113	Dnd_ABCDEFGH	GCF_012974585.1_ASM1297458v1	G3R47_RS00825	cloud	DptF	dptF	171482	173083	+	False
Acinetobacter_baumannii	113	Dnd_ABCDEFGH	GCF_012974585.1_ASM1297458v1	G3R47_RS00830	cloud	DptG	dptG	173127	174398	+	False
Acinetobacter_baumannii	113	Dnd_ABCDEFGH	GCF_012974585.1_ASM1297458v1	G3R47_RS00835	cloud	DptH	dptH	174379	179580	+	False
Acinetobacter_baumannii	113	Dnd_ABCDEFGH	GCF_012974585.1_ASM1297458v1	G3R47_RS00845	cloud	DndE	dndE	179983	180342	-	False
Acinetobacter_baumannii	113	Dnd_ABCDEFGH	GCF_012974585.1_ASM1297458v1	G3R47_RS00850	cloud	DndD	dndD	180323	182326	-	False
Acinetobacter_baumannii	113	Dnd_ABCDEFGH	GCF_012974585.1_ASM1297458v1	G3R47_RS00855	cloud	DndC	dndC	182323	183816	-	False
Acinetobacter_baumannii	113	Dnd_ABCDEFGH	GCF_012974585.1_ASM1297458v1	G3R47_RS00860	cloud	DndB	dndB	183817	184935	-	False
Acinetobacter_baumannii	114	Hachiman	GCF_000814345.1_ASM81434v1	RU84_RS13215	cloud	HamB		2835929	2838508	-	False
Acinetobacter_baumannii	114	Hachiman	GCF_000814345.1_ASM81434v1	RU84_RS13220	cloud	HamA_1		2838512	2839456	-	False
Acinetobacter_baumannii	114	Hachiman	GCF_900093475.1_36734_D01_2	RU84_RS13220	cloud	HamA_1		1038959	1039903	+	False
Acinetobacter_baumannii	114	Hachiman	GCF_900093475.1_36734_D01_2	RU84_RS13215	cloud	HamB		1039907	1042486	+	False
Acinetobacter_baumannii	115	Hachiman	GCF_005280675.1_ASM528067v1	FDM99_RS16750	cloud	HamB		3462875	3465370	-	False
Acinetobacter_baumannii	115	Hachiman	GCF_005280675.1_ASM528067v1	FDM99_RS16755	cloud	HamA_2		3465367	3466260	-	False
Acinetobacter_baumannii	115	Hachiman	GCF_005280675.1_ASM528067v1	FDM99_RS16755	cloud	HamA_1		3465367	3466260	-	False
Acinetobacter_baumannii	116	Menshen	GCA_000015425.1_ASM1542v1	AB987_RS18770	cloud	NsnA		8602	9732	-	False
Acinetobacter_baumannii	116	Menshen	GCA_000015425.1_ASM1542v1	FDM99_RS18360	shell	NsnC_2617187710		10367	10723	-	False
Acinetobacter_baumannii	116	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS18770	cloud	NsnA		22157	23287	-	False
Acinetobacter_baumannii	116	Menshen	GCF_001077965.2_ASM107796v2	FDM99_RS18360	shell	NsnC_2617187710		3357107	3357463	+	False
Acinetobacter_baumannii	116	Menshen	GCF_003431865.1_ASM343186v1	FDM99_RS18360	shell	NsnC_2617187710		8313	8669	+	False
Acinetobacter_baumannii	116	Menshen	GCF_003431865.1_ASM343186v1	FDM99_RS18360	shell	NsnC_2617187710		21096	21452	-	False
Acinetobacter_baumannii	116	Menshen	GCF_003431865.1_ASM343186v1	FDM99_RS18360	shell	NsnC_2617187710		31531	31887	-	False
Acinetobacter_baumannii	116	Menshen	GCF_003431865.1_ASM343186v1	E4664_RS19835	shell	NsnC_2631934571		39438	39740	-	False
Acinetobacter_baumannii	116	Menshen	GCF_003431865.1_ASM343186v1	FDM99_RS18360	shell	NsnC_2617187710		39607	39963	+	False
Acinetobacter_baumannii	116	Menshen	GCF_003431865.1_ASM343186v1	FDM99_RS18360	shell	NsnC_2617187710		52398	52754	-	False
Acinetobacter_baumannii	116	Menshen	GCF_003431865.1_ASM343186v1	FDM99_RS18360	shell	NsnC_2617187710		60474	60830	+	False
Acinetobacter_baumannii	116	Menshen	GCF_003431865.1_ASM343186v1	FDM99_RS18360	shell	NsnC_2617187710		70910	71266	+	False
Acinetobacter_baumannii	116	Menshen	GCF_003547115.1_ASM354711v1	FDM99_RS18360	shell	NsnC_2617187710		4775	5131	-	False
Acinetobacter_baumannii	116	Menshen	GCF_003547115.1_ASM354711v1	FDM99_RS18360	shell	NsnC_2617187710		15211	15567	-	False
Acinetobacter_baumannii	116	Menshen	GCF_003547115.1_ASM354711v1	FDM99_RS18360	shell	NsnC_2617187710		25647	26003	-	False
Acinetobacter_baumannii	116	Menshen	GCF_003547115.1_ASM354711v1	FDM99_RS18360	shell	NsnC_2617187710		33717	34073	+	False
Acinetobacter_baumannii	116	Menshen	GCF_003547115.1_ASM354711v1	E4664_RS19835	shell	NsnC_2631934571		38075	38377	-	False
Acinetobacter_baumannii	116	Menshen	GCF_004194555.1_ASM419455v1	E4664_RS19835	shell	NsnC_2631934571		49363	49665	+	False
Acinetobacter_baumannii	116	Menshen	GCF_004194555.1_ASM419455v1	FDM99_RS18360	shell	NsnC_2617187710		51644	52000	+	False
Acinetobacter_baumannii	116	Menshen	GCF_004564115.1_ASM456411v1	FDM99_RS18360	shell	NsnC_2617187710		2174	2530	+	False
Acinetobacter_baumannii	116	Menshen	GCF_004564115.1_ASM456411v1	FDM99_RS18360	shell	NsnC_2617187710		46986	47342	+	False
Acinetobacter_baumannii	116	Menshen	GCF_004564115.1_ASM456411v1	E4664_RS19835	shell	NsnC_2631934571		102058	102360	+	False
Acinetobacter_baumannii	116	Menshen	GCF_004758865.1_ASM475886v1	E4664_RS19835	shell	NsnC_2631934571		4908	5210	-	False
Acinetobacter_baumannii	116	Menshen	GCF_004758865.1_ASM475886v1	FDM99_RS18360	shell	NsnC_2617187710		14234	14590	+	False
Acinetobacter_baumannii	116	Menshen	GCF_008802935.1_ASM880293v1	E4664_RS19835	shell	NsnC_2631934571		58089	58391	-	False
Acinetobacter_baumannii	116	Menshen	GCF_008802935.1_ASM880293v1	FDM99_RS18360	shell	NsnC_2617187710		61907	62263	+	False
Acinetobacter_baumannii	116	Menshen	GCF_008931365.1_ASM893136v1	E4664_RS19835	shell	NsnC_2631934571		14012	14314	+	False
Acinetobacter_baumannii	116	Menshen	GCF_008931365.1_ASM893136v1	FDM99_RS18360	shell	NsnC_2617187710		2151381	2151737	-	False
Acinetobacter_baumannii	116	Menshen	GCF_012974845.1_ASM1297484v1	FDM99_RS18360	shell	NsnC_2617187710		55577	55933	+	False
Acinetobacter_baumannii	116	Menshen	GCF_012974845.1_ASM1297484v1	FI878_RS19795	cloud	NsnC_2525488910		59191	59358	+	False
Acinetobacter_baumannii	116	Menshen	GCF_013372085.1_ASM1337208v1	FDM99_RS18360	shell	NsnC_2617187710		8322	8678	+	False
Acinetobacter_baumannii	116	Menshen	GCF_013372085.1_ASM1337208v1	AB987_RS18770	cloud	NsnA		9313	10443	+	False
Acinetobacter_baumannii	116	Menshen	GCF_013416275.1_ASM1341627v1	FDM99_RS18360	shell	NsnC_2617187710		24314	24670	+	False
Acinetobacter_baumannii	116	Menshen	GCF_013416275.1_ASM1341627v1	FI878_RS19795	cloud	NsnC_2525488910		27929	28096	+	False
Acinetobacter_baumannii	116	Menshen	GCF_013787185.1_ASM1378718v1	E4664_RS19835	shell	NsnC_2631934571		3296753	3297055	-	False
Acinetobacter_baumannii	116	Menshen	GCF_013787185.1_ASM1378718v1	FDM99_RS18360	shell	NsnC_2617187710		3353931	3354287	-	False
Acinetobacter_baumannii	116	Menshen	GCF_017753625.1_ASM1775362v1	FDM99_RS18360	shell	NsnC_2617187710		4180	4536	-	False
Acinetobacter_baumannii	116	Menshen	GCF_017753625.1_ASM1775362v1	E4664_RS19835	shell	NsnC_2631934571		50905	51207	-	False
Acinetobacter_baumannii	116	Menshen	GCF_018135585.1_ASM1813558v1	E4664_RS19835	shell	NsnC_2631934571		56807	57109	-	False
Acinetobacter_baumannii	116	Menshen	GCF_018135585.1_ASM1813558v1	E4664_RS19835	shell	NsnC_2617187710		56807	57109	-	False
Acinetobacter_baumannii	116	Menshen	GCF_018135585.1_ASM1813558v1	FDM99_RS18360	shell	NsnC_2617187710		63566	63922	+	False
Acinetobacter_baumannii	116	Menshen	GCF_018135585.1_ASM1813558v1	FI878_RS19795	cloud	NsnC_2525488910		67182	67349	+	False
Acinetobacter_baumannii	116	Menshen	GCF_019076685.1_ASM1907668v1	FDM99_RS18360	shell	NsnC_2617187710		46904	47260	+	False
Acinetobacter_baumannii	116	Menshen	GCF_019076685.1_ASM1907668v1	FI878_RS19795	cloud	NsnC_2525488910		50516	50683	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11755	cloud	NsnA		2410135	2411229	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11760	cloud	NsnB		2411213	2412349	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11765	cloud	NsnC_2637376592		2412351	2413304	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11765	cloud	NsnC_2597471359		2412351	2413304	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11765	cloud	NsnC_2507451963		2412351	2413304	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11765	cloud	NsnC_2723509649		2412351	2413304	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11765	cloud	NsnC_2525488910		2412351	2413304	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11765	cloud	NsnC_2619923329		2412351	2413304	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11765	cloud	NsnC_2623244837		2412351	2413304	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11765	cloud	NsnC_2583135648		2412351	2413304	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11765	cloud	NsnC_2518623264		2412351	2413304	+	False
Acinetobacter_baumannii	117	Menshen	GCF_001077965.2_ASM107796v2	AB987_RS11765	cloud	NsnC_2601090942		2412351	2413304	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11755	cloud	NsnA		577733	578827	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11760	cloud	NsnB		578811	579947	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11765	cloud	NsnC_2637376592		579949	580902	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11765	cloud	NsnC_2597471359		579949	580902	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11765	cloud	NsnC_2507451963		579949	580902	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11765	cloud	NsnC_2723509649		579949	580902	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11765	cloud	NsnC_2525488910		579949	580902	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11765	cloud	NsnC_2619923329		579949	580902	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11765	cloud	NsnC_2623244837		579949	580902	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11765	cloud	NsnC_2583135648		579949	580902	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11765	cloud	NsnC_2518623264		579949	580902	+	False
Acinetobacter_baumannii	117	Menshen	GCF_003812385.1_ASM381238v1	AB987_RS11765	cloud	NsnC_2601090942		579949	580902	+	False
Acinetobacter_baumannii	118	Menshen	GCF_002116925.1_ASM211692v1	I5593_RS09015	cloud	NsnA		1812392	1813624	+	False
Acinetobacter_baumannii	118	Menshen	GCF_002116925.1_ASM211692v1	I5593_RS09020	cloud	NsnB		1813621	1814436	+	False
Acinetobacter_baumannii	118	Menshen	GCF_002116925.1_ASM211692v1	I5593_RS09025	cloud	NsnB		1814421	1814696	+	False
Acinetobacter_baumannii	118	Menshen	GCF_002116925.1_ASM211692v1	I5593_RS09030	cloud	NsnC_2507451963		1814698	1815582	+	False
Acinetobacter_baumannii	118	Menshen	GCF_002116925.1_ASM211692v1	I5593_RS09030	cloud	NsnC_2705968471		1814698	1815582	+	False
Acinetobacter_baumannii	118	Menshen	GCF_002116925.1_ASM211692v1	I5593_RS09030	cloud	NsnC_2619923329		1814698	1815582	+	False
Acinetobacter_baumannii	118	Menshen	GCF_002116925.1_ASM211692v1	I5593_RS09030	cloud	NsnC_2617187710		1814698	1815582	+	False
Acinetobacter_baumannii	118	Menshen	GCF_009035845.1_ASM903584v1	I5593_RS09030	cloud	NsnC_2507451963		2184057	2184941	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009035845.1_ASM903584v1	I5593_RS09030	cloud	NsnC_2705968471		2184057	2184941	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009035845.1_ASM903584v1	I5593_RS09030	cloud	NsnC_2619923329		2184057	2184941	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009035845.1_ASM903584v1	I5593_RS09030	cloud	NsnC_2617187710		2184057	2184941	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009035845.1_ASM903584v1	I5593_RS09025	cloud	NsnB		2184943	2185218	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009035845.1_ASM903584v1	I5593_RS09020	cloud	NsnB		2185203	2186018	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009035845.1_ASM903584v1	I5593_RS09015	cloud	NsnA		2186015	2187247	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009759685.1_ASM975968v1	I5593_RS09030	cloud	NsnC_2507451963		3486366	3487250	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009759685.1_ASM975968v1	I5593_RS09030	cloud	NsnC_2705968471		3486366	3487250	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009759685.1_ASM975968v1	I5593_RS09030	cloud	NsnC_2619923329		3486366	3487250	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009759685.1_ASM975968v1	I5593_RS09030	cloud	NsnC_2617187710		3486366	3487250	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009759685.1_ASM975968v1	I5593_RS09025	cloud	NsnB		3487252	3487527	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009759685.1_ASM975968v1	I5593_RS09020	cloud	NsnB		3487512	3488327	-	False
Acinetobacter_baumannii	118	Menshen	GCF_009759685.1_ASM975968v1	I5593_RS09015	cloud	NsnA		3488324	3489556	-	False
Acinetobacter_baumannii	118	Menshen	GCF_014672755.1_ASM1467275v1	I5593_RS09015	cloud	NsnA		1812360	1813592	+	False
Acinetobacter_baumannii	118	Menshen	GCF_014672755.1_ASM1467275v1	I5593_RS09020	cloud	NsnB		1813589	1814404	+	False
Acinetobacter_baumannii	118	Menshen	GCF_014672755.1_ASM1467275v1	I5593_RS09025	cloud	NsnB		1814389	1814664	+	False
Acinetobacter_baumannii	118	Menshen	GCF_014672755.1_ASM1467275v1	I5593_RS09030	cloud	NsnC_2507451963		1814666	1815550	+	False
Acinetobacter_baumannii	118	Menshen	GCF_014672755.1_ASM1467275v1	I5593_RS09030	cloud	NsnC_2705968471		1814666	1815550	+	False
Acinetobacter_baumannii	118	Menshen	GCF_014672755.1_ASM1467275v1	I5593_RS09030	cloud	NsnC_2619923329		1814666	1815550	+	False
Acinetobacter_baumannii	118	Menshen	GCF_014672755.1_ASM1467275v1	I5593_RS09030	cloud	NsnC_2617187710		1814666	1815550	+	False
Acinetobacter_baumannii	118	Menshen	GCF_015910475.1_ASM1591047v1	I5593_RS09015	cloud	NsnA		1889268	1890500	+	False
Acinetobacter_baumannii	118	Menshen	GCF_015910475.1_ASM1591047v1	I5593_RS09020	cloud	NsnB		1890497	1891312	+	False
Acinetobacter_baumannii	118	Menshen	GCF_015910475.1_ASM1591047v1	I5593_RS09025	cloud	NsnB		1891297	1891572	+	False
Acinetobacter_baumannii	118	Menshen	GCF_015910475.1_ASM1591047v1	I5593_RS09030	cloud	NsnC_2507451963		1891574	1892458	+	False
Acinetobacter_baumannii	118	Menshen	GCF_015910475.1_ASM1591047v1	I5593_RS09030	cloud	NsnC_2705968471		1891574	1892458	+	False
Acinetobacter_baumannii	118	Menshen	GCF_015910475.1_ASM1591047v1	I5593_RS09030	cloud	NsnC_2619923329		1891574	1892458	+	False
Acinetobacter_baumannii	118	Menshen	GCF_015910475.1_ASM1591047v1	I5593_RS09030	cloud	NsnC_2617187710		1891574	1892458	+	False
Acinetobacter_baumannii	119	Mokosh_TypeI	GCF_003812065.1_ASM381206v1	EGX84_RS00370	cloud	MkoB2		54898	56322	-	False
Acinetobacter_baumannii	119	Mokosh_TypeI	GCF_003812065.1_ASM381206v1	EGX84_RS00370	cloud	MkoB		54898	56322	-	False
Acinetobacter_baumannii	119	Mokosh_TypeI	GCF_003812065.1_ASM381206v1	EGX84_RS00375	cloud	MkoA		56319	61469	-	False
Acinetobacter_baumannii	119	Mokosh_TypeI	GCF_003812065.1_ASM381206v1	EGX84_RS00375	cloud	MkoA2		56319	61469	-	False
Acinetobacter_baumannii	12	AbiH	GCA_005280395.1_ASM528039v1	HB663_RS07700	cloud	AbiH		825623	826945	-	False
Acinetobacter_baumannii	12	AbiH	GCF_008802935.1_ASM880293v1	HB663_RS07700	cloud	AbiH		2292642	2293967	+	False
Acinetobacter_baumannii	12	AbiH	GCF_012935125.1_ASM1293512v1	HB663_RS07700	cloud	AbiH		1592980	1594305	-	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_002082785.1_ASM208278v1	J6I63_RS19980	shell	MkoA		144753	149801	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_002082785.1_ASM208278v1	J6I63_RS19980	shell	MkoA2		144753	149801	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_002082785.1_ASM208278v1	HBK86_RS20855	shell	MkoB		149794	151182	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_002082785.1_ASM208278v1	HBK86_RS20855	shell	MkoB2		149794	151182	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_003431385.1_ASM343138v1	HBK86_RS20855	shell	MkoB		110606	111994	-	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_003431385.1_ASM343138v1	HBK86_RS20855	shell	MkoB2		110606	111994	-	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_003431385.1_ASM343138v1	J6I63_RS19980	shell	MkoA		111987	113705	-	True
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_003431385.1_ASM343138v1	J6I63_RS19980	shell	MkoA2		111987	113705	-	True
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_003431385.1_ASM343138v1	J6I63_RS19980	shell	MkoA		113663	114679	-	True
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_003431385.1_ASM343138v1	J6I63_RS19980	shell	MkoA2		113663	114679	-	True
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_003431385.1_ASM343138v1	J6I63_RS19980	shell	MkoA		114715	117033	-	True
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_003431385.1_ASM343138v1	J6I63_RS19980	shell	MkoA2		114715	117033	-	True
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_005518095.1_ASM551809v1	J6I63_RS19980	shell	MkoA		146059	151107	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_005518095.1_ASM551809v1	J6I63_RS19980	shell	MkoA2		146059	151107	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_005518095.1_ASM551809v1	HBK86_RS20855	shell	MkoB		151100	152488	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_005518095.1_ASM551809v1	HBK86_RS20855	shell	MkoB2		151100	152488	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_012934905.1_ASM1293490v1	J6I63_RS19980	shell	MkoA		98775	103823	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_012934905.1_ASM1293490v1	J6I63_RS19980	shell	MkoA2		98775	103823	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_012934905.1_ASM1293490v1	HBK86_RS20855	shell	MkoB		103816	105204	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_012934905.1_ASM1293490v1	HBK86_RS20855	shell	MkoB2		103816	105204	+	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_012935125.1_ASM1293512v1	HBK86_RS20855	shell	MkoB		72046	73434	-	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_012935125.1_ASM1293512v1	HBK86_RS20855	shell	MkoB2		72046	73434	-	False
Acinetobacter_baumannii	120	Mokosh_TypeI	GCF_012935125.1_ASM1293512v1	J6I63_RS19980	shell	MkoA		73427	78475	-	False
