PUL_ID,Gene_Name,Locus_Tag,Protein_ID,Protein_Link,Gene_Position,GenBank_Contig,Contig_Link,EC_Number
PUL0138,-,CNCMI4602_1526,AYN24354.1,,7492 - 8701 (+),CP028460.1:1886600-1887809,,-
PUL0138,-,CNCMI4602_1527,AYN24355.1,,8725 - 10948 (-),CP028460.1:1887833-1890056,,-
PUL0139,-,CNCMI4602_0058,AYN22928.1,,0 - 1242 (-),CP028460.1:61377-62619,,-
PUL0139,-,CNCMI4602_0059,AYN22929.1,,1238 - 2795 (-),CP028460.1:62615-64172,,-
PUL0139,-,CNCMI4602_0060,AYN22930.1,,2824 - 4000 (-),CP028460.1:64201-65377,,-
PUL0139,-,CNCMI4602_0061,AYN22931.1,,4216 - 4825 (+),CP028460.1:65593-66202,,-
PUL0139,-,CNCMI4602_0062,AYN22932.1,,4770 - 5427 (+),CP028460.1:66147-66804,,-
PUL0139,-,CNCMI4602_0063,AYN22933.1,,5466 - 6318 (+),CP028460.1:66843-67695,,-
PUL0139,-,CNCMI4602_0064,AYN22934.1,,6534 - 6876 (+),CP028460.1:67911-68253,,-
PUL0139,-,CNCMI4602_0065,AYN22935.1,,6870 - 7905 (-),CP028460.1:68247-69282,,-
PUL0139,-,CNCMI4602_0066,AYN22936.1,,8022 - 9564 (-),CP028460.1:69399-70941,,-
PUL0139,-,CNCMI4602_0067,AYN22937.1,,9900 - 11514 (+),CP028460.1:71277-72891,,-
PUL0139,-,CNCMI4602_0068,AYN22938.1,,11569 - 12262 (+),CP028460.1:72946-73639,,-
PUL0139,-,CNCMI4602_0069,AYN22939.1,,12517 - 14035 (+),CP028460.1:73894-75412,,-
PUL0140,-,CNCMI4602_0516,AYN23376.1,,0 - 1353 (+),CP028460.1:622448-623801,,-
PUL0140,-,CNCMI4602_0517,AYN23377.1,,1782 - 3465 (+),CP028460.1:624230-625913,,-
PUL0140,-,CNCMI4602_0518,AYN23378.1,,3629 - 4646 (-),CP028460.1:626077-627094,,-
PUL0140,-,CNCMI4602_0519,AYN23379.1,,4977 - 6255 (+),CP028460.1:627425-628703,,-
PUL0140,-,CNCMI4602_0520,AYN23380.1,,6362 - 7421 (+),CP028460.1:628810-629869,,-
PUL0140,-,CNCMI4602_0521,AYN23381.1,,7422 - 8292 (+),CP028460.1:629870-630740,,-
PUL0140,-,CNCMI4602_0522,AYN23382.1,,8369 - 9995 (+),CP028460.1:630817-632443,,-
PUL0140,-,CNCMI4602_0523,AYN23383.1,,9997 - 12028 (+),CP028460.1:632445-634476,,-
PUL0140,-,CNCMI4602_0524,AYN23384.1,,12264 - 13428 (+),CP028460.1:634712-635876,,-
PUL0140,-,CNCMI4602_0525,AYN23385.1,,13440 - 15000 (-),CP028460.1:635888-637448,,-
PUL0140,-,CNCMI4602_0526,AYN23386.1,,15089 - 16619 (-),CP028460.1:637537-639067,,-
PUL0141,-,CNCMI4602_0135,AYN23004.1,,0 - 1032 (-),CP028460.1:153312-154344,,-
PUL0141,-,CNCMI4602_0136,AYN23005.1,,1157 - 1856 (+),CP028460.1:154469-155168,,-
PUL0141,-,CNCMI4602_0137,AYN23006.1,,2037 - 3558 (+),CP028460.1:155349-156870,,-
PUL0141,-,CNCMI4602_0138,AYN23007.1,,3614 - 5228 (+),CP028460.1:156926-158540,,-
PUL0142,-,CNCMI4602_1497,AYN24330.1,,0 - 837 (-),CP028460.1:1843829-1844666,,-
PUL0142,-,CNCMI4602_1498,AYN24331.1,,836 - 1691 (-),CP028460.1:1844665-1845520,,-
PUL0142,-,CNCMI4602_1499,AYN24332.1,,2154 - 3165 (+),CP028460.1:1845983-1846994,,-
PUL0142,-,CNCMI4602_1501,AYN24333.1,,3514 - 4846 (-),CP028460.1:1847343-1848675,,-
PUL0142,-,CNCMI4602_1502,AYN24334.1,,5203 - 6979 (+),CP028460.1:1849032-1850808,,-
PUL0144,-,TK1754,BAD85943.1,,0 - 2361 (-),AP006878.1:1552919-1555280,,-
PUL0144,-,TK1755,BAD85944.1,,2366 - 3347 (-),AP006878.1:1555285-1556266,,-
PUL0144,-,TK1756,BAD85945.1,,3347 - 4316 (-),AP006878.1:1556266-1557235,,-
PUL0144,-,TK1757,BAD85946.1,,4308 - 5286 (-),AP006878.1:1557227-1558205,,-
PUL0144,-,TK1758,BAD85947.1,,5282 - 6227 (-),AP006878.1:1558201-1559146,,-
PUL0144,-,TK1759,BAD85948.1,,6229 - 7228 (-),AP006878.1:1559148-1560147,,-
PUL0144,-,TK1760,BAD85949.1,,7274 - 9155 (-),AP006878.1:1560193-1562074,,-
PUL0144,-,TK1761,BAD85950.1,,9389 - 10844 (+),AP006878.1:1562308-1563763,,-
PUL0144,-,TK1762,BAD85951.1,,10840 - 11050 (+),AP006878.1:1563759-1563969,,-
PUL0144,-,TK1763,BAD85952.1,,11046 - 11496 (+),AP006878.1:1563965-1564415,,-
PUL0144,-,TK1764,BAD85953.1,,11517 - 12321 (-),AP006878.1:1564436-1565240,,-
PUL0144,-,TK1765,BAD85954.1,,12563 - 16211 (+),AP006878.1:1565482-1569130,,-
PUL0146,-,Patl_0879,ABG39405.1,,0 - 2625 (+),CP000388.1:1036849-1039474,,-
PUL0146,-,Patl_0880,ABG39406.1,,2826 - 3828 (+),CP000388.1:1039675-1040677,,-
PUL0146,-,Patl_0881,ABG39407.1,,3850 - 5383 (+),CP000388.1:1040699-1042232,,-
PUL0146,-,Patl_0882,ABG39408.1,,5852 - 6314 (+),CP000388.1:1042701-1043163,,-
PUL0146,-,Patl_0883,ABG39409.1,,6618 - 6882 (+),CP000388.1:1043467-1043731,,-
PUL0146,-,Patl_0884,ABG39410.1,,7011 - 7791 (-),CP000388.1:1043860-1044640,,-
PUL0146,-,Patl_0885,ABG39411.1,,7983 - 10410 (-),CP000388.1:1044832-1047259,,-
PUL0146,-,Patl_0886,ABG39412.1,,10509 - 12258 (-),CP000388.1:1047358-1049107,,-
PUL0146,-,Patl_0887,ABG39413.1,,12364 - 16075 (-),CP000388.1:1049213-1052924,,-
PUL0146,-,Patl_0888,ABG39414.1,,17250 - 18804 (+),CP000388.1:1054099-1055653,,-
PUL0146,-,Patl_0889,ABG39415.1,,18879 - 20382 (+),CP000388.1:1055728-1057231,,-
PUL0146,-,Patl_0890,ABG39416.1,,20529 - 22470 (+),CP000388.1:1057378-1059319,,-
PUL0146,-,Patl_0891,ABG39417.1,,22635 - 24333 (+),CP000388.1:1059484-1061182,,-
PUL0146,-,Patl_0892,ABG39418.1,,24329 - 26255 (+),CP000388.1:1061178-1063104,,-
PUL0146,-,Patl_0893,ABG39419.1,,26254 - 27520 (+),CP000388.1:1063103-1064369,,-
PUL0146,-,Patl_0894,ABG39420.1,,27926 - 28688 (+),CP000388.1:1064775-1065537,,-
PUL0146,-,Patl_0895,ABG39421.1,,28741 - 30157 (+),CP000388.1:1065590-1067006,,-
PUL0146,-,Patl_0896,ABG39422.1,,30571 - 32014 (+),CP000388.1:1067420-1068863,,1.2.1.16
PUL0146,-,Patl_0897,ABG39423.1,,32013 - 33177 (+),CP000388.1:1068862-1070026,,-
PUL0146,-,Patl_0898,ABG39424.1,,33182 - 34244 (+),CP000388.1:1070031-1071093,,2.7.1.58
PUL0146,-,Patl_0899,ABG39425.1,,34310 - 34961 (+),CP000388.1:1071159-1071810,,4.1.2.21
PUL0146,-,Patl_0900,ABG39426.1,,35091 - 36648 (+),CP000388.1:1071940-1073497,,-
PUL0146,-,Patl_0901,ABG39427.1,,36806 - 37547 (+),CP000388.1:1073655-1074396,,-
PUL0147,-,PCAR9_RS20140,WP_104644200.1,,0 - 2436 (+),NZ_LT965930.1:17040-19476,,-
PUL0147,-,PCAR9_RS20145,WP_104644201.1,,2651 - 3209 (+),NZ_LT965930.1:19691-20249,,-
PUL0147,-,PCAR9_RS20150,WP_104644202.1,,3456 - 4980 (+),NZ_LT965930.1:20496-22020,,-
PUL0147,-,PCAR9_RS20155,WP_104644203.1,,5049 - 6492 (+),NZ_LT965930.1:22089-23532,,-
PUL0147,-,PCAR9_RS20160,WP_104644283.1,,6517 - 8389 (+),NZ_LT965930.1:23557-25429,,-
PUL0147,-,PCAR9_RS20165,WP_104644204.1,,8483 - 9614 (+),NZ_LT965930.1:25523-26654,,-
PUL0147,-,PCAR9_RS20170,WP_104644205.1,,10188 - 13899 (+),NZ_LT965930.1:27228-30939,,-
PUL0147,-,PCAR9_RS20175,WP_104644206.1,,13961 - 15749 (+),NZ_LT965930.1:31001-32789,,-
PUL0147,-,PCAR9_RS20180,WP_104644207.1,,15851 - 17486 (+),NZ_LT965930.1:32891-34526,,-
PUL0147,-,PCAR9_RS20185,WP_104644284.1,,17646 - 18597 (+),NZ_LT965930.1:34686-35637,,-
PUL0147,-,PCAR9_RS20190,WP_158657450.1,,18734 - 20528 (+),NZ_LT965930.1:35774-37568,,-
PUL0147,-,PCAR9_RS20195,WP_104644209.1,,20606 - 23147 (-),NZ_LT965930.1:37646-40187,,-
PUL0147,-,PCAR9_RS20200,-,,23492 - 25627 (-),NZ_LT965930.1:40532-42667,,-
PUL0147,-,PCAR9_RS20205,WP_104644210.1,,25971 - 27393 (+),NZ_LT965930.1:43011-44433,,-
PUL0147,-,PCAR9_RS20210,WP_104644211.1,,27413 - 28577 (+),NZ_LT965930.1:44453-45617,,-
PUL0147,-,PCAR9_RS20215,WP_104644212.1,,28594 - 29470 (+),NZ_LT965930.1:45634-46510,,-
PUL0147,-,PCAR9_RS20220,WP_104644213.1,,29670 - 31242 (+),NZ_LT965930.1:46710-48282,,-
PUL0147,-,PCAR9_RS20225,WP_104644214.1,,31253 - 32033 (+),NZ_LT965930.1:48293-49073,,-
PUL0147,-,PCAR9_RS20230,WP_131692548.1,,32079 - 33018 (+),NZ_LT965930.1:49119-50058,,-
PUL0147,-,PCAR9_RS20235,WP_104644216.1,,33142 - 34570 (+),NZ_LT965930.1:50182-51610,,-
PUL0147,-,PCAR9_RS20240,WP_104644217.1,,34580 - 35744 (+),NZ_LT965930.1:51620-52784,,-
PUL0147,-,PCAR9_RS20245,WP_104644218.1,,35761 - 36769 (+),NZ_LT965930.1:52801-53809,,-
PUL0147,-,PCAR9_RS20250,WP_104644219.1,,36759 - 37380 (+),NZ_LT965930.1:53799-54420,,-
PUL0147,-,PCAR9_RS20255,WP_104644220.1,,37464 - 38157 (-),NZ_LT965930.1:54504-55197,,-
PUL0147,-,PCAR9_RS20260,WP_104644221.1,,38267 - 39005 (-),NZ_LT965930.1:55307-56045,,-
PUL0147,-,PCAR9_RS20265,WP_104644222.1,,39175 - 42016 (-),NZ_LT965930.1:56215-59056,,-
PUL0147,-,PCAR9_RS20270,WP_104644223.1,,42276 - 43485 (+),NZ_LT965930.1:59316-60525,,-
PUL0147,-,PCAR9_RS20275,WP_104644224.1,,43724 - 44918 (+),NZ_LT965930.1:60764-61958,,-
PUL0147,-,PCAR9_RS20280,WP_104644225.1,,44992 - 45958 (+),NZ_LT965930.1:62032-62998,,-
PUL0147,-,PCAR9_RS20285,WP_104644285.1,,46063 - 46828 (+),NZ_LT965930.1:63103-63868,,-
PUL0147,-,PCAR9_RS20290,WP_104644226.1,,47422 - 50251 (+),NZ_LT965930.1:64462-67291,,-
PUL0148,-,ZOBELLIA_3145,CAZ97284.1,,0 - 1536 (-),FP476056.1:3634325-3635861,,3.1.6.-
PUL0148,idsA3,ZOBELLIA_3146,CAZ97285.1,,1535 - 3170 (-),FP476056.1:3635860-3637495,,3.1.6.13
PUL0148,-,ZOBELLIA_3147,CAZ97286.1,,3211 - 5257 (-),FP476056.1:3637536-3639582,,-
PUL0148,-,ZOBELLIA_3148,CAZ97287.1,,5438 - 7409 (-),FP476056.1:3639763-3641734,,-
PUL0148,-,ZOBELLIA_3149,CAZ97288.1,,7445 - 9026 (-),FP476056.1:3641770-3643351,,-
PUL0148,-,ZOBELLIA_3150,CAZ97289.1,,9065 - 11150 (-),FP476056.1:3643390-3645475,,-
PUL0148,-,ZOBELLIA_3151,CAZ97290.1,,11465 - 13256 (-),FP476056.1:3645790-3647581,,3.1.6.-
PUL0148,-,ZOBELLIA_3152,CAZ97291.1,,13297 - 15379 (-),FP476056.1:3647622-3649704,,-
PUL0148,dgoA,ZOBELLIA_3153,CAZ97292.1,,15440 - 16088 (-),FP476056.1:3649765-3650413,,4.1.2.21
PUL0148,dgoK,ZOBELLIA_3154,CAZ97293.1,,16077 - 17031 (-),FP476056.1:3650402-3651356,,2.7.1.58
PUL0148,aldA,ZOBELLIA_3155,CAZ97294.1,,17027 - 18479 (-),FP476056.1:3651352-3652804,,1.2.1.22
PUL0148,dgoD,ZOBELLIA_3156,CAZ97295.1,,18453 - 19620 (-),FP476056.1:3652778-3653945,,4.2.1.6
PUL0148,rhaT1,ZOBELLIA_3157,CAZ97296.1,,19655 - 20663 (-),FP476056.1:3653980-3654988,,-
PUL0148,gntT3,ZOBELLIA_3158,CAZ97297.1,,20798 - 22100 (-),FP476056.1:3655123-3656425,,-
PUL0148,-,ZOBELLIA_3159,CAZ97298.1,,22220 - 23105 (-),FP476056.1:3656545-3657430,,-
PUL0149,-,ZOBELLIA_2194,CAZ96350.1,,0 - 1485 (-),FP476056.1:2560055-2561540,,3.1.6.-
PUL0149,-,ZOBELLIA_2195,CAZ96351.1,,1772 - 4502 (+),FP476056.1:2561827-2564557,,-
PUL0149,sgsA3,ZOBELLIA_2196,CAZ96352.1,,4536 - 6027 (-),FP476056.1:2564591-2566082,,3.10.1.1
PUL0149,-,ZOBELLIA_2197,CAZ96353.1,,6046 - 7387 (-),FP476056.1:2566101-2567442,,3.1.6.-
PUL0149,-,ZOBELLIA_2198,CAZ96354.1,,7403 - 9530 (-),FP476056.1:2567458-2569585,,3.1.6.-
PUL0149,-,ZOBELLIA_2199,CAZ96355.1,,9561 - 11454 (-),FP476056.1:2569616-2571509,,3.2.1.22
PUL0149,-,ZOBELLIA_2200,CAZ96356.1,,11450 - 13256 (-),FP476056.1:2571505-2573311,,3.2.1.22
PUL0149,sgsA4,ZOBELLIA_2201,CAZ96357.1,,13283 - 14783 (-),FP476056.1:2573338-2574838,,3.10.1.1
PUL0149,-,ZOBELLIA_2202,CAZ96358.1,,14937 - 16476 (-),FP476056.1:2574992-2576531,,-
PUL0149,-,ZOBELLIA_2203,CAZ96359.1,,16492 - 19612 (-),FP476056.1:2576547-2579667,,-
PUL0150,garR,PCAR9_A20869,SOU40428.1,,0 - 879 (+),LT965928.1:1244357-1245236,,1.1.1.60
PUL0150,-,PCAR9_A20870,SOU40429.1,,1021 - 3280 (+),LT965928.1:1245378-1247637,,4.2.2.3
PUL0150,alg17C,PCAR9_A20871,SOU40430.1,,3282 - 5505 (+),LT965928.1:1247639-1249862,,4.2.2.-
PUL0150,kdgF,PCAR9_A20872,SOU40431.1,,5510 - 5855 (+),LT965928.1:1249867-1250212,,-
PUL0150,garP,PCAR9_A20873,SOU40432.1,,5858 - 7166 (+),LT965928.1:1250215-1251523,,-
PUL0150,kdgK,PCAR9_A20874,SOU40433.1,,7238 - 8171 (+),LT965928.1:1251595-1252528,,2.7.1.45
PUL0150,eda,PCAR9_A20875,SOU40434.1,,8227 - 8845 (+),LT965928.1:1252584-1253202,,4.1.2.14
PUL0150,fba1,PCAR9_A20876,SOU40435.1,,8858 - 9938 (+),LT965928.1:1253215-1254295,,4.1.2.13
PUL0150,fbp,PCAR9_A20877,SOU40436.1,,9937 - 10900 (+),LT965928.1:1254294-1255257,,3.1.3.11
PUL0150,-,PCAR9_A20878,SOU40437.1,,11341 - 14077 (+),LT965928.1:1255698-1258434,,4.2.2.3
PUL0150,-,PCAR9_A20879,SOU40438.1,,14349 - 17397 (+),LT965928.1:1258706-1261754,,-
PUL0150,-,PCAR9_A20880,SOU40439.1,,18193 - 21154 (+),LT965928.1:1262550-1265511,,-
PUL0150,sigW,PCAR9_A20881,SOU40440.1,,21941 - 22448 (+),LT965928.1:1266298-1266805,,-
PUL0150,-,PCAR9_A20882,SOU40441.1,,22449 - 23109 (+),LT965928.1:1266806-1267466,,-
PUL0151,pfp,ZOBELLIA_2613,CAZ96763.1,,0 - 1227 (-),FP476056.1:3067454-3068681,,2.7.1.90
PUL0151,kdgK1,ZOBELLIA_2614,CAZ96764.1,,1245 - 2286 (-),FP476056.1:3068699-3069740,,2.7.1.45
PUL0151,-,ZOBELLIA_2615,CAZ96765.1,,2340 - 3096 (-),FP476056.1:3069794-3070550,,1.-.-.-
PUL0151,-,ZOBELLIA_2616,CAZ96766.1,,3132 - 4410 (-),FP476056.1:3070586-3071864,,-
PUL0151,-,ZOBELLIA_2617,CAZ96767.1,,4640 - 5369 (-),FP476056.1:3072094-3072823,,-
PUL0151,alyA2,ZOBELLIA_2618,CAZ96768.1,,5610 - 6534 (-),FP476056.1:3073064-3073988,,4.2.2.3
PUL0151,-,ZOBELLIA_2619,CAZ96769.1,,6542 - 7424 (-),FP476056.1:3073996-3074878,,-
PUL0151,-,ZOBELLIA_2620,CAZ96770.1,,7454 - 8885 (-),FP476056.1:3074908-3076339,,-
PUL0151,-,ZOBELLIA_2621,CAZ96771.1,,8918 - 12044 (-),FP476056.1:3076372-3079498,,-
PUL0151,-,ZOBELLIA_2622,CAZ96772.1,,12502 - 13255 (-),FP476056.1:3079956-3080709,,1.-.-.-
PUL0151,kdgF,ZOBELLIA_2623,CAZ96773.1,,13260 - 13611 (-),FP476056.1:3080714-3081065,,-
PUL0151,alyA3,ZOBELLIA_2624,CAZ96774.1,,13620 - 15876 (-),FP476056.1:3081074-3083330,,4.2.2.3
PUL0152,-,Patl_3654,ABG42156.1,,0 - 1386 (-),CP000388.1:4406812-4408198,,-
PUL0152,-,Patl_3655,ABG42157.1,,1398 - 1680 (-),CP000388.1:4408210-4408492,,-
PUL0152,-,Patl_3656,ABG42158.1,,1679 - 2849 (-),CP000388.1:4408491-4409661,,-
PUL0152,-,Patl_3657,ABG42159.1,,3004 - 3928 (-),CP000388.1:4409816-4410740,,2.7.1.45
PUL0152,-,Patl_3658,ABG42160.1,,3992 - 5291 (-),CP000388.1:4410804-4412103,,-
PUL0152,-,Patl_3659,ABG42161.1,,5348 - 7613 (-),CP000388.1:4412160-4414425,,4.2.2.3
PUL0152,-,Patl_3660,ABG42162.1,,8136 - 8874 (+),CP000388.1:4414948-4415686,,-
PUL0152,-,Patl_3661,ABG42163.1,,8971 - 9718 (-),CP000388.1:4415783-4416530,,-
PUL0153,-,BVG98_13950,ONF98579.1,,0 - 879 (+),MSTC01000081.1:673-1552,,-
PUL0153,-,BVG98_13955,WP_005691812.1,,999 - 2731 (+),MSTC01000081.1:1672-3404,,-
PUL0153,-,BVG98_13960,ONF98580.1,,2757 - 4182 (+),MSTC01000081.1:3430-4855,,-
PUL0153,-,BVG98_13965,ONF98581.1,,4230 - 4566 (+),MSTC01000081.1:4903-5239,,-
PUL0154,-,BVG98_10115,ONF99735.1,,0 - 1794 (+),MSTC01000063.1:16530-18324,,-
PUL0154,-,BVG98_10120,WP_003660216.1,,1850 - 2718 (+),MSTC01000063.1:18380-19248,,-
PUL0154,-,BVG98_10125,ONF99736.1,,2818 - 3184 (+),MSTC01000063.1:19348-19714,,-
PUL0154,-,BVG98_10130,ONF99737.1,,3209 - 4634 (+),MSTC01000063.1:19739-21164,,-
PUL0155,-,Atu3019,AAK90364.2,,0 - 537 (-),AE007870.2:11703-12240,,-
PUL0155,-,Atu3020,AAK90363.2,,968 - 1679 (+),AE007870.2:12671-13382,,-
PUL0155,-,Atu3021,AAK90362.1,,1709 - 2825 (+),AE007870.2:13412-14528,,-
PUL0155,-,Atu3022,AAK90361.1,,2821 - 3751 (+),AE007870.2:14524-15454,,-
PUL0155,-,Atu3023,AAK90360.1,,3762 - 4644 (+),AE007870.2:15465-16347,,-
PUL0155,-,Atu3024,AAK90359.2,,4704 - 6234 (+),AE007870.2:16407-17937,,-
PUL0155,-,Atu3025,AAK90358.1,,6305 - 8636 (+),AE007870.2:18008-20339,,-
PUL0155,-,Atu3026,AAK90357.1,,8651 - 9401 (+),AE007870.2:20354-21104,,-
PUL0156,-,BVG98_07735,ONG00400.1,,0 - 1881 (+),MSTC01000055.1:620-2501,,-
PUL0156,-,BVG98_07740,ONG00401.1,,1864 - 2824 (+),MSTC01000055.1:2484-3444,,-
PUL0157,-,BT102_01370,WP_005714409.1,,0 - 1793 (+),MSTB01000008.1:16506-18299,,-
PUL0157,-,BT102_01375,ONG01734.1,,1846 - 2716 (+),MSTB01000008.1:18352-19222,,-
PUL0157,-,BT102_01380,ONG01735.1,,2816 - 3182 (+),MSTB01000008.1:19322-19688,,-
PUL0157,-,BT102_01385,WP_005714800.1,,3207 - 4631 (+),MSTB01000008.1:19713-21137,,-
PUL0158,-,LC705_RS01460,WP_005714797.1,,0 - 1794 (+),NC_013199.1:311240-313034,,-
PUL0158,-,LC705_RS01465,WP_014571077.1,,1847 - 2717 (+),NC_013199.1:313087-313957,,-
PUL0158,-,LC705_RS01470,WP_005691321.1,,2817 - 3183 (+),NC_013199.1:314057-314423,,-
PUL0158,lacG,LC705_RS01475,WP_005691323.1,,3208 - 4633 (+),NC_013199.1:314448-315873,,3.2.1.85
PUL0159,ebgA,LC705_p00049,CAR91801.1,,0 - 1881 (+),FM179324.1:40411-42292,,-
PUL0159,lacZ,LC705_p00050,CAR91802.1,,1864 - 2824 (+),FM179324.1:42275-43235,,-
PUL0160,-,FG27_RS08030,WP_037317819.1,,0 - 927 (-),NZ_JQNQ01000001.1:1815119-1816046,,5.3.1.-
PUL0160,-,FG27_RS08035,WP_037317821.1,,1109 - 2423 (-),NZ_JQNQ01000001.1:1816228-1817542,,-
PUL0160,-,FG27_RS08040,WP_081912606.1,,2426 - 4796 (-),NZ_JQNQ01000001.1:1817545-1819915,,3.2.1.-
PUL0160,-,FG27_RS08045,WP_037317824.1,,4837 - 7132 (-),NZ_JQNQ01000001.1:1819956-1822251,,3.2.1.-
PUL0160,-,FG27_RS08050,WP_037317827.1,,7143 - 8169 (-),NZ_JQNQ01000001.1:1822262-1823288,,-
PUL0160,-,FG27_RS08055,WP_037317830.1,,8184 - 8883 (-),NZ_JQNQ01000001.1:1823303-1824002,,1.-.-.-
PUL0160,-,FG27_RS08060,WP_037317834.1,,8894 - 10622 (-),NZ_JQNQ01000001.1:1824013-1825741,,1.-.-.-
PUL0160,-,FG27_RS08065,WP_037317837.1,,10639 - 11764 (-),NZ_JQNQ01000001.1:1825758-1826883,,-
PUL0160,-,FG27_RS08070,WP_037317840.1,,11805 - 13239 (-),NZ_JQNQ01000001.1:1826924-1828358,,3.2.1.163
PUL0160,-,FG27_RS08075,WP_037317843.1,,13309 - 13984 (-),NZ_JQNQ01000001.1:1828428-1829103,,-
PUL0160,-,FG27_RS08080,WP_037317846.1,,14317 - 15118 (-),NZ_JQNQ01000001.1:1829436-1830237,,-
PUL0160,-,FG27_RS08085,WP_037317849.1,,15132 - 16749 (-),NZ_JQNQ01000001.1:1830251-1831868,,-
PUL0160,-,FG27_RS08090,WP_081912607.1,,16761 - 19824 (-),NZ_JQNQ01000001.1:1831880-1834943,,-
PUL0160,-,FG27_RS08095,WP_037317855.1,,19943 - 22241 (-),NZ_JQNQ01000001.1:1835062-1837360,,3.2.1.-
PUL0160,-,FG27_RS08100,WP_037317858.1,,22167 - 23112 (-),NZ_JQNQ01000001.1:1837286-1838231,,-
PUL0160,-,FG27_RS08105,WP_081912656.1,,23291 - 25379 (+),NZ_JQNQ01000001.1:1838410-1840498,,-
PUL0160,-,FG27_RS08110,WP_051935788.1,,25375 - 26605 (+),NZ_JQNQ01000001.1:1840494-1841724,,-
PUL0160,-,FG27_RS08115,WP_037317860.1,,26949 - 28428 (+),NZ_JQNQ01000001.1:1842068-1843547,,-
PUL0160,-,FG27_RS08120,WP_037317862.1,,28474 - 29302 (+),NZ_JQNQ01000001.1:1843593-1844421,,-
PUL0160,-,FG27_RS19385,WP_231563298.1,,29402 - 29633 (+),NZ_JQNQ01000001.1:1844521-1844752,,-
PUL0160,-,FG27_RS19515,WP_255351525.1,,29568 - 29949 (+),NZ_JQNQ01000001.1:1844687-1845068,,-
PUL0160,-,FG27_RS19520,WP_255351526.1,,29887 - 30256 (+),NZ_JQNQ01000001.1:1845006-1845375,,-
PUL0160,-,FG27_RS19525,WP_255351556.1,,30216 - 30546 (+),NZ_JQNQ01000001.1:1845335-1845665,,-
PUL0160,-,FG27_RS08130,WP_037317865.1,,30612 - 31431 (-),NZ_JQNQ01000001.1:1845731-1846550,,3.-.-.-
PUL0160,-,FG27_RS08135,WP_051935789.1,,31563 - 33768 (-),NZ_JQNQ01000001.1:1846682-1848887,,3.2.1.-
PUL0160,-,FG27_RS08140,WP_037317868.1,,33788 - 34955 (-),NZ_JQNQ01000001.1:1848907-1850074,,-
PUL0160,-,FG27_RS08145,WP_037317871.1,,35080 - 36112 (-),NZ_JQNQ01000001.1:1850199-1851231,,-
PUL0160,-,FG27_RS19130,WP_156101216.1,,36227 - 36389 (-),NZ_JQNQ01000001.1:1851346-1851508,,-
PUL0160,-,FG27_RS19240,WP_197051675.1,,36609 - 36861 (-),NZ_JQNQ01000001.1:1851728-1851980,,-
PUL0160,-,FG27_RS19245,WP_197051676.1,,36863 - 37709 (-),NZ_JQNQ01000001.1:1851982-1852828,,-
PUL0160,-,FG27_RS19250,WP_197051677.1,,37745 - 38696 (-),NZ_JQNQ01000001.1:1852864-1853815,,-
PUL0160,-,FG27_RS08155,WP_051935790.1,,39106 - 40924 (-),NZ_JQNQ01000001.1:1854225-1856043,,3.2.1.-
PUL0160,-,FG27_RS08160,WP_037317875.1,,41091 - 42870 (-),NZ_JQNQ01000001.1:1856210-1857989,,5.3.1.8
PUL0160,-,FG27_RS08165,WP_037317878.1,,42952 - 45313 (-),NZ_JQNQ01000001.1:1858071-1860432,,3.2.1.-
PUL0160,-,FG27_RS08170,WP_037317881.1,,45323 - 46466 (-),NZ_JQNQ01000001.1:1860442-1861585,,-
PUL0161,-,BT_RS13250,WP_011108399.1,,0 - 1950 (-),NC_004663.1:3262908-3264858,,-
PUL0161,-,BT_RS13255,WP_164927909.1,,1975 - 3295 (-),NC_004663.1:3264883-3266203,,-
PUL0161,-,BT_RS13260,WP_011108401.1,,3294 - 5463 (-),NC_004663.1:3266202-3268371,,-
PUL0161,-,BT_RS13265,WP_011108402.1,,5559 - 7113 (-),NC_004663.1:3268467-3270021,,-
PUL0161,-,BT_RS13270,WP_011108403.1,,7128 - 8094 (-),NC_004663.1:3270036-3271002,,-
PUL0161,-,BT_RS13275,WP_011108404.1,,8105 - 10088 (-),NC_004663.1:3271013-3272996,,-
PUL0161,-,BT_RS13280,WP_162303101.1,,10098 - 13197 (-),NC_004663.1:3273006-3276105,,-
PUL0161,-,BT_RS13285,WP_011108406.1,,13236 - 14541 (-),NC_004663.1:3276144-3277449,,-
PUL0161,-,BT_RS13290,WP_011108407.1,,15031 - 19069 (-),NC_004663.1:3277939-3281977,,-
PUL0161,-,BT_RS13295,WP_011108408.1,,19279 - 21562 (+),NC_004663.1:3282187-3284470,,-
PUL0161,-,BT_RS13300,WP_004304952.1,,21615 - 22566 (+),NC_004663.1:3284523-3285474,,-
PUL0161,-,BT_RS13305,WP_011108409.1,,22618 - 23776 (+),NC_004663.1:3285526-3286684,,-
PUL0161,-,BT_RS13310,WP_011108410.1,,23835 - 25281 (+),NC_004663.1:3286743-3288189,,-
PUL0161,-,BT_RS13315,WP_113760760.1,,25754 - 25838 (-),NC_004663.1:3288662-3288746,,-
PUL0161,-,BT_RS13320,WP_011108412.1,,26067 - 27060 (-),NC_004663.1:3288975-3289968,,-
PUL0161,-,BT_RS13325,WP_158257884.1,,28084 - 28357 (-),NC_004663.1:3290992-3291265,,-
