Subfam Name	Subfam Composition	Subfam EC	Substrate	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
GT4_e161	GT4:13		-	147	WP_009039953.1	373	7.714389736097569e-63	3	146	197	340	0.979591836734694	dbCAN-sub
GT4_e408	GT4:35		-	151	WP_009039954.1	374	1.5451769044368113e-65	2	150	199	347	0.9867549668874172	dbCAN-sub
GT2			-	173	WP_009039956.1	326	5.739830992689866e-60	1	172	5	177	0.9942196531791908	dbCAN-sub
GT2			-	145	WP_011107072.1	58	1.4436357754429902e-17	1	51	5	55	0.3517241379310344	dbCAN-sub
GT2			-	163	WP_011107074.1	310	3.628215983982711e-45	1	161	6	163	0.9877300613496932	dbCAN-sub
GT2			-	121	WP_011107075.1	131	6.026366355690911e-52	1	111	6	117	0.9173553719008264	dbCAN-sub
GT101_e12	GT101:67|GT2:1		-	224	WP_011107077.1	311	1.0977034864821807e-90	1	224	55	288	1.0	dbCAN-sub
PL40_e1	PL40:74		-	922	WP_011107129.1	918	0.0	3	900	5	906	0.9739696312364424	dbCAN-sub
GH88_e24	GH88:141|GH92:7|GH28:1		-	324	WP_011107138.1	406	4.2327411119269775e-171	2	324	75	396	0.9969135802469136	dbCAN-sub
GT51_e13	GT51:429		-	160	WP_011107146.1	772	2.9320131828294047e-77	3	159	72	227	0.98125	dbCAN-sub
GH23_e996	GH23:98		-	155	WP_011107154.1	462	4.3907142078883586e-80	1	155	303	457	1.0	dbCAN-sub
GH141_e0	GH141:40		-	559	WP_011107206.1	616	0.0	1	559	25	583	1.0	dbCAN-sub
GH31_e16	GH31:50	3.2.1.20:1	alpha-glucan	433	WP_011107207.1	748	6.028260485599479e-257	1	433	284	716	1.0	dbCAN-sub
GH51_e19	GH51:1621	3.2.1.55:27	arabinan	489	WP_011107210.1	514	4.849434160913021e-237	2	489	26	514	0.9979550102249488	dbCAN-sub
GH146_e0	GH146:409|GH97:3|GH43_19:1|GH43_34:1|CBM13:1	3.2.1.185:1	arabinan	511	WP_011107211.1	802	5.1140184933172666e-248	1	510	33	560	0.9980430528375732	dbCAN-sub
GH43_e183	GH43_4:57	3.2.1.99:2	arabinan	363	WP_011107215.1	641	2.563871281904341e-191	1	363	162	530	1.0	dbCAN-sub
GH43_e326	GH43_4:43	3.2.1.-:1|3.2.1.99:1	arabinan	313	WP_011107221.1	513	1.2170338985782253e-196	1	313	61	373	1.0	dbCAN-sub
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	WP_011107222.1	660	5.799969842136761e-199	3	467	187	659	0.9935897435897436	dbCAN-sub
GT4_e3066	GT4:5		-	144	WP_011107241.1	383	2.2220268047612652e-57	1	144	215	358	1.0	dbCAN-sub
GT4_e4001	GT4:11		-	139	WP_011107242.1	368	3.40254778690288e-47	1	126	198	325	0.9064748201438848	dbCAN-sub
GT4_e1576	GT4:5		-	150	WP_011107244.1	364	1.7395505518232266e-83	1	150	188	337	1.0	dbCAN-sub
GH89_e5	GH89:72		-	660	WP_011107267.1	730	0.0	2	660	66	724	0.9984848484848484	dbCAN-sub
GH20_e112	GH20:103	3.2.1.52:1	host glycan	272	WP_011107274.1	670	1.0366836853773178e-157	1	272	142	413	1.0	dbCAN-sub
GH2_e80	GH2:380	3.2.1.25:4	beta-mannan	707	WP_011107276.1	864	0.0	3	705	34	740	0.9943422913719944	dbCAN-sub
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan	351	WP_011107277.1	774	6.72192430850694e-174	2	349	153	510	0.9914529914529916	dbCAN-sub
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan	351	WP_011107278.1	691	1.215644031406936e-162	2	349	150	499	0.9914529914529916	dbCAN-sub
CBM32_e198	CBM32:19|GH20:19		host glycan	96	WP_011107278.1	691	5.829650779306086e-22	2	94	584	675	0.96875	dbCAN-sub
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-galactan	607	WP_011107279.1	839	0.0	2	607	25	632	0.99835255354201	dbCAN-sub
GT4_e1427	GT4:7		-	140	WP_011107288.1	368	2.9746177469091346e-23	5	131	212	339	0.9071428571428573	dbCAN-sub
GT2			-	139	WP_011107289.1	274	2.830143140272649e-66	1	139	6	144	1.0	dbCAN-sub
GT2			-	157	WP_011107289.1	274	7.662337211605103e-21	4	140	84	228	0.8726114649681529	dbCAN-sub
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan	351	WP_011107301.1	767	7.204304379639399e-136	2	349	152	510	0.9914529914529916	dbCAN-sub
CBM50_e831	CBM50:84		chitin;peptidoglycan	44	WP_011107334.1	588	1.3070243467958614e-19	1	43	33	74	0.9772727272727272	dbCAN-sub
CBM50_e831	CBM50:84		chitin;peptidoglycan	44	WP_011107334.1	588	4.244872106160933e-20	1	43	87	129	0.9772727272727272	dbCAN-sub
CBM50_e831	CBM50:84		chitin;peptidoglycan	44	WP_011107334.1	588	1.1852364332472497e-19	1	44	161	203	1.0	dbCAN-sub
GT94_e2	GT94:12		-	292	WP_011107353.1	379	1.111448850516357e-28	18	291	93	377	0.9383561643835616	dbCAN-sub
GT4_e2546	GT4:10		-	128	WP_011107354.1	396	1.836850772704752e-54	2	128	235	362	0.9921875	dbCAN-sub
CE9_e7	CE9:187		-	374	WP_011107394.1	390	1.1219087270523493e-206	1	374	6	379	1.0	dbCAN-sub
GT51_e160	GT51:316		-	185	WP_011107425.1	779	4.2860519093835577e-85	1	185	58	245	1.0	dbCAN-sub
GH2_e122	GH2:308|CBM57:2	3.2.1.31:1	beta-glucuronan	592	WP_011107432.1	682	1.5724192585187343e-296	2	591	27	614	0.9966216216216216	dbCAN-sub
CBM48_e32	CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2	2.4.1.18:166	alpha-glucan	89	WP_011107440.1	670	2.1835252353196866e-29	1	89	54	136	1.0	dbCAN-sub
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	alpha-glucan	293	WP_011107440.1	670	6.69863569373735e-146	1	293	221	512	1.0	dbCAN-sub
CBM32_e10	CBM32:23		host glycan	127	WP_011107501.1	440	9.256831218536054e-80	1	127	307	433	1.0	dbCAN-sub
GH2_e106	GH2:268|CBM32:3	3.2.1.-:1|3.2.1.23:1	beta-galactan;pectin	760	WP_011107553.1	950	0.0	1	760	41	831	1.0	dbCAN-sub
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	WP_011107554.1	1092	0.0	30	882	45	977	0.9660249150622876	dbCAN-sub
GH141_e22	GH141:112|CBM6:1|CBM9:1	3.2.1.51:1	pectin	561	WP_011107562.1	619	7.462328246539254e-267	1	561	22	581	1.0	dbCAN-sub
GH127_e5	GH127:146	3.2.1.-:2	pectin	539	WP_011107563.1	698	1.6900612337079978e-271	1	539	45	608	1.0	dbCAN-sub
GH105_e2	GH105:48	3.2.1.-:1	ulvan	346	WP_011107571.1	400	6.472662062424023e-188	1	346	51	397	1.0	dbCAN-sub
GH140_e1	GH140:160	3.2.1.-:1	pectin	432	WP_011107572.1	483	7.70245662917701e-198	1	432	38	463	1.0	dbCAN-sub
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	rhamnose	186	WP_011107573.1	1290	6.708727018000193e-53	1	178	143	328	0.956989247311828	dbCAN-sub
GH78_e2	GH78:144|GH33:56|CBM67:6	3.2.1.40:1|3.2.1.-:1	alpha-rhamnoside;polyphenol	517	WP_011107573.1	1290	9.837458774407237e-253	4	517	357	887	0.9941972920696324	dbCAN-sub
GH33_e82	GH33:118|GH78:56	3.2.1.40:1|3.2.1.-:1	host glycan	297	WP_011107573.1	1290	2.7119354658711867e-143	1	297	922	1273	1.0	dbCAN-sub
CE19_e0	CE19:46|GH28:1	3.1.1.11:1	pectin	328	WP_011107577.1	653	1.7236673682031264e-192	2	328	120	446	0.9969512195121952	dbCAN-sub
GH28_e10	GH28:407|CE8:1|CE19:1|GH43_18:1	3.2.1.67:1	pectin	343	WP_011107578.1	445	6.814587187548813e-144	3	341	53	420	0.9883381924198252	dbCAN-sub
GH92_e13	GH92:281	3.2.1.24:1	host glycan	487	WP_011107585.1	756	1.5987364493106272e-252	1	486	270	755	0.997946611909651	dbCAN-sub
GH130_e13	GH130:541	2.4.1.319:4|2.4.1.320:2	beta-mannan	300	WP_011107586.1	322	2.6661682136029947e-152	1	299	20	317	0.9966666666666668	dbCAN-sub
GH163_e7	GH163:34	3.2.1.-:1	host glycan	253	WP_011107588.1	734	1.510192973871807e-154	1	252	199	450	0.9960474308300395	dbCAN-sub
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan	351	WP_011107598.1	773	1.0612576052078512e-172	2	348	152	508	0.9886039886039886	dbCAN-sub
GT94_e7	GT94:20|GT1:1|GT2:1		-	297	WP_011107641.1	372	5.3058751008786925e-20	1	155	58	204	0.5218855218855218	dbCAN-sub
GT4_e1077	GT4:6		-	152	WP_011107643.1	384	9.039093586031244e-79	4	152	206	354	0.9802631578947368	dbCAN-sub
GT51_e158	GT51:844		-	164	WP_011107650.1	248	1.9690205962986163e-78	1	163	61	223	0.9939024390243902	dbCAN-sub
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	WP_011107692.1	854	1.0657081229985812e-233	1	530	126	654	0.9981167608286252	dbCAN-sub
GT3_e2	GT3:273|GT35:70		-	338	WP_011107693.1	553	1.453214958351703e-162	2	335	15	349	0.9881656804733728	dbCAN-sub
GT2			-	181	WP_011107719.1	270	4.2948138669802285e-82	1	181	7	186	1.0	dbCAN-sub
GT4_e3628	GT4:7		-	114	WP_011107723.1	367	3.0785229120585727e-32	2	112	193	302	0.9736842105263158	dbCAN-sub
GT2			-	199	WP_011107726.1	285	6.806236169407434e-43	2	197	6	199	0.984924623115578	dbCAN-sub
GT4_e2031	GT4:5		-	153	WP_011107731.1	389	4.252059134145842e-75	1	153	211	360	1.0	dbCAN-sub
GT2			-	158	WP_011107732.1	345	1.2668315084214699e-54	1	156	10	172	0.9873417721518988	dbCAN-sub
GT2			-	277	WP_011107806.1	390	4.121165022925853e-99	1	272	58	331	0.9819494584837544	dbCAN-sub
GH73_e88	GH73:188|CBM50:180		-	129	WP_011107847.1	301	5.48817952511089e-64	2	129	41	168	0.992248062015504	dbCAN-sub
CBM50_e698	CBM50:301|GH73:300		chitin;peptidoglycan	40	WP_011107847.1	301	1.2863196214550822e-16	2	40	205	243	0.975	dbCAN-sub
CBM50_e698	CBM50:301|GH73:300		chitin;peptidoglycan	40	WP_011107847.1	301	2.1369588569940184e-17	1	40	260	299	1.0	dbCAN-sub
GH20_e8	GH20:34		-	335	WP_011107895.1	519	2.130899699529848e-205	1	335	144	478	1.0	dbCAN-sub
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	host glycan	301	WP_011107898.1	605	4.835679804079597e-146	2	298	53	369	0.9867109634551496	dbCAN-sub
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1		host glycan	109	WP_011107898.1	605	2.64798775783327e-16	32	107	396	464	0.6972477064220184	dbCAN-sub
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1		host glycan	109	WP_011107898.1	605	5.7185821111990936e-18	20	107	499	586	0.8073394495412844	dbCAN-sub
GH20_e135	GH20:148|CBM0:1		-	355	WP_011107900.1	776	1.269393957032748e-173	1	354	159	517	0.9971830985915492	dbCAN-sub
GT2			-	160	WP_011107914.1	269	2.670774645461331e-76	1	160	4	163	1.0	dbCAN-sub
GT2			-	135	WP_011107915.1	303	9.703611648254365e-57	1	130	5	129	0.9629629629629628	dbCAN-sub
GT2			-	164	WP_011107917.1	330	2.0402528914281832e-60	1	162	11	170	0.9878048780487804	dbCAN-sub
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	alpha-glucan	92	WP_011107931.1	668	3.171971356244228e-20	12	89	45	126	0.8478260869565217	dbCAN-sub
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	alpha-glucan	310	WP_011107931.1	668	1.2799306716464276e-141	1	310	203	527	1.0	dbCAN-sub
GT2			-	160	WP_011107948.1	273	3.348561520413043e-76	1	160	8	167	1.0	dbCAN-sub
GH32_e16	GH32:1098|CBM66:301|CBM38:114	3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3	fructan	316	WP_011107965.1	627	1.6965287945082214e-132	4	314	141	448	0.9841772151898734	dbCAN-sub
GH92_e30	GH92:201	3.2.1.-:2	host glycan	521	WP_011107968.1	751	2.7737423335023994e-271	4	521	217	734	0.9942418426103646	dbCAN-sub
CBM32_e165	CBM32:21|GH20:6|GH33:6|GH95:5|CBM5:1		host glycan	130	WP_011107971.1	1019	9.941175581081454e-24	2	130	192	326	0.9923076923076924	dbCAN-sub
GH95_e0	GH95:552|CBM51:45|CBM32:26|CBM13:1|CBM47:1	3.2.1.63:5|3.2.1.51:1	beta-fucosides;host glycan	726	WP_011107971.1	1019	6.322703459756537e-225	100	724	322	984	0.8608815426997245	dbCAN-sub
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	arabinan;beta-glucan;xylan	251	WP_011107972.1	853	1.2972472139238302e-104	4	247	63	309	0.9721115537848606	dbCAN-sub
GH97_e1	GH97:229	3.2.1.22:1	alpha-glucan	639	WP_011108029.1	662	2.586568312882743e-298	5	639	18	662	0.9937402190923318	dbCAN-sub
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan;xyloglucan	222	WP_011108030.1	759	1.3136638167781908e-103	1	222	99	319	1.0	dbCAN-sub
GH43_e25	GH43_17:6		-	258	WP_011108031.1	327	1.0827617946407166e-187	1	258	50	307	1.0	dbCAN-sub
GH76_e19	GH76:45|CBM6:1		-	316	WP_011108035.1	408	6.585697465493753e-116	2	312	52	385	0.9841772151898734	dbCAN-sub
GH92_e21	GH92:29		-	507	WP_011108135.1	1047	3.987815261967858e-226	1	507	524	1042	1.0	dbCAN-sub
GH92_e8	GH92:51	3.2.1.-:1	host glycan	511	WP_011108138.1	1042	9.670753577162563e-286	2	511	528	1036	0.9980430528375732	dbCAN-sub
GH171_e3	GH171:806|GH3:1		-	343	WP_011108150.1	387	7.543821316355028e-154	1	342	45	387	0.9970845481049564	dbCAN-sub
CBM20_e2	CBM20:404|GH77:401	2.4.1.25:4	alpha-glucan	93	WP_011108155.1	893	4.0235248488239893e-23	10	88	133	212	0.8494623655913979	dbCAN-sub
GH77_e22	GH77:485|CBM20:400	2.4.1.25:5	alpha-glucan	646	WP_011108155.1	893	0.0	1	645	241	884	0.9984520123839008	dbCAN-sub
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan	509	WP_011108165.1	758	1.751969253136061e-240	2	509	237	742	0.9980353634577604	dbCAN-sub
GH28_e12	GH28:34|CBM6:7|GH88:1		-	251	WP_011108267.1	482	6.296108555331971e-123	2	250	201	449	0.9920318725099602	dbCAN-sub
GH2_e98	GH2:93|CBM32:77		-	676	WP_011108296.1	977	0.0	1	675	37	712	0.9985207100591716	dbCAN-sub
CBM32_e133	CBM32:79|GH2:75|GH20:1		host glycan	112	WP_011108296.1	977	4.369453017313539e-43	3	112	728	837	0.9821428571428572	dbCAN-sub
GH3_e57	GH3:182	3.2.1.-:1	xyloglucan	226	WP_011108299.1	1001	1.637042244182476e-112	2	226	110	332	0.995575221238938	dbCAN-sub
GH20_e11	GH20:11		-	338	WP_011108305.1	620	9.72537370085277e-190	1	338	108	445	1.0	dbCAN-sub
GT51_e93	GT51:245		-	151	WP_011108318.1	649	1.6391571508341904e-72	2	151	436	585	0.9933774834437086	dbCAN-sub
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	rhamnose	186	WP_011108335.1	1152	9.774685459297424e-50	16	176	344	514	0.8655913978494624	dbCAN-sub
GH78_e80	GH78:1278|CBM67:96|GH3:3|GH0:2|GH18:2|CBM0:1	3.2.1.40:8|3.1.1.73:2	alpha-rhamnoside	510	WP_011108335.1	1152	2.597516683433211e-189	5	508	570	1103	0.9882352941176472	dbCAN-sub
CBM67_e3	CBM67:11|GH78:11		rhamnose	180	WP_011108336.1	881	1.644657473169804e-93	2	177	146	321	0.9777777777777776	dbCAN-sub
GH78_e29	GH78:133|CBM67:9		-	510	WP_011108336.1	881	6.045506522390174e-279	1	510	348	857	1.0	dbCAN-sub
GH16_e321	GH16_3:114|GH16:2|CBM16:1	3.2.1.-:1	host glycan	227	WP_011108351.1	268	4.278839185380776e-116	1	227	37	263	1.0	dbCAN-sub
GH97_e5	GH97:103	3.2.1.22:1	alpha-glucan	633	WP_011108399.1	649	0.0	3	633	16	649	0.9968404423380728	dbCAN-sub
CE3_e24	CE3:11|CBM6:3|GH11:1|CBM32:1|CBM9:1|GH136:1|GH29:1	3.1.1.72:1	xylan	189	WP_011108400.1	436	1.7703437422890354e-16	1	186	22	203	0.984126984126984	dbCAN-sub
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan	668	WP_011108401.1	722	1.2991350377864771e-302	1	667	27	693	0.998502994011976	dbCAN-sub
GH76_e36	GH76:30	3.2.1.101:3	alpha-mannan	311	WP_011108402.1	517	3.2195966841209485e-151	1	311	166	479	1.0	dbCAN-sub
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan	509	WP_011108408.1	760	1.0812056145537896e-257	2	509	239	743	0.9980353634577604	dbCAN-sub
GH76_e42	GH76:132	3.2.1.101:2	alpha-mannan	309	WP_011108409.1	385	3.2869798824919534e-132	1	308	63	368	0.9967637540453076	dbCAN-sub
GH125_e1	GH125:855|GH92:2	3.2.1.-:4	-	401	WP_011108410.1	481	6.129738386984827e-218	2	401	71	467	0.9975062344139652	dbCAN-sub
GH2_e41	GH2:131	3.2.1.31:2	beta-glucuronan	481	WP_011108444.1	1001	8.332317565415366e-278	3	481	25	502	0.9958419958419958	dbCAN-sub
GH123_e16	GH123:156	3.2.1.53:2|3.2.1.-:1	host glycan	534	WP_011108456.1	598	3.2805711272261524e-259	2	533	63	596	0.99625468164794	dbCAN-sub
GH18_e33	GH18:8		-	297	WP_011108502.1	347	5.25301753669786e-181	1	297	47	335	1.0	dbCAN-sub
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	xylan	269	WP_011108511.1	514	4.570578654238888e-113	1	269	37	296	1.0	dbCAN-sub
CBM91_e20	CBM91:55|GH43_10:55|GH28:21|CBM6:1		xylan	184	WP_011108511.1	514	2.5302009231075585e-82	2	184	331	513	0.9945652173913044	dbCAN-sub
GH3_e6	GH3:76|GH89:3|CBM32:1		-	221	WP_011108512.1	759	3.389271587108669e-109	1	221	104	324	1.0	dbCAN-sub
GH93_e16	GH93:5|CBM13:1|CBM61:1		-	307	WP_011108524.1	570	2.90423093298025e-28	3	306	65	379	0.990228013029316	dbCAN-sub
GH116_e6	GH116:81|CBM38:16		-	351	WP_011108530.1	848	5.3087729309145496e-174	2	351	422	782	0.9971509971509972	dbCAN-sub
GT4_e440	GT4:17		-	150	WP_011108541.1	408	2.3854282531339705e-72	2	150	222	370	0.9933333333333332	dbCAN-sub
GT2			-	130	WP_011108544.1	251	3.216266399562512e-69	1	130	12	141	1.0	dbCAN-sub
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	arabinan;beta-glucan;xylan	251	WP_011108580.1	863	2.000986432312673e-110	4	245	58	306	0.9641434262948207	dbCAN-sub
CBM32_e96	CBM32:25		host glycan	125	WP_011108584.1	968	6.620026645778678e-57	1	125	238	363	1.0	dbCAN-sub
GH30_e7	GH30_6:8		-	452	WP_011108593.1	520	2.1516514212898132e-253	1	452	58	511	1.0	dbCAN-sub
GH130_e6	GH130:437|CE2:1	2.4.1.281:5	beta-mannan	313	WP_011108595.1	396	5.901715106123539e-179	1	312	51	361	0.9968051118210862	dbCAN-sub
GH30_e42	GH30_4:128	3.2.1.38:1	beta-fucosides	479	WP_011108604.1	528	5.430312395436427e-208	2	478	31	524	0.9958246346555324	dbCAN-sub
GH27_e2	GH27:47	3.2.1.22:1	alpha-galactan	257	WP_011108613.1	503	3.6719233192181693e-128	1	245	224	468	0.953307392996109	dbCAN-sub
GH32_e54	GH32:132|CBM38:4	3.2.1.26:1|3.2.1.64:1|3.2.1.80:1	fructan	287	WP_011108622.1	548	8.971766061403831e-159	1	286	122	405	0.9965156794425089	dbCAN-sub
GH31_e40	GH31:43	3.2.1.11:1|2.4.1.-:1	alpha-glucan	451	WP_011108625.1	834	7.531187776824716e-266	1	451	235	685	1.0	dbCAN-sub
GH66_e1	GH66:36	3.2.1.11:1	alpha-glucan	547	WP_011108626.1	592	0.0	1	546	47	592	0.9981718464351006	dbCAN-sub
GH2_e42	GH2:49|GH31:1	3.2.1.37:1	xylan	458	WP_011108640.1	1133	1.4574473889868534e-232	1	458	71	528	1.0	dbCAN-sub
CE20_e34	CE20:107		-	261	WP_011108647.1	479	9.774368894769642e-121	1	261	103	369	1.0	dbCAN-sub
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan	494	WP_011108651.1	735	3.3230060566540544e-216	4	494	240	731	0.9939271255060728	dbCAN-sub
GH36_e24	GH36:283|CBM51:3	3.2.1.22:2	alpha-galactan	680	WP_011108652.1	718	0.0	1	679	28	700	0.998529411764706	dbCAN-sub
CE20_e20	CE20:241		-	236	WP_011108653.1	648	2.137060215131956e-105	2	235	103	545	0.9915254237288136	dbCAN-sub
GH95_e15	GH95:30		-	743	WP_011108674.1	808	0.0	1	742	27	772	0.9986541049798116	dbCAN-sub
GH97_e33	GH97:7		-	656	WP_011108680.1	674	0.0	1	656	16	671	1.0	dbCAN-sub
GH31_e75	GH31:390|CBM32:355|CBM0:1	3.2.1.49:3	-	243	WP_011108684.1	1294	9.81334354009227e-133	1	243	444	684	1.0	dbCAN-sub
CBM32_e89	CBM32:365|GH31:352|GH85:7|GH20:6|GH84:2	3.2.1.49:3	host glycan	120	WP_011108684.1	1294	2.9033080004987777e-48	2	119	970	1087	0.9833333333333332	dbCAN-sub
CE20_e10	CE20:99		-	256	WP_011108686.1	477	4.016485256076935e-96	1	256	103	361	1.0	dbCAN-sub
GH95_e0	GH95:552|CBM51:45|CBM32:26|CBM13:1|CBM47:1	3.2.1.63:5|3.2.1.51:1	beta-fucosides;host glycan	726	WP_011108688.1	815	3.260897221538459e-266	9	723	54	791	0.9848484848484848	dbCAN-sub
GH20_e135	GH20:148|CBM0:1		-	355	WP_011108693.1	774	4.451590626413571e-171	1	354	157	515	0.9971830985915492	dbCAN-sub
GH2_e112	GH2:541|CBM67:5|GH43_26:1	3.2.1.23:1	beta-galactan	590	WP_011108746.1	591	1.2946737282267511e-205	1	578	29	584	0.9796610169491524	dbCAN-sub
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	WP_011108747.1	1421	0.0	22	883	52	928	0.9762174405436014	dbCAN-sub
CBM32_e55	CBM32:11|GH2:10		host glycan	124	WP_011108747.1	1421	2.677052304024073e-54	1	124	1149	1271	1.0	dbCAN-sub
CBM32_e55	CBM32:11|GH2:10		host glycan	124	WP_011108747.1	1421	1.8174664914561166e-54	2	124	1292	1416	0.9919354838709676	dbCAN-sub
GH97_e5	GH97:103	3.2.1.22:1	alpha-glucan	633	WP_011108748.1	650	0.0	3	633	17	650	0.9968404423380728	dbCAN-sub
GH3_e137	GH3:80|CBM35:1		-	209	WP_011108750.1	825	1.86972094222271e-106	1	208	60	267	0.9952153110047848	dbCAN-sub
GH76_e42	GH76:132	3.2.1.101:2	alpha-mannan	309	WP_011108751.1	395	2.0534284003083012e-147	1	308	67	374	0.9967637540453076	dbCAN-sub
GH30_e41	GH30_3:104|GH30:1	3.2.1.75:1	beta-glucan	426	WP_011108760.1	496	6.516759145731488e-247	2	425	69	492	0.9953051643192488	dbCAN-sub
GH3_e10	GH3:448|GH43_34:2	3.2.1.21:12|3.2.1.-:6	beta-glucan;xyloglucan	208	WP_011108762.1	764	1.7716272784611622e-101	1	208	68	299	1.0	dbCAN-sub
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	WP_011108778.1	1036	0.0	16	883	43	912	0.983012457531144	dbCAN-sub
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	WP_011108782.1	400	7.462055901452829e-157	2	323	71	394	0.9938271604938272	dbCAN-sub
PL8_e21	PL8_2:45|PL8:1		-	250	WP_011108783.1	953	4.267234744592376e-110	1	249	577	808	0.996	dbCAN-sub
GT9_e65	GT9:196		-	249	WP_011108790.1	343	2.2393906348612e-110	1	249	73	321	1.0	dbCAN-sub
GT2			-	102	WP_011108793.1	679	1.44844185632919e-45	1	101	92	192	0.9901960784313726	dbCAN-sub
GT4_e3844	GT4:17		-	141	WP_011108796.1	413	9.391794761601283e-64	1	141	244	385	1.0	dbCAN-sub
GT2			-	143	WP_011108797.1	329	1.3738070704585208e-66	1	143	9	167	1.0	dbCAN-sub
GT2			-	143	WP_011108798.1	329	2.344894906205659e-66	1	143	9	167	1.0	dbCAN-sub
GT2			-	139	WP_011108799.1	326	2.9312113535432272e-64	2	132	14	144	0.9424460431654677	dbCAN-sub
GT2			-	162	WP_011108803.1	311	2.4783063124258772e-73	1	162	6	167	1.0	dbCAN-sub
GT28_e43	GT28:568		-	161	WP_011108837.1	372	3.5378168149798904e-67	1	160	195	356	0.9937888198757764	dbCAN-sub
GH115_e6	GH115:205|GH159:1		-	764	WP_011108855.1	982	0.0	1	763	33	962	0.9986910994764396	dbCAN-sub
GH127_e5	GH127:146	3.2.1.-:2	pectin	539	WP_011108865.1	687	1.0989269771294032e-34	314	536	326	551	0.4137291280148423	dbCAN-sub
GH144_e1	GH144:450|GH3:1	3.2.1.71:1|3.2.1.214:1	beta-glucan	412	WP_011108887.1	454	2.4775209451930576e-213	1	411	35	445	0.9975728155339806	dbCAN-sub
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan;xyloglucan	222	WP_011108888.1	771	4.2206679473137844e-110	1	222	98	318	1.0	dbCAN-sub
