Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results
PUL0599|ADL52305.1	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(4-294)+CBM91(322-527)	GH43_e285(5-295)+CBM91_e24(323-526)	CBM91+GH43_11	3	GH43_11|CBM91_e24
PUL0602|AEH48179.1	3.2.1.8:28	GH10(48-410)	GH10_e98(50-410)	GH10	3	GH10_e98
PUL0602|AEH48187.1	3.2.1.37:10	GH39(12-437)	GH39_e74(14-436)	GH39	3	GH39_e74
PUL0602|AEH48188.1	3.2.1.139:12|3.2.1.131:10	GH67(5-679)	GH67_e1(8-680)	GH67	3	GH67_e1
PUL0602|AEH48192.1	3.2.1.8:22	GH10(7-330)	GH10_e135(10-330)	GH10	3	GH10_e135
PUL0602|AEH48193.1	3.2.1.37:8	GH52(20-439)	GH52_e0(21-440)	GH52	3	GH52_e0
PUL0602|AEH48194.1	-	CE4(11-133)	CE4_e323(12-134)	CE4	3	CE4_e323
PUL0610|ACY47960.1	-|-|-	GH43_15(51-332)+CBM91(362-559)+CBM6(567-695)	GH43_e17(52-333)+CBM91_e11(362-556)+CBM6_e68(572-695)	CBM6+CBM91+GH43_15	3	GH43_15|CBM91_e11|CBM6_e68
PUL0610|ACY47961.1	3.2.1.8:37|3.2.1.8:37|3.2.1.8:6	CBM4(43-179)+CBM4(217-353)+GH10(596-890)	CBM4_e1(43-182)+CBM4_e1(217-356)+GH10_e0(596-891)	CBM4+GH10+3.2.1.8	3	CBM4_e1|CBM4_e1|GH10_e0
PUL0610|ACY47966.1	-	GH10(78-387)	GH10_e65(80-388)	GH10	3	GH10_e65
PUL0610|ACY47971.1	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(25-695)	GH67_e0(26-694)	GH67	3	GH67_e0
PUL0610|ACY47972.1	3.2.1.21:1|3.2.1.37:1	GH3(110-340)	GH3_e209(111-340)	GH3+3.2.1.37	3	GH3_e209
PUL0610|ACY47973.1	3.2.1.21:1|3.2.1.37:1	GH3(102-332)	GH3_e209(103-332)	GH3+3.2.1.37	3	GH3_e209
PUL0617|NPD82008.1	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(68-634)	GH67_e0(72-636)	GH67	3	GH67_e0
PUL0617|NPD82011.1	3.2.1.8:21|3.2.1.55:1	GH10(68-374)	GH10_e83(70-374)	AAB08023.1+GH10+3.2.1.8	3	GH10_e83
PUL0617|NPD82012.1	3.2.1.37:19|3.2.1.55:4	GH43_1(11-317)	GH43_e53(10-318)	GH43_1	3	GH43_1
PUL0617|NPD82013.1	-	GH43_35(43-384)	GH43_e68(44-380)	GH43_35	3	GH43_35
PUL0617|NPD82015.1	3.2.1.8:2	GH5_21(62-347)	GH5_e243(69-341)	GH5_21	3	GH5_21
PUL0617|NPD82016.1	3.2.1.8:5|3.2.1.8:4	GH10(448-711)	CBM4_e6(163-277)+GH10_e5(448-712)	GH10	3	CBM4_e6|GH10_e5
PUL0619|NPE14440.1	3.2.1.23:3|-	GH35(40-367)	GH35_e43(41-368)+CBM32_e42(731-799)	CBM32+GH35	3	GH35_e43|CBM32_e42
PUL0620|NPE14635.1	-	GH128(225-436)	GH128_e18(226-437)	GH128	3	GH128_e18
PUL0620|NPE14638.1	-|-	GH51_2(197-810)+GH43_19(876-1096)	GH51_e33(196-810)+GH43_e256(878-1121)	GH43_19+GH51_2	3	GH51_2|GH43_19
PUL0622|NPE14944.1	4.2.2.23:15|4.2.2.24:5	PL11_1(16-598)	PL11_e0(16-618)	PL11	3	PL11_1
PUL0622|NPE14945.1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(59-303)	GH3_e0(58-308)	GH3	3	GH3_e0
PUL0622|NPE14946.1	-|-	GH43_7(24-293)	GH43_e167(25-293)+CBM13_e223(365-479)	CBM13+GH43_7	3	GH43_7|CBM13_e223
PUL0622|NPE14947.1	4.2.2.23:15|4.2.2.24:5	PL11_1(28-669)	PL11_e0(28-669)	PL11_1	3	PL11_1
PUL0622|NPE14948.1	3.2.1.31:2|3.2.1.31:2	GH2(13-736)	GH2_e41(26-275)+GH2_e41(304-511)	GH2	3	GH2_e41|GH2_e41
PUL0624|NPD91058.1	-	GH43_24(47-344)	GH43_e236(49-344)	GH43_24	3	GH43_24
PUL0624|NPD91060.1	-|-	GH51_2(195-802)+GH43_19(869-1092)	GH51_e33(194-802)+GH43_e256(871-1114)	GH43_19+GH51_2	3	GH51_2|GH43_19
PUL0624|NPD91068.1	-	GH128(231-441)	GH128_e18(231-442)	GH128	3	GH128_e18
PUL0625|NPD92966.1	3.2.1.55:7|3.2.1.8:1|-	GH43_12(48-340)+CBM91(374-548)	GH43_e124(49-341)+CBM91_e46(375-547)	CBM91+GH43_12	3	GH43_12|CBM91_e46
PUL0625|NPD92967.1	3.2.1.131:6	GH115(38-811)	GH115_e0(39-818)	GH115	3	GH115_e0
PUL0625|NPD92968.1	-|-	GH43_10(35-249)+CBM91(361-547)	GH43_e163(36-250)+CBM91_e37(362-547)	CBM91+GH43_10+GH51_2	3	GH43_10|CBM91_e37
PUL0625|NPD92969.1	3.2.1.22:1|3.2.1.88:1	GH97(9-632)	GH97_e18(13-633)	GH97	3	GH97_e18
PUL0625|NPD92970.1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1|3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	GH43_29(21-309)+CBM6(332-456)	GH43_e59(22-310)+CBM6_e0(333-456)	CBM6+GH43_29	3	GH43_29|CBM6_e0
PUL0625|NPD92971.1	-|3.1.1.72:2|3.1.1.73:1|-	CE1(39-273)+CE1(400-615)	CE1_e22(44-268)+CBM48_e9(300-357)+CE1_e22(409-616)	CBM48+CE0+CE6	3	CE1_e22|CBM48_e9|CE1_e22
PUL0625|NPD92972.1	3.2.1.-:3|3.2.1.63:2	GH95(23-753)	GH95_e1(23-753)	GH95	3	GH95_e1
PUL0625|NPD92973.1	-	GH115(26-821)	GH115_e6(26-823)	GH115	3	GH115_e6
PUL0625|NPD92976.1	3.1.1.72:1|3.2.1.8:1	CE1(33-190)	CE1_e24(36-184)	CE1	3	CE1_e24
PUL0625|NPD92977.1	-	GH30_8(23-449)	GH30_e76(27-396)	GH30_8	3	GH30_8
PUL0630|CCO21036.1	3.2.1.8:7|3.2.1.8:7|3.2.1.8:10	GH10(515-754)	CBM4_e4(167-285)+CBM4_e4(329-450)+GH10_e101(518-755)	CBM4+GH10+3.2.1.8	3	CBM4_e4|CBM4_e4|GH10_e101
PUL0630|CCO21037.1	3.2.1.131:6	GH115(2-768)	GH115_e0(2-775)	GH115	3	GH115_e0
PUL0630|CCO21038.1	-|3.2.1.8:66|3.1.1.72:5	CE20(97-216)+CE20(400-524)+GH11(650-830)	CE20_e20(98-526)+GH11_e22(651-831)	CE20+GH11+3.2.1.8	3	CE20_e20|GH11_e22
PUL0630|CCO21040.1	3.2.1.8:21|3.2.1.55:1	GH10(31-372)	GH10_e83(33-372)	GH10+3.2.1.8	3	GH10_e83
PUL0630|CCO21041.1	3.2.1.37:19|3.2.1.55:4	GH43_1(9-314)	GH43_e53(9-314)	GH43_1	3	GH43_1
PUL0648|WP_006843630.1	3.2.1.55:7|3.2.1.8:1|-	GH43_12(61-355)+CBM91(392-570)	GH43_e124(62-356)+CBM91_e46(393-571)	CBM91+GH43_12	3	GH43_12|CBM91_e46
PUL0648|WP_006843631.1	3.2.1.37:19|3.2.1.55:4	GH43_1(7-315)	GH43_e53(7-316)	GH43_1	3	GH43_1
PUL0648|WP_006843636.1	3.2.1.185:1	GH146(34-542)	GH146_e0(35-543)	GH146	3	GH146_e0
PUL0648|WP_006843638.1	3.1.1.72:2|3.1.1.73:1|-	CE1(149-377)	CBM48_e9(47-106)+CE1_e22(160-375)	CBM48+CE0+3.1.1.73	3	CBM48_e9|CE1_e22
PUL0648|WP_006843639.1	3.2.1.156:1	GH8(87-416)	GH8_e12(88-417)	GH8	3	GH8_e12
PUL0648|WP_006843640.1	3.1.1.72:6|3.1.1.73:2	CE6(87-199)	CE6_e2(89-199)	CE6	3	CE6_e2
PUL0648|WP_006843641.1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1|3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	GH43_29(22-304)+CBM6(324-450)	GH43_e59(23-305)+CBM6_e0(327-450)	CBM6+GH43_29	3	GH43_29|CBM6_e0
PUL0648|WP_006843642.1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1|3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	GH43_29(27-298)+CBM6(322-444)	GH43_e59(27-299)+CBM6_e0(322-444)	CBM6+GH43_29	3	GH43_29|CBM6_e0
PUL0648|WP_006843643.1	3.2.1.22:1|3.2.1.88:1	GH97(12-644)	GH97_e18(16-644)	GH97	3	GH97_e18
PUL0648|WP_006843644.1	3.2.1.177:4	GH31_4(218-714)	GH31_e94(219-715)	GH31_4	3	GH31_4
PUL0648|WP_006843647.1	-	GH51_2(211-806)	GH51_e33(209-807)	GH51_2	3	GH51_2
PUL0648|WP_006843648.1	-	GH43_29(23-305)	GH43_e223(24-306)	GH43_29	3	GH43_29
PUL0648|WP_006843649.1	-|3.1.1.73:1|3.2.1.55:1|3.2.1.8:1|-	CE1(49-269)+CE1(416-651)	CE1_e22(58-272)+CBM48_e68(317-376)+CE1_e22(425-651)	CBM48+CE0+3.1.1.72+3.1.1.73	3	CE1_e22|CBM48_e68|CE1_e22
PUL0648|WP_006843651.1	3.2.1.55:1|-	GH43_10(30-299)+CBM91(327-513)	GH43_e82(31-300)+CBM91_e51(334-511)	CBM91+GH43_10	3	GH43_10|CBM91_e51
PUL0648|WP_006843652.1	3.2.1.131:6	GH115(34-819)	GH115_e0(35-827)	GH115	3	GH115_e0
PUL0648|WP_006843653.1	-	CE20(102-223)+CE20(404-529)	CE20_e20(103-530)	CE20+GH11+3.2.1.8	3	CE20_e20
PUL0648|WP_006843655.1	3.2.1.8:21|3.2.1.55:1	GH10(34-374)	GH10_e83(36-374)	GH10	3	GH10_e83
PUL0648|WP_006843656.1	3.2.1.37:19|3.2.1.55:4	GH43_1(9-315)	GH43_e53(8-316)	GH43_1	3	GH43_1
PUL0648|WP_006843657.1	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(52-652)	GH67_e0(67-652)	GH67	3	GH67_e0
PUL0648|WP_018075007.1	3.2.1.8:21|3.2.1.55:1	GH10(20-361)	GH10_e83(22-361)	GH10	3	GH10_e83
PUL0648|WP_026177106.1	3.2.1.8:5|3.2.1.8:5|3.2.1.8:4	GH10(477-729)	CBM4_e6(131-248)+CBM4_e6(270-444)+GH10_e5(476-731)	CBM4+GH10+3.2.1.8	3	CBM4_e6|CBM4_e6|GH10_e5
PUL0669|WP_004289591.1	3.2.1.55:7|3.2.1.8:1|-	GH43_12(70-365)+CBM91(398-576)	GH43_e124(71-366)+CBM91_e46(398-577)	CBM91+GH43_12	3	GH43_12|CBM91_e46
PUL0669|WP_004289598.1	3.2.1.8:2	GH5_21(72-363)	GH5_e243(78-358)	GH5_21	3	GH5_21
PUL0669|WP_004289604.1	3.2.1.177:4	GH31_4(219-716)	GH31_e94(220-717)	GH31_4	3	GH31_4
PUL0669|WP_004289614.1	-	-	-	GH43_1	1	-
PUL0669|WP_004294234.1	-	GH35(34-227)	GH35_e44(35-214)	GH35	3	GH35_e44
PUL0669|WP_004294235.1	-	CE20(104-236)+CE20(412-537)	CE20_e6(105-536)	CE20	3	CE20_e6
PUL0669|WP_004294236.1	3.2.1.37:19|3.2.1.55:4	GH43_1(8-317)	GH43_e53(8-317)	GH43_1	3	GH43_1
PUL0669|WP_004294239.1	3.2.1.131:6	GH115(35-837)	GH115_e0(37-845)	GH115	3	GH115_e0
PUL0669|WP_004294240.1	3.1.1.-:1|3.2.1.156:1	CE15(56-379)+GH8(474-800)	CE15_e21(58-380)+GH8_e12(475-801)	CE15+GH8+3.2.1.156	3	CE15_e21|GH8_e12
PUL0669|WP_004294241.1	3.2.1.22:1|3.2.1.88:1	GH97(12-646)	GH97_e18(18-646)	GH97	3	GH97_e18
PUL0669|WP_004294246.1	3.2.1.8:5|3.2.1.8:4	GH10(450-714)	CBM4_e6(308-423)+GH10_e5(451-715)	GH10	3	CBM4_e6|GH10_e5
PUL0669|WP_017141108.1	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(32-616)	GH67_e0(47-616)	GH67	3	GH67_e0
PUL0669|WP_029429358.1	3.1.1.73:1|3.2.1.55:1|3.2.1.8:1|-	CE1(149-377)	CBM48_e68(49-108)+CE1_e22(159-377)	CBM48+CE0	3	CBM48_e68|CE1_e22
PUL0669|WP_050793236.1	-|-	GH43_10(28-295)+CBM91(323-517)	GH43_e101(30-296)+CBM91_e51(333-516)	CBM91+GH43_10	3	GH43_10|CBM91_e51
PUL0669|WP_232286955.1	3.2.1.-:3|3.2.1.63:2	GH95(4-649)	GH95_e1(4-649)	CE6+GH95	3	GH95_e1
PUL0669|WP_232286957.1	3.1.1.72:6|3.1.1.73:2	CE6(91-201)	CE6_e2(92-202)	CE6+GH95	3	CE6_e2
PUL0682|MCF0243542.1	3.2.1.22:1|3.2.1.88:1	GH97(12-646)	GH97_e18(19-646)	GH97+3.2.1.22	3	GH97_e18
PUL0682|MCF0243543.1	-|3.2.1.8:3|3.2.1.-:1	CBM89(60-365)+GH10(475-793)	CBM89_e0(61-366)+GH10_e38(477-791)	CBM89+GH10+3.2.1.8	3	CBM89_e0|GH10_e38
PUL0682|MCF0243544.1	3.2.1.55:7|3.2.1.8:1|-	GH43_12(60-354)+CBM91(391-569)	GH43_e124(61-355)+CBM91_e46(392-569)	CBM91+GH43_12+3.2.1.55	3	GH43_12|CBM91_e46
PUL0694|WP_015906806.1	3.2.1.55:2|3.2.1.8:1|3.2.1.8:4|3.2.1.55:3|3.2.1.37:1|3.2.1.-:1|-|3.2.1.55:11|3.2.1.8:2|3.2.1.-:2|3.2.1.37:1|3.2.1.55:13|3.2.1.8:3|3.2.1.-:2|3.2.1.37:1	GH43_10(47-313)+CBM22(370-492)+CBM91(531-713)+GH43_16(880-1189)+CBM6(1213-1338)	GH43_e118(49-314)+CBM22_e12(372-493)+CBM91_e51(534-711)+GH43_e261(880-1188)+CBM6_e6(1212-1337)	CBM22+CBM6+CBM91+GH43_10+GH43_16	3	GH43_10|CBM22_e12|CBM91_e51|GH43_16|CBM6_e6
PUL0694|WP_015906807.1	3.2.1.8:20|3.2.1.37:1|3.2.1.8:20|3.2.1.37:1|3.2.1.8:29|3.2.1.4:5|3.2.1.55:1|3.2.1.37:1|3.2.1.-:1	CBM22(40-154)+CBM22(191-321)+GH10(351-674)	CBM22_e1(40-161)+CBM22_e1(194-322)+GH10_e141(354-674)	CBM22+GH10+3.2.1.8	3	CBM22_e1|CBM22_e1|GH10_e141
PUL0694|WP_015906808.1	3.2.1.37:10	GH39(14-437)	GH39_e74(15-436)	GH39	3	GH39_e74
PUL0694|WP_015906809.1	3.2.1.8:5	GH10(13-336)	GH10_e10(13-337)	GH10+3.2.1.8	3	GH10_e10
PUL0694|WP_015906810.1	-	CE1(10-262)	CE1_e22(39-255)	-	2	CE1_e22
PUL0694|WP_015906811.1	3.2.1.37:3	GH39(12-386)	GH39_e57(13-387)	GH39	3	GH39_e57
PUL0694|WP_041726955.1	-	-	-	CBM35	1	-
PUL0695|WP_015907195.1	3.2.1.8:20|3.2.1.37:1|3.2.1.8:20|3.2.1.37:1|3.2.1.8:29|3.2.1.4:5|3.2.1.55:1|3.2.1.37:1|3.2.1.-:1	CBM22(196-325)+GH10(358-682)	CBM22_e1(47-174)+CBM22_e1(197-326)+GH10_e141(361-682)	CBM22+GH10	3	CBM22_e1|CBM22_e1|GH10_e141
PUL0696|WP_015907396.1	3.2.1.139:12|3.2.1.131:10	GH67(13-689)	GH67_e1(14-689)	GH67+3.2.1.139	3	GH67_e1
PUL0696|WP_041727352.1	-	GH2(2-575)	GH2_e31(3-591)	GH2	3	GH2_e31
PUL0697|WP_015909018.1	-	CE20(82-198)+CE20(382-514)	CE20_e20(83-516)	CE20	3	CE20_e20
PUL0697|WP_015909019.1	-	CE4(12-134)	CE4_e323(12-129)	-	2	CE4_e323
PUL0697|WP_015909020.1	3.2.1.8:7	GH10(68-354)	GH10_e77(35-353)	GH10	3	GH10_e77
PUL0704|WP_031425580.1	-	-	-	GH35	1	-
PUL0704|WP_031425585.1	3.2.1.131:6	GH115(34-672)	GH115_e0(36-935)	GH115	3	GH115_e0
PUL0704|WP_031425586.1	-|-|3.2.1.8:10	GH10(489-714)	CBM4_e26(168-298)+CBM4_e26(328-453)+GH10_e101(490-715)	CBM4+GH10	3	CBM4_e26|CBM4_e26|GH10_e101
PUL0704|WP_031425589.1	-	-	-	GH35	1	-
PUL0704|WP_031425593.1	3.2.1.37:19|3.2.1.55:4	GH43_1(52-361)	GH43_e53(54-362)	GH43_1	3	GH43_1
PUL0704|WP_031425594.1	-	CE20(101-225)+CE20(404-530)	CE20_e33(103-531)	CE20	3	CE20_e33
PUL0704|WP_035916775.1	3.2.1.8:1	GH10(41-371)	GH10_e7(42-371)	GH10	3	GH10_e7
PUL0704|WP_081868360.1	3.1.1.-:1|-	CE15(55-382)+CBM9(521-706)	CE15_e21(57-384)+CBM9_e7(522-706)	CBM9+CE15	3	CE15_e21|CBM9_e7
PUL0704|WP_117434191.1	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(24-696)	GH67_e0(25-695)	GH67	3	GH67_e0
PUL0705|WP_031425947.1	3.2.1.22:1|3.2.1.88:1	GH97(10-642)	GH97_e18(16-642)	GH97	3	GH97_e18
PUL0705|WP_035916826.1	3.2.1.156:1	GH8(95-420)	GH8_e12(95-421)	GH8	3	GH8_e12
PUL0705|WP_035916828.1	3.2.1.8:21|3.2.1.55:1	GH10(37-376)	GH10_e83(38-376)	GH10	3	GH10_e83
PUL0705|WP_051907767.1	3.2.1.55:7|3.2.1.8:1|-	GH43_12(70-364)+CBM91(402-580)	GH43_e124(71-365)+CBM91_e46(402-579)	CBM91+GH43_12	3	GH43_12|CBM91_e46
PUL0705|WP_051907768.1	3.2.1.-:3|3.2.1.63:2	GH95(37-768)	GH95_e1(38-768)	GH95	3	GH95_e1
PUL0705|WP_051907770.1	-|3.2.1.8:10	GH10(306-554)	CBM4_e26(162-291)+GH10_e101(326-555)	GH10	3	CBM4_e26|GH10_e101
PUL0705|WP_081868372.1	-|-	GH43_10(431-697)+CBM91(733-917)	GH43_e101(432-698)+CBM91_e51(735-916)	CBM91+GH43_10	3	GH43_10|CBM91_e51
PUL0705|WP_081868373.1	3.1.1.72:6|3.1.1.73:2|-|3.1.1.73:1|3.2.1.55:1|3.2.1.8:1|-	CE6(87-197)+CE1(305-524)+CE1(665-889)	CE6_e2(88-198)+CE1_e22(314-527)+CBM48_e68(567-625)+CE1_e22(675-888)	CBM48+CE0+CE6	3	CE6_e2|CE1_e22|CBM48_e68|CE1_e22
PUL0722|WP_203394764.1	3.2.1.37:19|3.2.1.55:4	GH43_1(22-337)	GH43_e53(23-338)	GH43_1+3.2.1.37	3	GH43_1
PUL0722|WP_203394765.1	-	-	-	GH43_1	1	-
PUL0722|WP_203394766.1	3.2.1.8:2	GH10(36-375)	GH10_e20(37-376)	GH10+3.2.1.8+3.2.1.32	3	GH10_e20
PUL0722|WP_203394771.1	3.2.1.-:1	GH10(45-393)	GH10_e125(46-393)	GH10	3	GH10_e125
PUL0722|WP_203394778.1	-	GH26(129-302)	GH26_e26(130-301)	GH26+3.2.1.-	3	GH26_e26
PUL0722|WP_203394779.1	-|-	GH43_12(36-327)+CBM91(360-554)	GH43_e267(37-328)+CBM91_e29(365-550)	CBM91+GH43_12+3.2.1.72	3	GH43_12|CBM91_e29
PUL0722|WP_203394780.1	-	GH10(35-357)	GH10_e39(35-358)	GH10+3.2.1.156	3	GH10_e39
PUL0722|WP_203394781.1	-	GH10(136-447)	GH10_e142(138-449)	GH10+3.2.1.8	3	GH10_e142
PUL0722|WP_203394782.1	-|-	-	CBM4_e16(125-242)+CBM4_e16(276-394)	CBM4	2	CBM4_e16|CBM4_e16
PUL0722|WP_203394785.1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(74-317)	GH3_e0(74-319)	GH3+3.2.1.37+3.2.1.72	3	GH3_e0
PUL0722|WP_203394787.1	-	-	-	CBM0+CBM6	1	-
PUL0722|WP_249988932.1	-	GH179(73-231)	GH109_e5(39-198)	-	2	GH109_e5
PUL0743|WP_015924760.1	3.2.1.55:27	GH51_1(5-490)	GH51_e19(4-491)	GH51_1+3.2.1.55	3	GH51_1
PUL0743|WP_015924762.1	-|-	GH43_10(4-275)+CBM91(307-498)	GH43_e128(5-275)+CBM91_e48(308-497)	CBM91+GH43_10+3.2.1.55	3	GH43_10|CBM91_e48
PUL0743|WP_015924763.1	3.2.1.156:5	GH8(55-367)	GH8_e36(56-368)	GH8+3.2.1.156	3	GH8_e36
PUL0743|WP_015924764.1	3.2.1.37:10	GH39(12-436)	GH39_e74(14-436)	GH39+3.2.1.37	3	GH39_e74
PUL0743|WP_015924765.1	-	CE1(11-264)	CE1_e22(45-254)	-	2	CE1_e22
PUL0743|WP_015924766.1	-	GH182(423-650)	-	-	1	-
PUL0743|WP_041706618.1	-	CE20(89-224)+CE20(396-521)	CE20_e33(90-522)	CE20+3.1.1.6	3	CE20_e33
PUL0792|WP_226555413.1	3.2.1.8:2|3.2.1.8:2	GH10(54-391)+CBM9(576-754)	GH10_e137(57-393)+CBM9_e2(581-754)	CBM9+GH10	3	GH10_e137|CBM9_e2
PUL0792|WP_226849177.1	3.2.1.37:3|-	GH120(312-402)	GH120_e0(2-55)+GH120_e3(314-402)	GH120	3	GH120_e0|GH120_e3
PUL0792|WP_226849180.1	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-302)+CBM91(329-537)	GH43_e285(4-303)+CBM91_e24(332-536)	CBM91+GH43_11	3	GH43_11|CBM91_e24
PUL0792|WP_226849182.1	-	-	-	GH0	1	-
PUL0792|WP_226849184.1	3.2.1.156:5	GH8(51-369)	GH8_e36(54-370)	GH8	3	GH8_e36
PUL0792|WP_226849186.1	-	CE20(221-344)	CE20_e19(240-345)	CE20	3	CE20_e19
