Subfam Name	Subfam Composition	Subfam EC	Substrate	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
GH30_e5	GH30_8:10		-	365	PUL0533|BcellWH2_00960	546	6.56931483565038e-241	1	365	137	501	1.0	dbCAN-sub
GH67_e1	GH67:413|GH3:1	3.2.1.139:12|3.2.1.131:10	xylan	651	PUL0542|aguA	679	0.0	1	651	8	676	1.0	dbCAN-sub
CE4_e323	CE4:22		-	123	PUL0542|axe1	204	1.4656127583212227e-64	1	123	7	129	1.0	dbCAN-sub
GH10_e98	GH10:108|CBM22:34|CBM9:9	3.2.1.8:28	xylan	335	PUL0542|xynA	412	2.0277556040227232e-167	2	334	55	410	0.9940298507462688	dbCAN-sub
GH10_e135	GH10:152|GH43_12:2|CBM22:1	3.2.1.8:22	xylan	323	PUL0542|xynA2	331	3.410614903719633e-166	2	321	10	329	0.9907120743034056	dbCAN-sub
GH39_e74	GH39:160	3.2.1.37:10	xylan	424	PUL0542|xynB1	504	2.3396956268883163e-211	1	423	14	438	0.9976415094339622	dbCAN-sub
GH52_e0	GH52:98	3.2.1.37:8	xylan	417	PUL0542|xynB2	705	2.575373399062604e-205	1	417	21	440	1.0	dbCAN-sub
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	arabinan;xylan	292	PUL0542|xynB3	535	1.2210916872958806e-156	1	292	5	303	1.0	dbCAN-sub
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1		xylan	200	PUL0542|xynB3	535	2.294714776307816e-84	1	199	331	534	0.995	dbCAN-sub
GH43_e82	GH43_10:63|CBM6:1	3.2.1.55:1	xylan	267	PUL0553|BXY_29170	534	9.568966735301532e-149	1	267	31	300	1.0	dbCAN-sub
CBM91_e4	CBM91:98|GH43_10:98|CE6:5|CBM6:3|GH43_29:1		xylan	204	PUL0553|BXY_29170	534	3.691101779341841e-100	1	203	326	528	0.9950980392156864	dbCAN-sub
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	arabinan;beta-glucan;xylan	251	PUL0553|BXY_29180	861	1.621319525650472e-117	4	247	59	308	0.9721115537848606	dbCAN-sub
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	xylan	295	PUL0553|BXY_29200	555	2.4653187896272905e-172	1	295	46	340	1.0	dbCAN-sub
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1		xylan	179	PUL0553|BXY_29200	555	1.0271943911555011e-81	1	176	377	552	0.9832402234636872	dbCAN-sub
GH31_e94	GH31:154	3.2.1.177:4	xyloglucan	461	PUL0553|BXY_29210	814	1.4074364645331102e-245	1	461	218	714	1.0	dbCAN-sub
GH97_e18	GH97:183|GH146:3|GH43_19:3|CE6:2	3.2.1.22:1|3.2.1.88:1	alpha-glucan;arabinan	633	PUL0553|BXY_29220	658	0.0	4	632	27	656	0.9936808846761452	dbCAN-sub
GH43_e59	GH43_29:334|CBM6:308|CBM2:13|CBM13:12|CBM22:12|CBM42:12|GH43_10:9|GH43:9|CBM48:6|CE0:6|GH43_17:4|GH27:3|GH43_30:2|CE6:2|CBM64:1|CBM51:1|GH43_26:1|CBM1:1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1	xylan	281	PUL0553|BXY_29230	443	1.3186604117810387e-126	1	281	26	298	1.0	dbCAN-sub
CBM6_e0	CBM6:335|GH43_29:310|CBM13:12|CBM22:12|CBM2:12|GH43_16:11|GH43:10|CBM48:6|CE0:6|GH27:2|CBM32:1|CBM36:1|CBM1:1|GH43_10:1|CBM64:1	3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	beta-glucan;cellulose;xylan	125	PUL0553|BXY_29230	443	4.774320636804934e-49	2	124	321	443	0.984	dbCAN-sub
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	xylan	295	PUL0553|BXY_29240	452	5.188524128608743e-107	83	295	30	241	0.7220338983050848	dbCAN-sub
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1		xylan	179	PUL0553|BXY_29240	452	4.90210787516994e-64	2	177	274	452	0.9832402234636872	dbCAN-sub
CBM4_e6	CBM4:22|GH10:22|CBM0:7	3.2.1.8:5	xylan;beta-glucan	122	PUL0553|BXY_29300	754	4.363983937845401e-33	25	121	141	252	0.7950819672131147	dbCAN-sub
CBM4_e6	CBM4:22|GH10:22|CBM0:7	3.2.1.8:5	xylan;beta-glucan	122	PUL0553|BXY_29300	754	1.4260884581710976e-29	1	112	274	438	0.918032786885246	dbCAN-sub
GH10_e5	GH10:38|CBM4:15|CBM0:9	3.2.1.8:4	xylan	262	PUL0553|BXY_29300	754	6.312492546857777e-137	1	262	486	750	1.0	dbCAN-sub
GH5_e243	GH5_21:28|GH43_10:5	3.2.1.8:2	xylan	275	PUL0553|BXY_29320	652	1.0459043779233428e-162	1	275	69	349	1.0	dbCAN-sub
CE6_e2	CE6:151|CE0:39|CBM48:38|GH95:11|GH51:3|GH97:2|GH43_10:2|GH43_17:1|CBM5:1|CBM4:1|GH10:1|GH43_28:1|CBM88:1|CBM9:1	3.1.1.72:6|3.1.1.73:2	xylan	111	PUL0553|BXY_29330	607	4.445218946729926e-56	1	111	53	163	1.0	dbCAN-sub
CBM48_e9	CBM48:44|CE0:41|CE6:26|CBM6:6|GH43_29:6	3.1.1.72:2|3.1.1.73:1	alpha-glucan	60	PUL0553|BXY_29330	607	1.8071909275666122e-34	1	60	273	332	1.0	dbCAN-sub
CE1_e22	CE1:6|CBM48:2|CE0:2		-	206	PUL0553|BXY_29330	607	6.768239429292703e-65	3	205	383	600	0.9854368932038836	dbCAN-sub
GH43_e59	GH43_29:334|CBM6:308|CBM2:13|CBM13:12|CBM22:12|CBM42:12|GH43_10:9|GH43:9|CBM48:6|CE0:6|GH43_17:4|GH27:3|GH43_30:2|CE6:2|CBM64:1|CBM51:1|GH43_26:1|CBM1:1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1	xylan	281	PUL0553|BXY_29340	461	1.4696245450901943e-133	1	280	27	314	0.99644128113879	dbCAN-sub
CBM6_e0	CBM6:335|GH43_29:310|CBM13:12|CBM22:12|CBM2:12|GH43_16:11|GH43:10|CBM48:6|CE0:6|GH27:2|CBM32:1|CBM36:1|CBM1:1|GH43_10:1|CBM64:1	3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	beta-glucan;cellulose;xylan	125	PUL0553|BXY_29340	461	1.837025664748804e-52	2	124	337	460	0.984	dbCAN-sub
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	alpha-galactan;beta-fucosides	743	PUL0553|BXY_29360	811	0.0	3	729	20	743	0.9784656796769852	dbCAN-sub
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	PUL0553|BXY_29370	856	1.3513791602236916e-279	2	645	44	840	0.9969040247678018	dbCAN-sub
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	arabinan;xylan	292	PUL0599|Clocel_2595	528	1.4397558563073076e-158	1	292	5	295	1.0	dbCAN-sub
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1		xylan	200	PUL0599|Clocel_2595	528	1.3692462320808183e-84	1	199	323	526	0.995	dbCAN-sub
GH10_e98	GH10:108|CBM22:34|CBM9:9	3.2.1.8:28	xylan	335	PUL0602|Geoth_2250	412	2.492364080584636e-164	2	334	50	410	0.9940298507462688	dbCAN-sub
GH39_e74	GH39:160	3.2.1.37:10	xylan	424	PUL0602|Geoth_2258	503	2.213425673805311e-214	1	423	14	436	0.9976415094339622	dbCAN-sub
GH67_e1	GH67:413|GH3:1	3.2.1.139:12|3.2.1.131:10	xylan	651	PUL0602|Geoth_2259	683	0.0	1	651	8	680	1.0	dbCAN-sub
GH10_e135	GH10:152|GH43_12:2|CBM22:1	3.2.1.8:22	xylan	323	PUL0602|Geoth_2264	331	2.148620939162794e-167	2	322	10	330	0.9938080495356038	dbCAN-sub
GH52_e0	GH52:98	3.2.1.37:8	xylan	417	PUL0602|Geoth_2265	705	1.1359415553014853e-204	1	417	21	440	1.0	dbCAN-sub
CE4_e323	CE4:22		-	123	PUL0602|Geoth_2266	206	6.665182122054333e-63	1	123	12	134	1.0	dbCAN-sub
GH43_e17	CBM6:19|GH43_15:19		-	198	PUL0610|Rmar_1068	797	2.184781280222305e-41	1	174	52	333	0.8787878787878788	dbCAN-sub
CBM91_e11	CBM91:21|CBM6:20|GH43_15:20|GH43:1		xylan	178	PUL0610|Rmar_1068	797	3.5072394046041456e-36	1	178	362	556	1.0	dbCAN-sub
CBM6_e68	CBM6:23|GH43_15:21|CBM51:1|CBM88:1|CBM9:1|GH43:1		beta-glucan;cellulose;xylan	117	PUL0610|Rmar_1068	797	1.3364623252739434e-34	1	116	572	695	0.9914529914529916	dbCAN-sub
CBM4_e1	CBM4:41|GH10:6|GH148:1	3.2.1.8:37	xylan;beta-glucan	135	PUL0610|Rmar_1069	997	3.943740446760508e-52	3	135	43	182	0.9851851851851852	dbCAN-sub
CBM4_e1	CBM4:41|GH10:6|GH148:1	3.2.1.8:37	xylan;beta-glucan	135	PUL0610|Rmar_1069	997	1.8287564243352848e-54	3	135	217	356	0.9851851851851852	dbCAN-sub
GH10_e0	GH10:443|CBM4:6|CBM6:3|CBM22:2	3.2.1.8:6	xylan	284	PUL0610|Rmar_1069	997	5.457779453223949e-129	1	284	596	891	1.0	dbCAN-sub
GH10_e65	GH10:11|CBM85:2		-	293	PUL0610|Rmar_1074	498	3.083522414112456e-151	1	293	80	388	1.0	dbCAN-sub
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan	668	PUL0610|Rmar_1079	726	0.0	1	667	26	694	0.998502994011976	dbCAN-sub
GH3_e209	GH3:161	3.2.1.21:1|3.2.1.37:1	beta-glucan;xylan	230	PUL0610|Rmar_1080	792	3.5658179529166966e-115	1	230	111	340	1.0	dbCAN-sub
GH3_e209	GH3:161	3.2.1.21:1|3.2.1.37:1	beta-glucan;xylan	230	PUL0610|Rmar_1081	784	1.6107331267211959e-115	1	230	103	332	1.0	dbCAN-sub
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan	668	PUL0617|HPS57_08475	642	1.345828648261886e-264	88	665	72	636	0.8652694610778443	dbCAN-sub
GH10_e83	GH10:216|GH43_12:4|GH43_1:3|CE0:2	3.2.1.8:21|3.2.1.55:1	xylan	341	PUL0617|HPS57_08490	375	1.213336695932477e-134	26	332	70	374	0.9002932551319648	dbCAN-sub
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan	310	PUL0617|HPS57_08495	323	4.9853341832712025e-147	3	310	10	318	0.9935483870967742	dbCAN-sub
GH43_e68	GH43_35:30		-	338	PUL0617|HPS57_08500	689	1.777310933359375e-196	1	337	44	380	0.9970414201183432	dbCAN-sub
GH5_e243	GH5_21:28|GH43_10:5	3.2.1.8:2	xylan	275	PUL0617|HPS57_08510	421	1.1872243056224902e-118	1	274	69	341	0.9963636363636365	dbCAN-sub
CBM4_e6	CBM4:22|GH10:22|CBM0:7	3.2.1.8:5	xylan;beta-glucan	122	PUL0617|HPS57_08515	716	8.725104942331962e-18	5	121	163	277	0.9590163934426228	dbCAN-sub
GH10_e5	GH10:38|CBM4:15|CBM0:9	3.2.1.8:4	xylan	262	PUL0617|HPS57_08515	716	1.574921231635469e-120	1	262	448	712	1.0	dbCAN-sub
GH35_e43	GH35:828|CBM32:242|GH43_24:11	3.2.1.23:3	beta-galactan	314	PUL0619|HPS55_08890	800	1.614484450291192e-146	1	314	41	368	1.0	dbCAN-sub
CBM32_e42	CBM32:247|GH35:243|GH43_24:9		host glycan	74	PUL0619|HPS55_08890	800	1.7518418471023514e-30	2	70	731	799	0.9324324324324323	dbCAN-sub
GH128_e18	GH128:11|CBM3:2|CBM6:2|CBM62:1		-	208	PUL0620|HPS55_09945	1219	7.871165221388959e-62	1	208	226	437	1.0	dbCAN-sub
GH51_e33	GH51:16|GH43_19:1		-	607	PUL0620|HPS55_09960	1430	1.6046775254254094e-230	3	605	196	810	0.9934102141680397	dbCAN-sub
GH43_e256	GH43_19:5		-	255	PUL0620|HPS55_09960	1430	1.1206692086881724e-38	1	255	878	1121	1.0	dbCAN-sub
PL11_e0	PL11_1:1283|CBM2:80|CE12:47|PL11:27|CBM35:19|CBM13:13|PL11_2:8|CBM3:6|CBM37:2|GH28:1|GH128:1|CBM0:1|CBM84:1|CBM88:1|CBM5:1|CBM66:1|GH44:1|GH105:1|CBM10:1	4.2.2.23:15|4.2.2.24:5	pectin	607	PUL0622|HPS55_11545	1505	8.457445209516681e-180	3	590	16	618	0.9686985172981878	dbCAN-sub
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	arabinan;beta-glucan;xylan	251	PUL0622|HPS55_11550	863	6.946907618751686e-112	3	248	58	308	0.9800796812749004	dbCAN-sub
GH43_e167	CBM13:44|GH43_7:43|GH43:2		-	239	PUL0622|HPS55_11560	480	2.2195535600919764e-106	1	237	25	293	0.99163179916318	dbCAN-sub
CBM13_e223	CBM13:44|GH43_7:43|GH43:1		xylan;host glycan	114	PUL0622|HPS55_11560	480	3.3955501020396466e-51	2	113	365	479	0.9824561403508772	dbCAN-sub
PL11_e0	PL11_1:1283|CBM2:80|CE12:47|PL11:27|CBM35:19|CBM13:13|PL11_2:8|CBM3:6|CBM37:2|GH28:1|GH128:1|CBM0:1|CBM84:1|CBM88:1|CBM5:1|CBM66:1|GH44:1|GH105:1|CBM10:1	4.2.2.23:15|4.2.2.24:5	pectin	607	PUL0622|HPS55_11565	870	4.125696548337626e-223	2	574	28	669	0.943986820428336	dbCAN-sub
GH2_e41	GH2:131	3.2.1.31:2	beta-glucuronan	481	PUL0622|HPS55_11570	992	9.88029332172895e-110	28	278	26	275	0.5218295218295218	dbCAN-sub
GH2_e41	GH2:131	3.2.1.31:2	beta-glucuronan	481	PUL0622|HPS55_11570	992	1.5620198189811467e-126	274	481	304	511	0.4324324324324324	dbCAN-sub
GH43_e236	GH43_24:328|GH16_3:32|CBM13:6|GH30_5:6|GH43_19:6|CBM66:1|GH105:1|GH16:1|GH35:1		-	288	PUL0624|HPS56_01555	380	1.1210458361246072e-130	2	287	49	344	0.9930555555555556	dbCAN-sub
GH51_e33	GH51:16|GH43_19:1		-	607	PUL0624|HPS56_01565	1416	1.105578334872355e-233	3	605	194	802	0.9934102141680397	dbCAN-sub
GH43_e256	GH43_19:5		-	255	PUL0624|HPS56_01565	1416	5.817303064266442e-35	1	254	871	1114	0.996078431372549	dbCAN-sub
GH128_e18	GH128:11|CBM3:2|CBM6:2|CBM62:1		-	208	PUL0624|HPS56_01605	1222	1.322581568223146e-38	1	208	231	442	1.0	dbCAN-sub
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	xylan	295	PUL0625|HPS56_11565	549	1.0543733190853729e-147	1	295	49	341	1.0	dbCAN-sub
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1		xylan	179	PUL0625|HPS56_11565	549	3.753405082348917e-59	1	176	375	547	0.9832402234636872	dbCAN-sub
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	PUL0625|HPS56_11570	833	8.867717089268869e-259	11	644	39	818	0.9814241486068112	dbCAN-sub
GH43_e163	GH43_10:36|GH43_19:1		-	216	PUL0625|HPS56_11575	698	7.10518683600923e-112	1	215	36	250	0.9953703703703703	dbCAN-sub
CBM91_e37	CBM91:51|GH43_10:51		xylan	186	PUL0625|HPS56_11575	698	7.945787149615231e-80	1	186	362	547	1.0	dbCAN-sub
GH97_e18	GH97:183|GH146:3|GH43_19:3|CE6:2	3.2.1.22:1|3.2.1.88:1	alpha-glucan;arabinan	633	PUL0625|HPS56_11580	634	4.418879706210349e-301	7	633	13	633	0.990521327014218	dbCAN-sub
GH43_e59	GH43_29:334|CBM6:308|CBM2:13|CBM13:12|CBM22:12|CBM42:12|GH43_10:9|GH43:9|CBM48:6|CE0:6|GH43_17:4|GH27:3|GH43_30:2|CE6:2|CBM64:1|CBM51:1|GH43_26:1|CBM1:1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1	xylan	281	PUL0625|HPS56_11585	456	5.081277058831323e-132	1	280	22	310	0.99644128113879	dbCAN-sub
CBM6_e0	CBM6:335|GH43_29:310|CBM13:12|CBM22:12|CBM2:12|GH43_16:11|GH43:10|CBM48:6|CE0:6|GH27:2|CBM32:1|CBM36:1|CBM1:1|GH43_10:1|CBM64:1	3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	beta-glucan;cellulose;xylan	125	PUL0625|HPS56_11585	456	4.229567289885109e-50	2	124	333	456	0.984	dbCAN-sub
CE1_e22	CE1:6|CBM48:2|CE0:2		-	206	PUL0625|HPS56_11590	621	1.4248902329602719e-34	4	202	44	268	0.9660194174757282	dbCAN-sub
CBM48_e9	CBM48:44|CE0:41|CE6:26|CBM6:6|GH43_29:6	3.1.1.72:2|3.1.1.73:1	alpha-glucan	60	PUL0625|HPS56_11590	621	1.0104592524221648e-25	1	59	300	357	0.9833333333333332	dbCAN-sub
CE1_e22	CE1:6|CBM48:2|CE0:2		-	206	PUL0625|HPS56_11590	621	5.371295785175132e-50	3	206	409	616	0.9902912621359224	dbCAN-sub
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	alpha-galactan;beta-fucosides	743	PUL0625|HPS56_11595	818	1.95071742943915e-297	2	729	23	753	0.9798115746971736	dbCAN-sub
GH115_e6	GH115:205|GH159:1		-	764	PUL0625|HPS56_11600	840	1.3557885074396856e-274	9	763	26	823	0.988219895287958	dbCAN-sub
CE1_e24	CE1:8|CBM4:3|GH11:1|CBM88:1|CBM9:1|CBM6:1|CBM35:1	3.1.1.72:1|3.2.1.8:1	xylan	151	PUL0625|HPS56_11620	413	1.1268624333340332e-69	2	150	36	184	0.9867549668874172	dbCAN-sub
GH30_e76	GH30_8:28|CBM2:21|GH30:2|CBM10:1		-	358	PUL0625|HPS56_11625	502	2.7396041995514586e-95	3	350	27	396	0.9720670391061452	dbCAN-sub
CBM4_e4	CBM4:7|GH10:7	3.2.1.8:7	xylan;beta-glucan	122	PUL0630|BN138_224	776	1.76526637537138e-72	2	122	167	285	0.9918032786885246	dbCAN-sub
CBM4_e4	CBM4:7|GH10:7	3.2.1.8:7	xylan;beta-glucan	122	PUL0630|BN138_224	776	5.781672760214028e-78	1	122	329	450	1.0	dbCAN-sub
GH10_e101	GH10:68|CBM4:40|CBM0:10	3.2.1.8:10	xylan	231	PUL0630|BN138_224	776	1.8092542047739408e-88	2	231	518	755	0.9956709956709956	dbCAN-sub
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	PUL0630|BN138_225	790	5.054320353464125e-296	12	644	2	775	0.979876160990712	dbCAN-sub
CE20_e20	CE20:241		-	236	PUL0630|BN138_226	841	3.1850121826157944e-87	1	235	98	526	0.9957627118644068	dbCAN-sub
GH11_e22	GH11:319|CBM36:55|CBM6:32|CE4:19|GH10:4|CBM60:3|CBM1:3|CE3:1|CE6:1|CBM5:1|CBM88:1|CBM2:1	3.2.1.8:66|3.1.1.72:5	xylan	181	PUL0630|BN138_226	841	4.326166461458424e-94	1	181	651	831	1.0	dbCAN-sub
GH10_e83	GH10:216|GH43_12:4|GH43_1:3|CE0:2	3.2.1.8:21|3.2.1.55:1	xylan	341	PUL0630|BN138_228	376	8.786066174685765e-168	1	340	33	372	0.997067448680352	dbCAN-sub
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan	310	PUL0630|BN138_229	318	4.0170548780643505e-155	3	309	9	314	0.9903225806451612	dbCAN-sub
GH35_e44	GH35:96		-	181	PUL0669|HMPREF1016_RS10680	569	4.818657816392866e-88	1	180	35	214	0.994475138121547	dbCAN-sub
CE20_e6	CE20:16		-	232	PUL0669|HMPREF1016_RS10685	543	2.0402314740084144e-80	1	231	105	536	0.9956896551724138	dbCAN-sub
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan	310	PUL0669|HMPREF1016_RS10695	323	1.0491974533216256e-155	1	309	8	317	0.9967741935483873	dbCAN-sub
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan	668	PUL0669|HMPREF1016_RS10700	651	2.7272512265310926e-297	79	667	47	616	0.8817365269461078	dbCAN-sub
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	PUL0669|HMPREF1016_RS10710	860	2.0820083798920862e-273	2	645	37	845	0.9969040247678018	dbCAN-sub
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	alpha-galactan;beta-fucosides	743	PUL0669|HMPREF1016_RS10715	716	3.963698691098817e-271	85	729	4	649	0.8681022880215343	dbCAN-sub
GH97_e18	GH97:183|GH146:3|GH43_19:3|CE6:2	3.2.1.22:1|3.2.1.88:1	alpha-glucan;arabinan	633	PUL0669|HMPREF1016_RS10725	648	0.0	5	632	18	646	0.9921011058451816	dbCAN-sub
GH31_e94	GH31:154	3.2.1.177:4	xyloglucan	461	PUL0669|HMPREF1016_RS10735	817	2.5415153328186784e-232	1	461	220	717	1.0	dbCAN-sub
GH43_e101	GH43_10:132|CBM22:17|CBM6:15|GH43_16:11|CBM2:10|GH10:5|GH43_2:4|GH43:3|GH62:2|CBM88:2|CBM9:2|CE6:1|GH8:1|CBM60:1		-	267	PUL0669|HMPREF1016_RS10740	813	2.55533481205197e-137	1	267	30	296	1.0	dbCAN-sub
CBM91_e51	CBM91:206|GH43_10:196|CBM22:29|CBM6:17|GH43_16:15|GH43:7|CBM2:6|CE0:2|CBM13:2|CBM88:2|CBM9:2|GH43_29:1|CE6:1|CBM5:1|GH30_10:1		xylan	186	PUL0669|HMPREF1016_RS10740	813	5.808797922010028e-96	2	185	333	516	0.989247311827957	dbCAN-sub
CBM48_e68	CBM48:192|CE0:190|CE6:12|GH10:3|CE1:2|GH62:1	3.1.1.73:1|3.2.1.55:1|3.2.1.8:1	alpha-glucan	61	PUL0669|HMPREF1016_RS10745	382	4.869530212866404e-26	1	60	49	108	0.9836065573770492	dbCAN-sub
CE1_e22	CE1:6|CBM48:2|CE0:2		-	206	PUL0669|HMPREF1016_RS10745	382	8.252525539018243e-60	3	206	159	377	0.9902912621359224	dbCAN-sub
GH5_e243	GH5_21:28|GH43_10:5	3.2.1.8:2	xylan	275	PUL0669|HMPREF1016_RS10765	662	7.822564729931784e-164	1	275	78	358	1.0	dbCAN-sub
CBM4_e6	CBM4:22|GH10:22|CBM0:7	3.2.1.8:5	xylan;beta-glucan	122	PUL0669|HMPREF1016_RS10770	719	9.396037958768474e-25	3	121	308	423	0.9754098360655736	dbCAN-sub
GH10_e5	GH10:38|CBM4:15|CBM0:9	3.2.1.8:4	xylan	262	PUL0669|HMPREF1016_RS10770	719	4.483800612758456e-136	1	262	451	715	1.0	dbCAN-sub
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	xylan	295	PUL0669|HMPREF1016_RS10800	577	3.073202490654356e-155	1	295	71	366	1.0	dbCAN-sub
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1		xylan	179	PUL0669|HMPREF1016_RS10800	577	1.1075823600373737e-66	1	177	398	577	0.988826815642458	dbCAN-sub
CE15_e21	CE15:21|GH8:4|GH10:3|CBM9:1|CBM4:1	3.1.1.-:1	-	322	PUL0669|HMPREF1016_RS19820	813	2.3430868682259207e-173	1	322	58	380	1.0	dbCAN-sub
GH8_e12	GH8:49|GH43_2:6|CBM6:5|CE15:4	3.2.1.156:1	xylan	327	PUL0669|HMPREF1016_RS19820	813	8.332741585210966e-186	1	327	475	801	1.0	dbCAN-sub
CE6_e2	CE6:151|CE0:39|CBM48:38|GH95:11|GH51:3|GH97:2|GH43_10:2|GH43_17:1|CBM5:1|CBM4:1|GH10:1|GH43_28:1|CBM88:1|CBM9:1	3.1.1.72:6|3.1.1.73:2	xylan	111	PUL0669|HMPREF1016_RS20970	370	1.251831388162112e-54	1	111	92	202	1.0	dbCAN-sub
