Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results
WP_011107726.1	-	GT2(6-119)	GT2(6-199)	GT2	3	GT2
WP_011107731.1	-	GT4(210-360)	GT4_e2031(211-360)	AAO76459.1+GT4	3	GT4_e2031
WP_011107732.1	-	GT2(9-171)	GT2(10-172)	GT2	3	GT2
WP_011107776.1	-	-	-	GH35	1	-
WP_011107787.1	-	-	-	AAO76290.1+GT2	1	-
WP_011107806.1	-	-	GT2(58-331)	GT2	2	GT2
WP_011107810.1	-	-	-	GH16_3	1	-
WP_011107847.1	-|-|-	GH73(40-167)	GH73_e88(41-168)+CBM50_e698(205-243)+CBM50_e698(260-299)	CBM50+GH73	3	GH73_e88|CBM50_e698|CBM50_e698
WP_011107895.1	-	GH20(143-477)	GH20_e8(144-478)	GH20	3	GH20_e8
WP_011107898.1	3.2.1.111:8|3.2.1.51:3|-|-	GH29(51-372)	GH29_e30(53-369)+CBM32_e126(396-464)+CBM32_e126(499-586)	GH29	3	GH29_e30|CBM32_e126|CBM32_e126
WP_011107900.1	-	GH20(158-517)	GH20_e135(159-517)	AAO76734.1+GH20	3	GH20_e135
WP_011107914.1	-	GT2(9-135)	GT2(4-163)	GT2	3	GT2
WP_011107915.1	-	GT2(4-132)	GT2(5-129)	GT2	3	GT2
WP_011107916.1	-	GT129(212-336)	-	GT129	2	GT129
WP_011107917.1	-	GT2(10-160)	GT2(11-170)	GT2	3	GT2
WP_011107931.1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(202-526)	CBM48_e14(45-126)+GH13_e95(203-527)	GH13_14	3	CBM48_e14|GH13_14
WP_011107948.1	-	GT2(12-139)	GT2(8-167)	GT2	3	GT2
WP_011107949.1	-	GT122(31-348)	-	-	1	-
WP_011107965.1	3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3	GH32(140-440)	GH32_e16(141-448)	AAO76872.1+GH32+3.2.1.26+3.2.1.64	3	GH32_e16
WP_011107968.1	3.2.1.-:2	GH92(212-733)	GH92_e30(217-734)	GH92	3	GH92_e30
WP_011107971.1	-|3.2.1.63:5|3.2.1.51:1	GH95(321-984)	CBM32_e165(192-326)+GH95_e0(322-984)	GH95	3	CBM32_e165|GH95_e0
WP_011107972.1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(64-305)	GH3_e0(63-309)	GH3	3	GH3_e0
WP_011108029.1	3.2.1.22:1	GH97(11-661)	GH97_e1(18-662)	GH97	3	GH97_e1
WP_011108030.1	3.2.1.21:20|3.2.1.-:6	GH3(98-319)	GH3_e1(99-319)	GH3	3	GH3_e1
WP_011108031.1	-	GH43_17(50-309)	GH43_e25(50-307)	GH43_17	3	GH43_17
WP_011108035.1	-	GH76(47-395)	GH76_e19(52-385)	GH76	3	GH76_e19
WP_011108072.1	-	-	-	GT2	1	-
WP_011108073.1	-	-	-	GH38	1	-
WP_011108090.1	-	-	-	GT2	1	-
WP_011108124.1	-	-	-	CBM1+GH3	1	-
WP_011108135.1	-	GH92(523-1041)	GH92_e21(524-1042)	AAO77212.1+GH92	3	GH92_e21
WP_011108138.1	3.2.1.-:1	GH92(526-1035)	GH92_e8(528-1036)	GH92	3	GH92_e8
WP_011108150.1	-	GH171(44-387)	GH171_e3(45-387)	GH171	3	GH171_e3
WP_011108155.1	2.4.1.25:4|2.4.1.25:5	CBM20(137-214)+GH77(240-885)	CBM20_e2(133-212)+GH77_e22(241-884)	CBM20+GH77	3	CBM20_e2|GH77_e22
WP_011108165.1	3.2.1.113:6|3.2.1.-:1	GH92(236-741)	GH92_e18(237-742)	GH92	3	GH92_e18
WP_011108183.1	-	-	-	GH13_30	1	-
WP_011108226.1	-	-	-	GH23	1	-
WP_011108267.1	-	GH28(194-450)	GH28_e12(201-449)	GH28	3	GH28_e12
WP_011108296.1	-|-	GH2(24-716)+CBM32(724-837)	GH2_e98(37-712)+CBM32_e133(728-837)	CBM32+GH2	3	GH2_e98|CBM32_e133
WP_011108299.1	3.2.1.-:1	GH3(108-331)	GH3_e57(110-332)	GH3	3	GH3_e57
WP_011108305.1	-	GH20(107-444)	GH20_e11(108-445)	AAO77566.1+CBM0+GH20	3	GH20_e11
WP_011108318.1	-	GT51(435-588)	GT51_e93(436-585)	GT51	3	GT51_e93
WP_011108335.1	3.2.1.40:1|3.2.1.40:8|3.1.1.73:2	CBM67(343-514)+GH78(569-1102)	CBM67_e28(344-514)+GH78_e80(570-1103)	GH78	3	CBM67_e28|GH78_e80
WP_011108336.1	-|-	CBM67(144-318)+GH78(347-856)	CBM67_e3(146-321)+GH78_e29(348-857)	GH78	3	CBM67_e3|GH78_e29
WP_011108345.1	-	-	-	CBM50	1	-
WP_011108351.1	3.2.1.-:1	GH16_3(36-262)	GH16_e321(37-263)	GH16_3	3	GH16_3
WP_011108358.1	-	-	-	GH71	1	-
WP_011108399.1	3.2.1.22:1	GH97(11-648)	GH97_e5(16-649)	GH97	3	GH97_e5
WP_011108400.1	3.1.1.72:1	-	CE3_e24(22-203)	-	1	-
WP_011108401.1	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(27-693)	GH67_e0(27-693)	AAO77729.1+GH67	3	GH67_e0
WP_011108402.1	3.2.1.101:3	GH76(164-487)	GH76_e36(166-479)	GH76	3	GH76_e36
WP_011108408.1	3.2.1.113:6|3.2.1.-:1	GH92(237-742)	GH92_e18(239-743)	GH92	3	GH92_e18
WP_011108409.1	3.2.1.101:2	GH76(68-369)	GH76_e42(63-368)	GH76	3	GH76_e42
WP_011108410.1	3.2.1.-:4	GH125(70-466)	GH125_e1(71-467)	AAO77739.1+GH125+3.2.1.163	3	GH125_e1
WP_011108444.1	3.2.1.31:2	GH2(22-472)	GH2_e41(25-502)	GH2	3	GH2_e41
WP_011108455.1	-	-	-	GH1	1	-
WP_011108456.1	3.2.1.53:2|3.2.1.-:1	GH123(59-596)	GH123_e16(63-596)	GH123_1	3	GH123_e16
WP_011108477.1	-	-	-	GH152	1	-
WP_011108502.1	-	GH18(46-334)	GH18_e33(47-335)	GH18	3	GH18_e33
WP_011108511.1	3.2.1.55:2|3.2.1.37:1|-	GH43_10(37-295)+CBM91(331-512)	GH43_e0(37-296)+CBM91_e20(331-513)	CBM91+GH43_10	3	GH43_10|CBM91_e20
WP_011108512.1	-	GH3(104-323)	GH3_e6(104-324)	AAO77960.1+GH3	3	GH3_e6
WP_011108524.1	-	GH93(62-332)	GH93_e16(65-379)	CBM0	3	GH93_e16
WP_011108528.1	-	GH182(380-616)	-	GH182	2	GH182
WP_011108530.1	-	GH116(413-780)	GH116_e6(422-782)	GH116	3	GH116_e6
WP_011108541.1	-	GT4(221-371)	GT4_e440(222-370)	GT4	3	GT4_e440
WP_011108544.1	-	GT2(11-150)	GT2(12-141)	GT2	3	GT2
WP_011108580.1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(58-304)	GH3_e0(58-306)	GH3	3	GH3_e0
WP_011108584.1	-	CBM32(236-362)	CBM32_e96(238-363)	CBM32	3	CBM32_e96
WP_011108593.1	-	GH30_6(52-511)	GH30_e7(58-511)	AAO78132.1+GH30_6	3	GH30_6
WP_011108595.1	2.4.1.281:5	GH130_1(50-361)	GH130_e6(51-361)	GH130_1	3	GH130_1
WP_011108604.1	3.2.1.38:1	GH30_4(28-524)	GH30_e42(31-524)	GH30_4	3	GH30_4
WP_011108613.1	3.2.1.22:1	GH27(223-462)	GH27_e2(224-468)	GH27	3	GH27_e2
WP_011108622.1	3.2.1.26:1|3.2.1.64:1|3.2.1.80:1	GH32(121-406)	GH32_e54(122-405)	GH32	3	GH32_e54
WP_011108625.1	3.2.1.11:1|2.4.1.-:1	GH31(234-684)	GH31_e40(235-685)	AAO78192.1+GH31	3	GH31_e40
WP_011108626.1	3.2.1.11:1	GH66(46-591)	GH66_e1(47-592)	GH66	3	GH66_e1
WP_011108637.1	-	-	-	GH2	1	-
WP_011108640.1	3.2.1.37:1	GH2(17-523)	GH2_e42(71-528)	AAO78220.1+GH2	3	GH2_e42
WP_011108647.1	-	CE20(102-368)	CE20_e34(103-369)	CE20	3	CE20_e34
WP_011108648.1	-	-	-	GT4	1	-
WP_011108651.1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(237-730)	GH92_e0(240-731)	GH92	3	GH92_e0
WP_011108652.1	3.2.1.22:2	GH36(26-700)	GH36_e24(28-700)	GH36	3	GH36_e24
WP_011108653.1	-	CE20(101-244)+CE20(420-545)	CE20_e20(103-545)	CE20	3	CE20_e20
WP_011108674.1	-	GH95(25-771)	GH95_e15(27-772)	GH95	3	GH95_e15
WP_011108679.1	-	-	-	GH97	1	-
WP_011108680.1	-	GH97(15-670)	GH97_e33(16-671)	GH97	3	GH97_e33
WP_011108684.1	3.2.1.49:3|3.2.1.49:3	GH31_18(458-683)	GH31_e75(444-684)+CBM32_e89(970-1087)	CBM32+GH31_18	3	GH31_18|CBM32_e89
WP_011108686.1	-	CE20(102-361)	CE20_e10(103-361)	CE20	3	CE20_e10
WP_011108688.1	3.2.1.63:5|3.2.1.51:1	GH95(54-792)	GH95_e0(54-791)	GH95	3	GH95_e0
WP_011108692.1	-	-	-	GH3	1	-
WP_011108693.1	-	GH20(156-515)	GH20_e135(157-515)	GH20	3	GH20_e135
WP_011108712.1	-	GT117(16-226)	-	-	1	-
WP_011108741.1	-	CE1(31-236)	-	-	1	-
WP_011108746.1	3.2.1.23:1	GH2(34-584)	GH2_e112(29-584)	AAO78398.1+GH2	3	GH2_e112
WP_011108747.1	3.2.1.23:35|-|-	GH2(54-926)+CBM32(1149-1270)+CBM32(1293-1415)	GH2_e1(52-928)+CBM32_e55(1149-1271)+CBM32_e55(1292-1416)	GH2	3	GH2_e1|CBM32_e55|CBM32_e55
WP_011108748.1	3.2.1.22:1	GH97(15-649)	GH97_e5(17-650)	AAO78400.1+GH97+3.2.1.22	3	GH97_e5
WP_011108750.1	-	GH3(59-266)	GH3_e137(60-267)	GH3	3	GH3_e137
WP_011108751.1	3.2.1.101:2	GH76(55-374)	GH76_e42(67-374)	AAO78407.1+GH76	3	GH76_e42
WP_011108760.1	3.2.1.75:1	GH30_3(67-492)	GH30_e41(69-492)	AAO78418.1+GH30_3+3.2.1.75	3	GH30_3
WP_011108762.1	3.2.1.21:12|3.2.1.-:6	GH3(67-297)	GH3_e10(68-299)	GH3	3	GH3_e10
WP_011108778.1	3.2.1.23:35	GH2(51-911)	GH2_e1(43-912)	GH2	3	GH2_e1
WP_011108782.1	3.2.1.-:3	GH88(70-393)	GH88_e11(71-394)	GH88	3	GH88_e11
WP_011108783.1	-	PL8_2(576-810)	PL8_e21(577-808)	PL8_2	3	PL8_2
WP_011108790.1	-	GT9(73-319)	GT9_e65(73-321)	GT9	3	GT9_e65
WP_011108791.1	-	-	-	GT0	1	-
WP_011108793.1	-	GT2(91-189)	GT2(92-192)	GT0+GT2	3	GT2
WP_011108796.1	-	-	GT4_e3844(244-385)	GT4	2	GT4_e3844
WP_011108797.1	-	GT2(8-139)	GT2(9-167)	GT2	3	GT2
WP_011108798.1	-	GT2(8-122)	GT2(9-167)	GT2	3	GT2
WP_011108799.1	-	-	GT2(14-144)	GT2	2	GT2
WP_011108803.1	-	GT2(5-162)	GT2(6-167)	GT2	3	GT2
WP_011108813.1	-	-	-	GT2	1	-
WP_011108818.1	-	-	-	CBM0	1	-
WP_011108837.1	-	GT28(194-355)	GT28_e43(195-356)	GT28	3	GT28_e43
WP_011108848.1	-	-	-	CBM0	1	-
WP_011108855.1	-	GH115(32-661)	GH115_e6(33-962)	GH115	3	GH115_e6
WP_011108862.1	-	-	-	CBM0	1	-
WP_011108863.1	-	-	-	GH43_3	1	-
WP_011108865.1	3.2.1.-:2	GH127(324-551)	GH127_e5(326-551)	CBM0	3	GH127_e5
WP_011108866.1	-	-	-	GH43_3	1	-
WP_011108875.1	-	-	-	CBM0	1	-
WP_011108887.1	3.2.1.71:1|3.2.1.214:1	GH144(33-445)	GH144_e1(35-445)	AAO78672.1+GH144	3	GH144_e1
WP_011108888.1	3.2.1.21:20|3.2.1.-:6	GH3(96-318)	GH3_e1(98-318)	AAO78673.1+GH3+3.2.1.-	3	GH3_e1
WP_011108894.1	-	GH177(41-413)	GH109_e2(42-197)	-	2	GH109_e2
WP_011108898.1	-	CE9(7-389)	CE9_e78(8-390)	CE9	3	CE9_e78
WP_011108899.1	-	GH89(63-721)	GH89_e5(64-722)	GH89	3	GH89_e5
WP_011108902.1	-	GH20(141-481)	GH20_e9(142-481)	GH20	3	GH20_e9
WP_011108903.1	-	GH2(27-763)	GH2_e38(28-791)	GH2	3	GH2_e38
WP_011108907.1	-	CE15(60-384)	CE15_e7(61-384)	AAO78713.1+CE0	3	CE15_e7
WP_011108918.1	-	-	-	GT32	1	-
WP_011108921.1	3.2.1.55:5	GH51_2(372-817)	GH51_e47(361-818)	GH51_2	3	GH51_2
WP_011108922.1	3.2.1.177:4	GH31_4(221-712)	GH31_e94(222-713)	AAO78764.1+GH31_4	3	GH31_4
WP_011108924.1	3.2.1.55:1|3.2.1.55:1	GH43_34(29-302)	GH43_e191(30-303)+CBM32_e40(355-460)	CBM32+GH43_34	3	GH43_34|CBM32_e40
WP_011108937.1	3.2.1.1:1	GH13(80-543)	GH13_e47(81-540)	CBM58+GH13_36	3	GH13_e47
WP_011108964.1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(246-736)	GH92_e0(247-736)	AAO78878.1+GH92+3.2.1.-	3	GH92_e0
WP_011108965.1	3.2.1.113:1|3.2.1.-:1|3.2.1.113:1|3.2.1.-:1	GH38(30-284)+CBM32(1077-1195)	GH38_e34(31-262)+CBM32_e185(1079-1196)	CBM32+GH38	3	GH38_e34|CBM32_e185
WP_011108967.1	3.2.1.101:2	GH76(68-366)	GH76_e42(63-367)	GH76	3	GH76_e42
WP_011108976.1	3.2.1.101:3	GH76(157-487)	GH76_e36(179-489)	GH76	3	GH76_e36
WP_011108979.1	-	-	-	GH117	1	-
WP_011108980.1	-	-	GH36_e10(143-316)	GH36	2	GH36_e10
WP_011108981.1	-|-	GH29(21-358)	GH29_e37(29-357)+CBM32_e126(371-445)	GH29	3	GH29_e37|CBM32_e126
WP_011108997.1	3.2.1.-:2	GH92(222-735)	GH92_e30(222-736)	GH92	3	GH92_e30
WP_011108998.1	3.2.1.130:19|3.2.1.198:2	GH99(44-371)	GH99_e0(45-371)	GH99	3	GH99_e0
WP_011109002.1	-	GH20(155-478)	GH20_e106(155-478)	GH20	3	GH20_e106
WP_011109041.1	-	-	CBM32_e210(83-191)	CBM32	2	CBM32_e210
WP_011109050.1	-	-	-	GH0	1	-
WP_011109052.1	3.2.1.113:6|3.2.1.-:1	GH92(230-737)	GH92_e18(231-738)	GH92	3	GH92_e18
WP_011109053.1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(244-751)	GH92_e0(244-751)	GH92	3	GH92_e0
WP_011109056.1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(238-732)	GH92_e0(239-732)	AAO79099.1+GH92+3.2.1.-	3	GH92_e0
WP_011109082.1	-	-	CBM32_e16(321-440)	CBM32	2	CBM32_e16
WP_011109085.1	-|-	GH2(68-1004)+CBM32(1212-1338)	GH2_e89(69-1005)+CBM32_e167(1213-1337)	AAO79155.1+GH2	3	GH2_e89|CBM32_e167
WP_011109093.1	3.2.1.40:1|-	CBM67(164-327)+GH78(351-855)	CBM67_e28(164-326)+GH78_e6(353-856)	GH78	3	CBM67_e28|GH78_e6
WP_011109094.1	3.1.1.72:1	-	CE3_e24(34-214)	-	1	-
WP_011109096.1	3.2.1.197:4	GH130_3(60-372)	GH130_e20(64-373)	GH130_3	3	GH130_3
WP_011109097.1	-|-	GH43_8(27-303)	GH43_e300(28-304)+CBM91_e43(332-508)	AAO79200.1+CBM91+GH43_8	3	GH43_8|CBM91_e43
WP_011109103.1	-	CE8(32-313)	CE8_e86(33-313)	CE8	3	CE8_e86
WP_011109109.1	-	PL1_2(92-280)	PL1_e95(93-281)	PL1_2	3	PL1_2
WP_011109110.1	-	PL1_2(114-305)	PL1_e95(115-306)	PL1_2	3	PL1_2
WP_011109116.1	3.2.1.67:1	GH28(84-489)	GH28_e64(86-472)	GH28	3	GH28_e64
WP_011109119.1	-	CBM32(258-386)	CBM32_e75(257-386)	CBM32	3	CBM32_e75
WP_011109123.1	3.2.1.111:8|3.2.1.51:3|-|-	GH29(52-372)	GH29_e30(53-369)+CBM32_e126(386-465)+CBM32_e126(499-586)	GH29	3	GH29_e30|CBM32_e126|CBM32_e126
WP_011109131.1	3.2.1.174:1	GH106(20-914)	GH106_e0(23-915)	GH106	3	GH106_e0
WP_011109132.1	3.2.1.173:1	GH28(48-395)	GH28_e34(50-395)	AAO79251.1+GH28+3.2.1.173	3	GH28_e34
WP_011109136.1	-	CE12(163-367)	CE12_e37(164-369)	CE12	3	CE12_e37
WP_011109137.1	3.2.1.23:1	GH2(21-699)	GH2_e125(22-712)	GH2	3	GH2_e125
WP_011109139.1	3.2.1.173:1	GH28(75-418)	GH28_e117(76-413)	GH28	3	GH28_e117
WP_011109140.1	3.5.1.41:1	CE4(33-159)	CE4_e46(38-147)	CE12	3	CE4_e46
WP_011109142.1	3.2.1.-:1|3.2.1.23:1	GH2(43-724)	GH2_e106(46-833)	GH2	3	GH2_e106
WP_011109145.1	3.2.1.23:1	GH35(44-400)	GH35_e15(46-400)	GH35	3	GH35_e15
WP_011109152.1	3.2.1.172:1	GH105(97-432)	GH105_e7(101-432)	GH105	3	GH105_e7
WP_011109155.1	3.2.1.31:2	GH2(21-602)	GH2_e41(24-502)	GH2	3	GH2_e41
WP_011109157.1	4.2.2.23:2	PL9_1(20-423)	PL9_e24(21-424)	PL9_1	3	PL9_1
WP_011109159.1	3.2.1.55:2|3.2.1.37:1|-	GH43_10(39-309)+CBM91(343-554)	GH43_e0(40-310)+CBM91_e10(344-555)	CBM91+GH43_10	3	GH43_10|CBM91_e10
WP_011109161.1	3.2.1.67:1	GH28(85-482)	GH28_e64(86-481)	GH28	3	GH28_e64
WP_011109174.1	-	-	-	CBM0	1	-
WP_011109182.1	-	-	CBM32_e212(451-540)	CBM0	2	CBM32_e212
WP_011109184.1	-	-	CBM32_e18(244-353)	CBM0	2	CBM32_e18
WP_011109186.1	-	GT2(5-130)	GT2(6-134)	GT2	3	GT2
WP_011109190.1	-	-	CBM32_e83(464-573)	CBM0	2	CBM32_e83
WP_011109193.1	-	GH133(285-636)	GH133_e1(289-637)	GH133	3	GH133_e1
WP_011109202.1	-	-	-	GT2	1	-
WP_011109217.1	-	-	-	GH5_11	1	-
WP_011109236.1	3.2.1.52:18|3.2.1.-:1	GH20(155-514)	GH20_e12(154-514)	GH20+3.2.1.-	3	GH20_e12
WP_011109237.1	3.2.1.169:1	GH84(151-443)	GH84_e9(152-443)	GH84	3	GH84_e9
WP_011109250.1	4.2.2.1:1	PL33(429-582)	PL33_e0(431-575)	PL33_1	3	PL33_e0
WP_011109251.1	-	-	-	CBM9	1	-
WP_011109263.1	-	GH109(38-189)	-	-	1	-
WP_011109364.1	4.2.2.8:2|4.2.2.7:1	PL12_2(404-534)	PL12_e18(405-534)	PL12_2	3	PL12_2
WP_011109366.1	3.2.1.23:2	GH2(20-636)	GH2_e137(25-627)	AAO79772.1+GH2+3.2.1.23	3	GH2_e137
WP_011109367.1	3.2.1.89:3	GH53(46-331)	GH53_e22(47-330)	AAO79773.1+GH53+3.2.1.89	3	GH53_e22
WP_011109376.1	3.2.1.63:5|3.2.1.51:1	GH95(44-787)	GH95_e0(44-787)	GH95	3	GH95_e0
WP_011109377.1	3.2.1.-:1	GH2(39-607)	GH2_e50(44-609)	GH2	3	GH2_e50
WP_011109382.1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(186-512)	CBM48_e14(26-111)+GH13_e95(187-513)	GH13_14	3	CBM48_e14|GH13_14
WP_011109383.1	3.2.1.1:3	GH13_5(30-370)	GH13_e25(31-370)	AAO79795.1+GH13_5	3	GH13_5
WP_011109406.1	-	-	-	GH23	1	-
WP_016269243.1	3.2.1.20:1	GH31_1(180-611)	GH31_e23(181-590)	GH31_1	3	GH31_1
WP_016269382.1	-	GH109(37-172)	-	CBM35	2	GH109
WP_032840507.1	-|-	CE12(66-285)+CE12(317-532)	CE12_e36(66-286)+CE12_e36(317-533)	CE12	3	CE12_e36|CE12_e36
WP_032841307.1	3.2.1.51:2	GH29(15-374)	GH29_e8(39-376)	GH29	3	GH29_e8
WP_032841352.1	-	-	-	GH2	1	-
WP_032841480.1	-	GH2(48-699)	GH2_e119(50-611)	AAO76875.1+GH2	3	GH2_e119
WP_032841481.1	3.2.1.65:1	GH32(52-349)	GH32_e129(53-350)	GH32	3	GH32_e129
WP_048694946.1	3.2.1.23:35	GH2(58-904)	GH2_e1(55-907)	AAO78285.1+GH2	3	GH2_e1
WP_048697949.1	-	GH92(211-406)+GH92(411-668)	GH92_e11(224-667)	GH92	3	GH92_e11
WP_048698132.1	-	-	GH36_e23(208-647)	GH36	2	GH36_e23
WP_054958832.1	-	GT2(9-163)	GT2(10-143)	GT2	3	GT2
WP_055217507.1	-	GH23(97-233)	GH23_e63(99-232)	GH23	3	GH23_e63
WP_055217731.1	3.2.1.55:2	GH43_18(66-291)	GH43_e173(67-293)	GH43_18	3	GH43_18
WP_055229046.1	3.2.1.185:1	GH146(49-554)	GH146_e0(50-555)	GH146	3	GH146_e0
WP_055229316.1	3.2.1.22:1|3.2.1.22:1	GH27(133-368)	GH27_e3(134-368)+CBM35_e26(425-524)	CBM35+GH27	3	GH27_e3|CBM35_e26
WP_055229875.1	-	-	CBM62_e0(439-502)	CBM0	2	CBM62_e0
WP_055235382.1	-	GT2(8-166)	GT2(9-166)	GT2	3	GT2
WP_055300818.1	4.2.2.7:6	PL13(23-392)	PL13_e0(26-391)	PL13	3	PL13_e0
WP_061474328.1	-|-	CE12(26-257)+CE8(273-545)	CE12_e30(27-257)+CE8_e86(274-555)	CE12+CE8	3	CE12_e30|CE8_e86
WP_061474357.1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(252-749)	GH92_e0(255-750)	GH92	3	GH92_e0
WP_062694127.1	-	-	-	GH159	1	-
WP_062694757.1	-	GT25(2-174)	GT25_e69(3-174)	GT25	3	GT25_e69
WP_062695108.1	3.2.1.40:3	GH78(191-685)	GH78_e1(196-686)	GH78	3	GH78_e1
WP_062695267.1	-	-	-	CE6	1	-
WP_062695564.1	3.2.1.52:18|3.2.1.-:1	GH20(159-524)	GH20_e12(158-525)	GH20	3	GH20_e12
WP_062695721.1	-	-	-	GT50	1	-
WP_062695757.1	3.2.1.22:1|3.2.1.22:1	GH27(142-385)	GH27_e3(143-384)+CBM35_e26(442-541)	CBM35+GH27	3	GH27_e3|CBM35_e26
WP_062695837.1	-	GT4(239-387)	GT4_e3844(244-385)	GT4	3	GT4_e3844
WP_062695838.1	-	-	GT4_e3844(243-384)	GT4	2	GT4_e3844
WP_062695974.1	-	CE4(312-431)	CE4_e17(313-431)	CE12	3	CE4_e17
WP_070750708.1	-	GT4(215-356)	GT4_e999(218-357)	GT4	3	GT4_e999
WP_070750859.1	3.2.1.23:35	GH2(64-908)	GH2_e1(63-909)	GH2	3	GH2_e1
WP_072067209.1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(241-729)	GH92_e0(241-730)	GH92	3	GH92_e0
WP_158257889.1	-	-	-	GH3	1	-
WP_162303078.1	-	CE7(127-427)	CE7_e20(127-430)	CE7	3	CE7_e20
WP_162303083.1	3.2.1.22:2	GH36(26-701)	GH36_e24(28-701)	GH36	3	GH36_e24
WP_162303110.1	-	-	-	GT9	1	-
WP_162303125.1	-	GT2(4-169)	GT2(5-269)	GT2	3	GT2
WP_162303131.1	3.2.1.67:1	GH28(73-450)	GH28_e133(78-436)	GH28	3	GH28_e133
WP_162303160.1	3.2.1.31:1|3.2.1.185:1|3.2.1.31:1|3.2.1.185:1|3.2.1.31:1|3.2.1.185:1	GH137(20-368)+GH2(371-814)+CBM57(1080-1241)+CBM97(1288-1412)	GH137_e0(22-368)+GH2_e99(376-831)+CBM57_e0(1081-1242)	CBM57+CBM97+GH137+GH2	3	GH137_e0|GH2_e99|CBM57_e0|CBM97
WP_162303161.1	3.2.1.173:1	GH138(1-899)	GH138_e0(12-899)	GH138	3	GH138_e0
WP_162303174.1	3.2.1.55:2|-	GH43_18(1-94)+GH42(135-509)	GH43_e84(1-96)+GH42_e27(136-509)	GH42+GH43_18	3	GH43_18|GH42_e27
WP_162303178.1	-	GH20(145-488)	GH20_e16(149-489)	GH20	3	GH20_e16
WP_162303180.1	3.2.1.21:20|3.2.1.-:6	GH3(124-350)	GH3_e1(125-350)	GH3	3	GH3_e1
WP_162303186.1	-	CE20(300-580)	CE20_e16(301-581)	CE20	3	CE20_e16
WP_162303191.1	3.2.1.-:3|3.2.1.63:2	GH95(27-759)	GH95_e1(28-760)	GH95	3	GH95_e1
WP_164927915.1	4.2.2.7:2|4.2.2.8:2	PL15_2(536-689)	PL15_e0(538-690)	PL15_2	3	PL15_2
WP_170848638.1	-	GT14(13-270)	GT14_e14(14-269)	GT14	3	GT14_e14
WP_172461648.1	-	-	GH18_e214(176-289)	GH18	2	GH18_e214
WP_172461659.1	3.2.1.-:2|3.2.1.55:1	GH43_29(25-303)	GH43_e22(26-304)	GH43_29	3	GH43_29
WP_193349043.1	-	-	-	GH35	1	-
WP_224200378.1	-	-	-	AAO76121.1+PL0	1	-
WP_224200474.1	-	CBM32(187-316)	CBM32_e147(188-317)	CBM32	3	CBM32_e147
WP_224200502.1	-	GT32(86-163)	GT32_e179(86-162)	GT32	3	GT32_e179
WP_224200529.1	3.2.1.22:2	GH110(28-566)	GH110_e10(30-567)	GH110	3	GH110_e10
WP_224200600.1	4.2.2.2:3	PL1_2(68-271)	PL1_e60(69-272)	PL1_2	3	PL1_2
WP_224200667.1	3.2.1.146:1	GH43_3(10-293)	GH43_e310(12-294)	GH43_3	3	GH43_3
WP_224200668.1	3.2.1.-:4	GH125(57-457)	GH125_e1(58-458)	GH125	3	GH125_e1
WP_225011800.1	-	-	-	GH2	1	-
WP_225011823.1	-	-	GH35_e44(50-227)	-	1	-
WP_225011825.1	3.2.1.-:1	GH16_3(139-368)	GH16_e59(140-369)	GH16_3	3	GH16_3
WP_225011857.1	4.2.2.-:3	PL27(1-496)	PL27_e0(1-496)	PL27	3	PL27_e0
WP_225011881.1	-	GT129(209-333)	-	GT129	2	GT129
WP_225011882.1	-	GT2(10-170)	GT2(10-203)	GT2	3	GT2
WP_225011954.1	-	-	-	GT121	1	-
WP_234135610.1	-|-	GH43_10(2-252)+CBM91(283-468)	GH43_e43(2-253)+CBM91_e38(284-469)	CBM91+GH43_10	3	GH43_10|CBM91_e38
WP_306465282.1	-	GH51_2(223-664)	GH51_e3(224-665)	GH51_2	3	GH51_2
WP_307836712.1	3.2.1.55:2	GH43_2(20-295)	GH43_e327(29-295)	GH43_2	3	GH43_2
WP_370448175.1	-|-	GH2(45-741)+CBM32(720-828)	GH2_e98(26-704)+CBM32_e133(719-828)	CBM32+GH2	3	GH2_e98|CBM32_e133
