Annotate Name	Annotate Length	Target Name	Target Length	i-Evalue	Annotate From	Annotate To	Target From	Target To	Coverage	Annotate File Name	Type
S1_7	1231	PUL0345|EDV05060.1	325	4.62e-12	768	866	224	325	31.4	SULFATLAS	Sulfatase
C11.006	258	PUL0345|EDV05063.1	352	5.42e-118	10	258	1	250	71.0	PEPTIDASE	Peptidase
9.B.238.3.2	511	PUL0345|EDV05065.1	1331	2.9100000000000003e-27	255	486	787	1023	17.8	TC	TC
0036286	54	PUL0345|EDV05065.1	1331	2.623952051905363e-05	2	51	1217	1267	0.925925925925926	TF	TF
0035607	54	PUL0345|EDV05065.1	1331	1.8934356499325506e-07	2	52	1270	1318	0.9444444444444444	TF	TF
Reg_prop	24	PUL0345|EDV05065.1	1331	7.87716840382759e-05	1	23	544	566	0.9583333333333334	STP	STP
Y_Y_Y	66	PUL0345|EDV05065.1	1331	1.341233396353999e-12	2	66	683	743	0.9848484848484848	STP	STP
HisKA	64	PUL0345|EDV05065.1	1331	3.1255431542254253e-13	2	64	794	858	0.984375	STP	STP
HATPase_c	111	PUL0345|EDV05065.1	1331	2.301437806764663e-23	2	110	905	1025	0.981981981981982	STP	STP
Response_reg	112	PUL0345|EDV05065.1	1331	2.06677945736266e-27	1	110	1073	1182	0.9821428571428572	STP	STP
HTH_18	81	PUL0345|EDV05065.1	1331	9.033253802583652e-20	1	79	1241	1318	0.9753086419753086	STP	STP
S1_11	1268	PUL0345|EDV05068.1	1061	2.01e-204	42	755	268	990	68.1	SULFATLAS	Sulfatase
S09.UPW	229	PUL0345|EDV05069.1	294	1.44e-91	1	228	38	271	79.6	PEPTIDASE	Peptidase
I39.UPW	163	PUL0345|EDV05075.1	942	3.94e-45	10	163	29	180	16.1	PEPTIDASE	Peptidase
1.B.14.6.17	1041	PUL0345|EDV05077.1	1047	6.48e-61	14	1039	16	1045	98.4	TC	TC
S1_16	1282	PUL0345|EDV05079.1	641	8.400000000000001e-36	824	1085	19	259	37.6	SULFATLAS	Sulfatase
9.B.34.1.7	802	PUL0346|CCG34970.1	1308	6.16e-28	321	646	768	1125	27.4	TC	TC
0036286	54	PUL0346|CCG34970.1	1308	9.324301422379345e-06	2	53	1191	1243	0.9629629629629628	TF	TF
0035607	54	PUL0346|CCG34970.1	1308	8.465059422957886e-08	2	52	1244	1292	0.9444444444444444	TF	TF
Reg_prop	24	PUL0346|CCG34970.1	1308	6.250975462257947e-06	3	24	298	319	0.9166666666666666	STP	STP
Reg_prop	24	PUL0346|CCG34970.1	1308	6.076536670563286e-05	6	23	480	497	0.75	STP	STP
Y_Y_Y	66	PUL0346|CCG34970.1	1308	5.137168743705904e-08	3	63	658	716	0.9242424242424242	STP	STP
HisKA	64	PUL0346|CCG34970.1	1308	5.192135590098597e-12	2	64	768	832	0.984375	STP	STP
HATPase_c	111	PUL0346|CCG34970.1	1308	8.053730892091118e-23	2	109	880	1000	0.972972972972973	STP	STP
Response_reg	112	PUL0346|CCG34970.1	1308	2.416130830235245e-26	1	110	1047	1156	0.9821428571428572	STP	STP
HTH_18	81	PUL0346|CCG34970.1	1308	8.888130635743489e-21	3	80	1217	1293	0.9629629629629628	STP	STP
8.A.46.1.6	572	PUL0346|CCG34975.1	646	4.31e-08	455	572	494	644	23.4	TC	TC
1.B.14.6.1	1038	PUL0346|CCG34976.1	995	2.58e-111	44	1017	2	958	96.2	TC	TC
S1_7	1231	PUL0346|CCG34978.1	323	1.31e-14	738	863	182	321	43.3	SULFATLAS	Sulfatase
S1_7	891	PUL0346|CCG34979.1	373	2.45e-95	1	383	1	362	97.1	SULFATLAS	Sulfatase
2.A.2.3.4	460	PUL0346|CCG34981.1	497	6.87e-80	2	443	4	489	97.8	TC	TC
S1_7	891	PUL0364|AAM43336.1	385	1.6e-91	12	388	10	371	94.0	SULFATLAS	Sulfatase
S1_16	1303	PUL0364|AAM43337.1	963	2.26e-121	527	1221	181	937	78.6	SULFATLAS	Sulfatase
S1_7	891	PUL0364|AAM43339.1	330	3.39e-12	61	288	46	257	64.2	SULFATLAS	Sulfatase
2.A.1.14.25	428	PUL0364|AAM43340.1	501	1.8e-93	7	412	76	474	79.6	TC	TC
2.A.2.3.6	444	PUL0364|AAM43342.1	495	1.23e-86	2	426	8	472	93.9	TC	TC
3.A.1.5.29	660	PUL0390|WP_004082544.1	657	0.0	5	660	2	657	99.8	TC	TC
3.A.1.5.29	338	PUL0390|WP_004082545.1	338	3.6000000000000003e-247	1	338	1	338	100.0	TC	TC
3.A.1.5.29	331	PUL0390|WP_004082546.1	331	1.76e-239	1	331	1	331	100.0	TC	TC
3.A.1.5.29	362	PUL0390|WP_004082547.1	362	2.34e-271	1	362	1	362	100.0	TC	TC
3.A.1.5.29	328	PUL0390|WP_004082548.1	328	2.48e-233	1	328	1	328	100.0	TC	TC
S1_7	892	PUL0390|WP_004082550.1	1059	1.16e-69	24	395	370	695	30.8	SULFATLAS	Sulfatase
0040266	151	PUL0390|WP_004082558.1	246	1.3259191120444017e-13	29	113	8	87	0.5629139072847682	TF	TF
IclR	129	PUL0390|WP_004082558.1	246	6.413284943980366e-41	3	128	118	242	0.9767441860465116	STP	STP
PfkB	302	PUL0390|WP_004082562.1	339	8.810121440533606e-40	3	289	2	310	0.9503311258278144	STP	STP
S1_7	892	PUL0390|WP_004082568.1	347	5.85e-61	38	389	36	335	86.5	SULFATLAS	Sulfatase
3.A.1.5.13	625	PUL0390|WP_004082579.1	625	0.0	1	625	1	625	100.0	TC	TC
3.A.1.5.13	335	PUL0390|WP_004082581.1	335	1.19e-239	1	335	1	335	100.0	TC	TC
3.A.1.5.13	287	PUL0390|WP_004082583.1	284	2.11e-167	4	287	1	284	100.0	TC	TC
3.A.1.5.13	320	PUL0390|WP_004082591.1	320	2.58e-231	1	320	1	320	100.0	TC	TC
S1_7	1851	PUL0390|WP_004082594.1	778	5.31e-149	360	1104	4	750	96.0	SULFATLAS	Sulfatase
S09.949	236	PUL0390|WP_004082599.1	325	1.97e-176	1	236	69	304	72.6	PEPTIDASE	Peptidase
3.A.1.5.13	332	PUL0390|WP_041426669.1	335	1.16e-243	1	332	4	335	99.1	TC	TC
1.B.14.6.17	1041	PUL0392|CBK69514.1	1197	5.710000000000002e-66	31	1022	129	1173	87.3	TC	TC
GerE	57	PUL0392|CBK69515.1	171	1.6973104335166228e-06	18	43	132	157	0.4561403508771929	TF	TF
Sigma70_r2	71	PUL0392|CBK69515.1	171	2.9031174806992587e-10	1	69	11	77	0.971830985915493	STP	STP
Sigma70_r4_2	54	PUL0392|CBK69515.1	171	3.307097279203485e-13	3	53	108	158	0.9444444444444444	STP	STP
2.A.2.3.6	444	PUL0392|CBK69517.1	494	3.66e-85	2	440	8	489	97.6	TC	TC
S1_25	964	PUL0392|CBK69518.1	548	2.35e-33	23	269	28	271	44.5	SULFATLAS	Sulfatase
2.A.2.3.2	463	PUL0402|BAL51423.1	494	1.25e-80	8	448	19	484	94.3	TC	TC
0036286	54	PUL0402|BAL51427.1	319	1.9486991914506238e-11	3	53	171	221	0.9444444444444444	TF	TF
0035607	54	PUL0402|BAL51427.1	319	6.643790909316803e-06	2	53	222	271	0.9629629629629628	TF	TF
AraC_binding	136	PUL0402|BAL51427.1	319	4.315506642736804e-07	16	84	28	94	0.5073529411764706	STP	STP
HTH_18	81	PUL0402|BAL51427.1	319	6.297978580711923e-20	2	80	194	271	0.9753086419753086	STP	STP
S1_7	891	PUL0411|CAA89207.1	369	1.74e-99	23	383	26	359	90.5	SULFATLAS	Sulfatase
S1_7	1231	PUL0411|CAA89208.1	319	9.6e-14	723	863	136	319	57.7	SULFATLAS	Sulfatase
3.A.12.1.1	787	PUL0414|AFK83727.1	772	1.39e-140	305	776	296	769	61.4	TC	TC
SBP_bac_1	315	PUL0414|AFK83733.1	521	1.720149867102433e-11	9	313	53	369	0.9682539682539684	STP	STP
3.A.1.1.29	306	PUL0414|AFK83734.1	307	1.28e-52	11	306	7	307	98.0	TC	TC
3.A.1.1.10	324	PUL0414|AFK83735.1	314	3.57e-80	32	324	19	314	94.3	TC	TC
8.A.49.1.1	1012	PUL0414|AFK83736.1	443	2.39e-57	61	505	6	441	98.4	TC	TC
S1_7	891	PUL0414|AFK83737.1	476	7.44e-48	2	390	97	462	76.9	SULFATLAS	Sulfatase
S1_7	892	PUL0414|AFK83738.1	380	3.2999999999999997e-38	23	391	42	371	86.8	SULFATLAS	Sulfatase
ATPase_2	233	PUL0414|AFK83741.1	420	1.949524259234984e-07	2	94	4	95	0.3991416309012875	STP	STP
Fer4	24	PUL0414|AFK83745.1	203	2.8864605633503133e-06	4	20	168	184	0.7083333333333334	STP	STP
AAA	132	PUL0414|AFK83746.1	332	1.0739543139293806e-05	3	128	42	190	0.9545454545454546	STP	STP
8.A.46.1.1	551	PUL0415|EDO13793.1	576	9.56e-20	152	550	184	576	68.2	TC	TC
1.B.14.6.1	1038	PUL0415|EDO13794.1	914	8.41e-87	117	1038	32	914	96.6	TC	TC
S1_16	982	PUL0415|EDO13795.1	691	2.55e-134	118	577	103	557	65.8	SULFATLAS	Sulfatase
S1_16	982	PUL0415|EDO13796.1	774	4.31e-168	38	556	27	550	67.7	SULFATLAS	Sulfatase
1.B.14.6.16	1036	PUL0456|WP_006281618.1	1044	3.04e-64	5	1035	11	1043	98.9	TC	TC
S1_7	1231	PUL0456|WP_006281621.1	319	9.6e-14	723	863	136	319	57.7	SULFATLAS	Sulfatase
2.A.2.3.2	463	PUL0456|WP_006281623.1	465	1.4200000000000002e-110	9	448	13	459	96.1	TC	TC
2.A.1.1.55	464	PUL0456|WP_006281697.1	457	2.5e-87	19	464	5	457	99.1	TC	TC
0036286	54	PUL0456|WP_006281698.1	302	1.6979797061786096e-11	3	52	197	246	0.925925925925926	TF	TF
HTH_AraC	42	PUL0456|WP_006281698.1	302	1.7554396548418606e-12	2	41	259	296	0.9523809523809524	TF	TF
AraC_binding	136	PUL0456|WP_006281698.1	302	2.0338243173996632e-15	24	93	58	128	0.5147058823529411	STP	STP
HTH_18	81	PUL0456|WP_006281698.1	302	4.843686887384875e-19	1	79	219	296	0.9753086419753086	STP	STP
TPR_1	34	PUL0456|WP_008760065.1	1093	7.66175303091436e-05	3	28	944	969	0.7647058823529411	STP	STP
9.B.238.3.2	511	PUL0456|WP_039869720.1	1368	3.69e-20	256	501	791	1033	17.8	TC	TC
0036286	54	PUL0456|WP_039869720.1	1368	7.49763039800589e-07	2	53	1262	1314	0.9629629629629628	TF	TF
0035607	54	PUL0456|WP_039869720.1	1368	5.554092437013061e-09	2	53	1315	1364	0.9629629629629628	TF	TF
Y_Y_Y	66	PUL0456|WP_039869720.1	1368	5.931897658324374e-08	2	62	686	744	0.9242424242424242	STP	STP
HisKA	64	PUL0456|WP_039869720.1	1368	4.3317497593137466e-11	8	64	803	861	0.890625	STP	STP
HATPase_c	111	PUL0456|WP_039869720.1	1368	6.726431369935589e-21	3	110	909	1019	0.972972972972973	STP	STP
Response_reg	112	PUL0456|WP_039869720.1	1368	5.4861093190925885e-25	1	110	1118	1227	0.9821428571428572	STP	STP
HTH_18	81	PUL0456|WP_039869720.1	1368	5.5898437526616335e-25	1	80	1286	1364	0.9876543209876544	STP	STP
S1_7	891	PUL0456|WP_039869723.1	369	2.43e-99	23	383	26	359	90.5	SULFATLAS	Sulfatase
S1_8	1040	PUL0456|WP_094448662.1	520	2.76e-35	511	993	17	475	88.3	SULFATLAS	Sulfatase
1.B.14.6.1	1038	PUL0456|WP_155815414.1	219	1.22e-36	50	250	2	219	99.5	TC	TC
S1_4	910	PUL0457|WP_017261047.1	351	1.7999999999999998e-35	563	904	17	348	94.6	SULFATLAS	Sulfatase
2.A.2.3.2	463	PUL0457|WP_017261049.1	486	2.61e-95	8	448	16	480	95.7	TC	TC
2.A.1.1.41	457	PUL0457|WP_017261050.1	464	1.07e-271	1	448	1	448	96.6	TC	TC
GerE	57	PUL0474|WP_012023635.1	959	2.0434708615022134e-07	3	54	902	953	0.912280701754386	TF	TF
Y_Y_Y	66	PUL0474|WP_012023635.1	959	1.0687001157196e-15	2	65	677	738	0.9696969696969696	STP	STP
GerE	57	PUL0474|WP_012023635.1	959	2.0434708615022134e-07	3	54	902	953	0.912280701754386	STP	STP
1.B.14.6.17	1041	PUL0474|WP_012023636.1	1049	1.72e-141	27	1021	23	1015	94.7	TC	TC
8.A.46.1.5	545	PUL0474|WP_012023637.1	511	2.15e-12	96	497	110	474	71.4	TC	TC
2.A.51.1.10	984	PUL0474|WP_012023639.1	487	6.59e-75	43	529	19	482	95.3	TC	TC
S1_7	1851	PUL0474|WP_012023640.1	755	1.15e-87	361	1098	23	746	95.9	SULFATLAS	Sulfatase
S1_7	2089	PUL0474|WP_012023643.1	743	4.1099999999999996e-114	380	1117	23	732	95.6	SULFATLAS	Sulfatase
S1_7	2059	PUL0480|WP_012025838.1	759	3.86e-104	359	1110	26	759	96.7	SULFATLAS	Sulfatase
9.B.238.3.6	642	PUL0480|WP_012025839.1	1384	2.34e-25	398	627	845	1076	16.8	TC	TC
0035607	54	PUL0480|WP_012025839.1	1384	4.484989467376252e-06	2	50	1332	1378	0.9074074074074074	TF	TF
Reg_prop	24	PUL0480|WP_012025839.1	1384	2.609216470888909e-05	2	23	81	102	0.9166666666666666	STP	STP
Reg_prop	24	PUL0480|WP_012025839.1	1384	4.63489772897961e-05	1	21	308	328	0.875	STP	STP
Reg_prop	24	PUL0480|WP_012025839.1	1384	1.921333737271403e-06	1	22	451	472	0.9166666666666666	STP	STP
Y_Y_Y	66	PUL0480|WP_012025839.1	1384	3.9395751289044864e-20	1	66	730	794	1.0	STP	STP
HisKA	64	PUL0480|WP_012025839.1	1384	3.0746382462708853e-14	2	62	849	912	0.953125	STP	STP
HATPase_c	111	PUL0480|WP_012025839.1	1384	1.313590536522674e-25	2	110	961	1083	0.981981981981982	STP	STP
Response_reg	112	PUL0480|WP_012025839.1	1384	7.445179179792998e-25	1	110	1138	1247	0.9821428571428572	STP	STP
HTH_18	81	PUL0480|WP_012025839.1	1384	2.1780649835678903e-18	4	78	1306	1379	0.925925925925926	STP	STP
1.B.14.6.17	1041	PUL0480|WP_012025840.1	1034	1.24e-140	8	1041	7	1034	99.4	TC	TC
S1_7	891	PUL0480|WP_012025843.1	463	1.02e-34	25	385	138	455	68.7	SULFATLAS	Sulfatase
2.A.2.3.6	444	PUL0480|WP_012025846.1	486	2.06e-85	2	440	8	485	98.4	TC	TC
LacI	46	PUL0508|BAD02385.1	343	1.9429014731437867e-14	1	44	13	56	0.9565217391304348	TF	TF
Peripla_BP_3	164	PUL0508|BAD02385.1	343	1.4873776554393018e-45	1	164	175	337	1.0	STP	STP
3.A.1.1.21	434	PUL0508|BAD02386.1	436	7.130000000000001e-129	38	431	37	435	91.5	TC	TC
3.A.1.1.21	318	PUL0508|BAD02387.1	291	1.2e-109	31	317	13	291	95.9	TC	TC
3.A.1.1.44	303	PUL0508|BAD02388.1	301	1.96e-17	1	302	1	301	100.0	TC	TC
S1_7	1851	PUL0508|BAD02389.1	770	8.71e-118	359	1104	5	739	95.5	SULFATLAS	Sulfatase
2.A.2.3.2	463	PUL0520|AAQ62863.1	484	1.32e-80	8	448	15	480	96.3	TC	TC
9.B.34.1.7	802	PUL0533|ALJ58214.1	1375	9.65e-29	321	646	829	1194	26.6	TC	TC
0036286	54	PUL0533|ALJ58214.1	1375	1.4177337755340957e-05	2	52	1260	1311	0.9444444444444444	TF	TF
0035607	54	PUL0533|ALJ58214.1	1375	8.564999749408482e-09	2	52	1313	1361	0.9444444444444444	TF	TF
Reg_prop	24	PUL0533|ALJ58214.1	1375	4.001653287402743e-05	2	24	30	52	0.9583333333333334	STP	STP
Reg_prop	24	PUL0533|ALJ58214.1	1375	8.365987932464514e-05	3	24	347	368	0.9166666666666666	STP	STP
Y_Y_Y	66	PUL0533|ALJ58214.1	1375	9.008163808183796e-05	2	50	718	764	0.7424242424242424	STP	STP
HisKA	64	PUL0533|ALJ58214.1	1375	3.5669880543307913e-13	2	64	829	893	0.984375	STP	STP
HATPase_c	111	PUL0533|ALJ58214.1	1375	1.7144849174931702e-21	2	110	940	1063	0.981981981981982	STP	STP
Response_reg	112	PUL0533|ALJ58214.1	1375	1.2360092344492342e-26	1	111	1116	1226	0.9910714285714286	STP	STP
HTH_18	81	PUL0533|ALJ58214.1	1375	9.678588367084031e-23	2	81	1285	1363	0.9876543209876544	STP	STP
1.B.14.6.17	1041	PUL0533|ALJ58216.1	1046	4.63e-78	17	1039	19	1044	98.1	TC	TC
1.B.14.6.17	1041	PUL0533|ALJ58218.1	941	7.889999999999999e-52	78	1013	4	917	97.1	TC	TC
2.A.51.1.10	984	PUL0533|ALJ58222.1	546	7.92e-09	89	287	134	290	28.8	TC	TC
9.B.33.1.1	589	PUL0542|ABI49930.1	575	2.8099999999999998e-24	375	581	362	574	37.0	TC	TC
dCache_1	249	PUL0542|ABI49930.1	575	5.787815357570123e-10	6	247	45	259	0.9718875502008032	STP	STP
HATPase_c	111	PUL0542|ABI49930.1	575	2.5045102832041908e-11	9	109	462	568	0.90990990990991	STP	STP
HTH_AraC	42	PUL0542|ABI49931.1	259	2.0047165988347138e-12	1	42	163	204	1.0	TF	TF
0035607	54	PUL0542|ABI49931.1	259	1.4196408797781967e-10	3	53	206	254	0.9444444444444444	TF	TF
Response_reg	112	PUL0542|ABI49931.1	259	1.2000410810674051e-30	1	112	6	119	1.0	STP	STP
HTH_18	81	PUL0542|ABI49931.1	259	4.430563036419773e-25	1	80	176	254	0.9876543209876544	STP	STP
SBP_bac_1	315	PUL0542|ABI49932.1	441	3.669078987470834e-37	2	310	52	352	0.9809523809523808	STP	STP
3.A.1.1.57	308	PUL0542|ABI49933.1	289	5.28e-42	43	281	27	265	82.7	TC	TC
3.A.1.1.41	278	PUL0542|ABI49934.1	288	3.95e-48	3	278	16	288	94.8	TC	TC
S1_4	910	PUL0542|ABI49935.1	322	1.77e-77	577	907	1	321	99.7	SULFATLAS	Sulfatase
S1_7	892	PUL0542|ABI49937.2	331	3.82e-90	17	387	2	326	98.2	SULFATLAS	Sulfatase
3.A.1.1.9	360	PUL0542|ABI49938.1	360	7.71e-260	1	360	1	360	100.0	TC	TC
3.A.1.1.9	296	PUL0542|ABI49939.1	296	3.33e-215	1	296	1	296	100.0	TC	TC
PfkB	302	PUL0542|ABI49942.1	314	3.639424009731221e-56	3	301	2	297	0.9900662251655628	STP	STP
S1_27	4331	PUL0542|ABI49943.1	216	1.0100000000000002e-21	4173	4328	57	208	70.4	SULFATLAS	Sulfatase
GntR	64	PUL0542|ABI49944.1	249	1.495508411676594e-19	3	64	38	98	0.96875	TF	TF
9.B.28.1.5	207	PUL0542|ABI49948.1	214	1.08e-26	9	205	10	210	93.9	TC	TC
S1_8	702	PUL0542|ABI49953.1	219	7e-06	540	688	45	204	73.1	SULFATLAS	Sulfatase
S1_7	1802	PUL0553|CBK67940.1	534	2.23e-52	1281	1797	29	527	93.4	SULFATLAS	Sulfatase
S1_15	1469	PUL0553|CBK67941.1	861	1.63e-83	649	1458	37	848	94.3	SULFATLAS	Sulfatase
S1_7	1185	PUL0553|CBK67946.1	443	2.63e-25	566	817	34	300	60.3	SULFATLAS	Sulfatase
I39.UPW	160	PUL0553|CBK67948.1	1047	7.28e-64	2	160	81	239	15.2	PEPTIDASE	Peptidase
I39.UPW	163	PUL0553|CBK67950.1	936	1.92e-47	20	163	34	175	15.2	PEPTIDASE	Peptidase
S1_17	820	PUL0553|CBK67956.1	607	2.11e-10	625	811	34	230	32.5	SULFATLAS	Sulfatase
S09.UNW	224	PUL0553|CBK67956.1	607	4.1000000000000006e-164	1	224	371	594	36.9	PEPTIDASE	Peptidase
S1_7	1252	PUL0553|CBK67957.1	461	3.67e-12	207	305	346	447	22.1	SULFATLAS	Sulfatase
9.B.34.1.7	802	PUL0553|CBK67958.1	1339	1.61e-28	321	659	808	1178	27.7	TC	TC
0036286	54	PUL0553|CBK67958.1	1339	1.6805004253615654e-05	3	53	1230	1281	0.9444444444444444	TF	TF
0035607	54	PUL0553|CBK67958.1	1339	3.659527961632257e-08	2	53	1282	1331	0.9629629629629628	TF	TF
Reg_prop	24	PUL0553|CBK67958.1	1339	4.365532884412281e-05	2	24	30	52	0.9583333333333334	STP	STP
Reg_prop	24	PUL0553|CBK67958.1	1339	1.2065545650809494e-05	4	24	341	361	0.875	STP	STP
Y_Y_Y	66	PUL0553|CBK67958.1	1339	1.2606069303739066e-09	5	63	700	754	0.8939393939393939	STP	STP
HisKA	64	PUL0553|CBK67958.1	1339	9.003549078226742e-12	2	64	808	872	0.984375	STP	STP
HATPase_c	111	PUL0553|CBK67958.1	1339	1.0447640376199563e-22	3	110	920	1039	0.972972972972973	STP	STP
Response_reg	112	PUL0553|CBK67958.1	1339	1.0219405056945028e-27	1	111	1085	1195	0.9910714285714286	STP	STP
HTH_18	81	PUL0553|CBK67958.1	1339	3.217085687924341e-22	3	80	1255	1331	0.9629629629629628	STP	STP
S1_15	994	PUL0553|CBK67958.1	1339	6.02e-17	248	472	808	1040	17.4	SULFATLAS	Sulfatase
S1_11	1268	PUL0553|CBK67959.1	811	3.39e-202	42	755	20	736	88.4	SULFATLAS	Sulfatase
0036286	54	PUL0592|ACS99993.1	522	6.40117580304053e-08	5	53	418	466	0.9074074074074074	TF	TF
0035607	54	PUL0592|ACS99993.1	522	1.3097648459933826e-07	3	53	468	516	0.9444444444444444	TF	TF
Response_reg	112	PUL0592|ACS99993.1	522	6.9298759110040215e-28	1	111	4	117	0.9910714285714286	STP	STP
HTH_18	81	PUL0592|ACS99993.1	522	3.2866672937624052e-18	2	80	439	516	0.9753086419753086	STP	STP
9.B.33.1.1	589	PUL0592|ACS99994.1	572	1.77e-18	319	574	319	566	43.4	TC	TC
dCache_1	249	PUL0592|ACS99994.1	572	4.46011032061026e-07	21	205	60	228	0.7429718875502008	STP	STP
HATPase_c	111	PUL0592|ACS99994.1	572	6.958072162696674e-07	10	110	469	568	0.90990990990991	STP	STP
3.A.1.1.29	570	PUL0592|ACS99995.1	570	0.0	1	570	1	570	100.0	TC	TC
3.A.1.1.29	323	PUL0592|ACS99996.1	323	1.8799999999999999e-230	1	323	1	323	100.0	TC	TC
3.A.1.1.29	306	PUL0592|ACS99997.1	306	1.2e-213	1	306	1	306	100.0	TC	TC
S1_7	891	PUL0592|ACS99999.1	341	2.37e-84	54	385	30	327	87.4	SULFATLAS	Sulfatase
S1_8	1040	PUL0592|ACT00001.1	521	6.010000000000001e-21	505	986	2	465	89.1	SULFATLAS	Sulfatase
9.B.33.1.7	587	PUL0594|ACT02228.1	596	1.32e-16	376	581	370	576	34.7	TC	TC
dCache_1	249	PUL0594|ACT02228.1	596	5.605238417831709e-08	20	247	54	269	0.9156626506024096	STP	STP
SBP_bac_1	315	PUL0594|ACT02229.1	439	2.19792489871054e-45	11	311	62	344	0.9555555555555556	STP	STP
0043095	94	PUL0594|ACT02230.1	299	6.39954563705993e-13	10	80	10	84	0.7553191489361702	TF	TF
S1_11	1268	PUL0598|ADL50360.1	769	7.899999999999999e-192	32	784	1	755	98.2	SULFATLAS	Sulfatase
0035607	54	PUL0599|ADL52302.1	269	5.6531996889092425e-05	8	53	168	214	0.8518518518518519	TF	TF
0035607	54	PUL0599|ADL52302.1	269	1.1304159338258112e-07	2	51	215	262	0.925925925925926	TF	TF
Response_reg	112	PUL0599|ADL52302.1	269	4.5298373755170266e-30	2	111	8	119	0.9821428571428572	STP	STP
HTH_18	81	PUL0599|ADL52302.1	269	2.5365304579417053e-17	3	80	188	264	0.9629629629629628	STP	STP
dCache_1	249	PUL0599|ADL52303.1	598	2.3893944246577348e-21	7	248	61	297	0.9718875502008032	STP	STP
HATPase_c	111	PUL0599|ADL52303.1	598	1.0593222328069334e-08	8	108	496	593	0.90990990990991	STP	STP
SBP_bac_1	315	PUL0599|ADL52304.1	422	9.842492989413215e-35	8	308	51	337	0.9555555555555556	STP	STP
S1_8	1040	PUL0599|ADL52305.1	528	2.62e-20	515	872	5	358	67.0	SULFATLAS	Sulfatase
3.A.1.2.15	345	PUL0599|ADL52307.1	343	3.93e-51	53	344	53	337	83.1	TC	TC
3.A.1.2.20	494	PUL0599|ADL52308.1	497	2.25e-153	2	490	3	491	98.4	TC	TC
S1_8	702	PUL0602|AEH48177.1	220	8.3e-08	540	688	45	204	72.7	SULFATLAS	Sulfatase
S1_7	891	PUL0602|AEH48179.1	412	3.43e-58	15	388	40	408	89.6	SULFATLAS	Sulfatase
9.B.28.1.5	207	PUL0602|AEH48180.1	214	8.03e-34	7	201	8	206	93.0	TC	TC
GntR	64	PUL0602|AEH48184.1	232	8.933788507238676e-20	3	64	21	81	0.96875	TF	TF
S1_27	4331	PUL0602|AEH48185.1	216	1.8e-17	4174	4302	58	185	59.3	SULFATLAS	Sulfatase
PfkB	302	PUL0602|AEH48186.1	317	9.706374940941792e-73	3	301	2	300	0.9900662251655628	STP	STP
3.A.1.1.9	296	PUL0602|AEH48189.1	296	1.89e-173	1	296	1	296	100.0	TC	TC
3.A.1.1.9	360	PUL0602|AEH48190.1	315	3.43e-173	61	360	17	315	94.9	TC	TC
3.A.1.1.9	549	PUL0602|AEH48191.1	548	0.0	2	549	3	548	99.6	TC	TC
S1_7	892	PUL0602|AEH48192.1	331	5.13e-91	17	389	2	328	98.8	SULFATLAS	Sulfatase
S1_4	910	PUL0602|AEH48195.1	349	8.5e-79	562	907	12	347	96.3	SULFATLAS	Sulfatase
3.A.1.1.41	278	PUL0602|AEH48196.1	288	1.99e-48	3	278	16	288	94.8	TC	TC
3.A.1.1.57	308	PUL0602|AEH48197.1	288	5.1299999999999987e-42	43	299	27	283	89.2	TC	TC
SBP_bac_1	315	PUL0602|AEH48198.1	440	1.1248565707159992e-36	2	310	51	351	0.9809523809523808	STP	STP
HTH_AraC	42	PUL0602|AEH48199.1	262	3.215702179479015e-13	1	42	162	203	1.0	TF	TF
0035607	54	PUL0602|AEH48199.1	262	1.3253336917839459e-10	3	52	205	252	0.925925925925926	TF	TF
Response_reg	112	PUL0602|AEH48199.1	262	2.557518610861664e-29	1	111	6	117	0.9910714285714286	STP	STP
HTH_18	81	PUL0602|AEH48199.1	262	7.267181861250874e-25	1	80	175	253	0.9876543209876544	STP	STP
9.B.33.1.1	589	PUL0602|AEH48200.1	601	3.0200000000000004e-21	375	580	387	601	35.8	TC	TC
dCache_1	249	PUL0602|AEH48200.1	601	1.7030023730429622e-10	3	248	67	285	0.9879518072289156	STP	STP
HATPase_c	111	PUL0602|AEH48200.1	601	1.844227030518396e-11	9	109	487	596	0.90990990990991	STP	STP
LacI	46	PUL0610|ACY47959.1	349	1.776206274134328e-21	1	46	6	51	1.0	TF	TF
Peripla_BP_3	164	PUL0610|ACY47959.1	349	1.2266060859914661e-43	1	164	179	346	1.0	STP	STP
S1_11	874	PUL0610|ACY47959.1	349	3.64e-06	6	193	4	196	55.3	SULFATLAS	Sulfatase
S1_32	540	PUL0610|ACY47961.1	997	1e-06	448	540	906	997	9.2	SULFATLAS	Sulfatase
M14.UNB	96	PUL0610|ACY47962.1	991	9.82e-14	1	91	31	120	9.1	PEPTIDASE	Peptidase
S1_46	633	PUL0610|ACY47963.1	668	1.02e-11	463	633	505	668	24.6	SULFATLAS	Sulfatase
S1_7	920	PUL0610|ACY47966.1	498	3.79e-32	531	891	40	420	76.5	SULFATLAS	Sulfatase
Sigma70_r4_2	54	PUL0610|ACY47967.1	187	4.150250926747841e-19	2	54	123	175	0.9814814814814816	STP	STP
FecR	96	PUL0610|ACY47968.1	347	1.7589581990284288e-20	2	96	127	222	0.9895833333333334	STP	STP
