Annotate Name	Annotate Length	Target Name	Target Length	i-Evalue	Annotate From	Annotate To	Target From	Target To	Coverage	Annotate File Name	Type
Pribosyltran	159	WP_278580933.1	219	1.464241156591769e-10	30	137	73	181	0.6792452830188679	STP	STP
AAA	132	WP_278580942.1	412	4.820441583342936e-16	1	100	112	237	0.7575757575757576	STP	STP
3.A.1.125.1	233	WP_278580948.1	228	2.3e-68	5	225	1	217	95.2	TC	TC
2.A.37.2.5	732	WP_278580949.1	705	4.05e-131	12	692	9	684	95.9	TC	TC
HATPase_c	111	WP_278580954.1	617	9.62808094553698e-09	5	63	24	84	0.5315315315315315	STP	STP
3.A.5.1.1	623	WP_278580962.1	474	7.06e-06	276	371	141	241	21.3	TC	TC
CBS	57	WP_278580964.1	494	3.1694893555752027e-12	5	52	98	145	0.8421052631578947	STP	STP
CBS	57	WP_278580964.1	494	1.9235334194561646e-10	3	54	156	208	0.912280701754386	STP	STP
1.B.14.6.16	1036	WP_278580980.1	1062	1.72e-108	1	1036	3	1062	99.8	TC	TC
M23.UPB	161	WP_278580984.1	334	1.31e-112	1	161	54	214	48.2	PEPTIDASE	Peptidase
3.A.11.1.5	676	WP_278580986.1	698	2.45e-149	4	655	5	671	95.6	TC	TC
3.A.1.117.3	589	WP_278580991.1	558	3.48e-49	120	551	128	556	76.9	TC	TC
2.C.1.4.3	320	WP_278580993.1	310	2.65e-09	225	317	192	308	37.7	TC	TC
3.A.1.105.15	578	WP_278581005.1	486	1.7700000000000002e-123	6	567	4	477	97.5	TC	TC
3.A.1.105.4	377	WP_278581006.1	352	1.67e-42	10	365	2	340	96.3	TC	TC
3.A.1.105.20	358	WP_278581007.1	361	1.3800000000000002e-27	8	356	7	360	98.1	TC	TC
2.A.66.1.3	457	WP_278581015.1	453	1.05e-50	3	435	7	434	94.5	TC	TC
HTH_3	55	WP_278581016.1	156	2.1224817700429957e-09	1	55	5	60	1.0	TF	TF
8.A.192.1.3	233	WP_278581018.1	276	7.59e-08	5	54	215	268	19.6	TC	TC
4.D.2.1.6	538	WP_278581022.1	248	4.4e-19	9	229	7	228	89.5	TC	TC
M38.UNW	380	WP_278581028.1	449	1.02e-277	1	380	8	387	84.6	PEPTIDASE	Peptidase
AAA	132	WP_278581034.1	600	4.99218346585044e-14	2	126	43	174	0.946969696969697	STP	STP
TrkA_C	70	WP_278581036.1	167	2.7753960410008697e-15	4	65	12	75	0.8857142857142857	STP	STP
TrkA_C	70	WP_278581036.1	167	1.6480936341465478e-14	4	66	100	164	0.9	STP	STP
A08.UPW	206	WP_278581039.1	242	1.32e-125	1	206	1	206	85.1	PEPTIDASE	Peptidase
Peptidase_M23	96	WP_278581041.1	545	4.42804999475473e-07	2	65	36	102	0.6666666666666666	STP	STP
M23.UPB	145	WP_278581041.1	545	7.97e-102	1	145	17	161	26.6	PEPTIDASE	Peptidase
C69.UPW	483	WP_278581043.1	545	0.0	1	483	20	502	88.6	PEPTIDASE	Peptidase
1.I.1.1.3	662	WP_278581051.1	437	2.78e-39	213	534	24	320	68.0	TC	TC
TPR_2	34	WP_278581065.1	444	6.298828481065047e-05	4	28	388	412	0.7352941176470589	STP	STP
M16.UPB	571	WP_278581066.1	950	0.0	1	571	41	611	60.1	PEPTIDASE	Peptidase
X52.001	221	WP_278581069.1	842	2.89e-21	6	220	488	702	25.5	PEPTIDASE	Peptidase
Nitroreductase	170	WP_278581086.1	245	6.508389983468005e-19	1	170	4	159	1.0	STP	STP
1.B.14.6.17	1041	WP_278581092.1	1053	2.91e-100	20	1041	7	1053	99.4	TC	TC
HD	122	WP_278581094.1	406	2.2189265414299104e-08	1	70	54	126	0.5737704918032787	STP	STP
M16.UPW	490	WP_278581098.1	976	8.459999999999999e-264	1	490	76	565	50.2	PEPTIDASE	Peptidase
9.B.168.1.2	483	WP_278581102.1	425	7.010000000000001e-70	129	481	69	423	83.5	TC	TC
9.B.101.3.1	376	WP_278581109.1	443	4.31e-47	185	366	191	364	39.3	TC	TC
3.A.1.120.8	558	WP_278581110.1	565	2.14e-205	3	541	8	550	96.1	TC	TC
3.A.3.2.17	1115	WP_278581111.1	903	1.4699999999999998e-135	74	965	21	893	96.7	TC	TC
8.A.9.1.2	685	WP_278581112.1	574	1.56e-43	117	637	26	547	90.9	TC	TC
FecR	96	WP_278581114.1	405	2.180304170332257e-17	6	96	195	286	0.9479166666666666	STP	STP
1.B.14.6.17	1041	WP_278581115.1	1115	9.97e-103	30	1041	120	1115	89.3	TC	TC
S1_11	1019	WP_278581124.1	460	8.55e-99	540	896	29	370	74.3	SULFATLAS	Sulfatase
3.A.5.1.1	497	WP_278581136.1	316	3.1e-95	199	493	15	315	95.3	TC	TC
C44.UPW	309	WP_278581142.1	632	1.9e-205	1	309	9	317	48.9	PEPTIDASE	Peptidase
HATPase_c	111	WP_278581153.1	653	8.786024845236507e-13	3	109	49	180	0.963963963963964	STP	STP
S41.UPA	284	WP_278581156.1	532	3.990000000000001e-181	1	284	57	354	56.0	PEPTIDASE	Peptidase
S46.001	685	WP_278581157.1	707	0.0	1	685	20	704	96.9	PEPTIDASE	Peptidase
9.B.156.3.1	522	WP_278581161.1	408	1.09e-102	143	514	31	401	90.9	TC	TC
GerE	57	WP_278581165.1	170	3.61715918122158e-05	4	40	116	153	0.6491228070175439	TF	TF
Sigma70_r2	71	WP_278581165.1	170	9.509035158760438e-15	6	69	14	75	0.9014084507042254	STP	STP
Sigma70_r4_2	54	WP_278581165.1	170	2.9158208827111954e-16	3	52	107	156	0.925925925925926	STP	STP
S09.UPW	228	WP_278581169.1	274	2.84e-170	1	228	43	270	83.2	PEPTIDASE	Peptidase
S26.UPA	434	WP_278581171.1	360	2.0999999999999998e-276	79	434	1	356	98.9	PEPTIDASE	Peptidase
2.A.7.3.57	299	WP_278581177.1	308	9.41e-131	1	298	1	307	99.7	TC	TC
2.C.1.4.4	272	WP_278581188.1	147	5.82e-10	169	268	25	146	83.0	TC	TC
0037767	80	WP_278581201.1	221	7.4013987591137e-08	5	77	155	220	0.9125	TF	TF
cNMP_binding	88	WP_278581201.1	221	4.711835002524276e-09	3	88	35	122	0.9772727272727272	STP	STP
1.B.9.4.2	542	WP_278581203.1	552	4.03e-188	1	542	1	552	100.0	TC	TC
1.A.22.1.1	136	WP_278581212.1	141	3.32e-46	3	132	4	141	97.9	TC	TC
2.A.66.1.4	459	WP_278581223.1	448	2.36e-67	26	446	5	440	97.3	TC	TC
1.C.96.1.3	608	WP_278581241.1	873	3.64e-24	30	317	587	871	32.6	TC	TC
1.C.96.1.3	608	WP_278581242.1	754	8.25e-52	8	336	424	753	43.8	TC	TC
1.B.38.1.10	570	WP_278581243.1	586	7.25e-13	54	570	52	586	91.3	TC	TC
HD	122	WP_278581246.1	178	3.6499828681271065e-06	3	119	23	140	0.9590163934426228	STP	STP
3.A.16.1.5	261	WP_278581247.1	271	1.52e-32	1	254	1	267	98.5	TC	TC
2.C.1.4.3	320	WP_278581249.1	265	7.000000000000001e-26	94	319	1	264	99.6	TC	TC
2.A.130.1.1	346	WP_278581250.1	314	7.56e-61	24	337	4	311	98.1	TC	TC
Aminotran_1_2	363	WP_278581256.1	405	9.621847771264799e-12	20	242	35	244	0.6143250688705234	STP	STP
2.A.13.1.3	439	WP_278581262.1	439	2.1000000000000002e-119	5	433	9	435	97.3	TC	TC
1.B.38.4.3	347	WP_278581265.1	335	4.76e-26	5	334	1	321	95.8	TC	TC
8.A.46.1.1	551	WP_278581267.1	544	1.79e-114	1	550	1	541	99.4	TC	TC
C10.UPW	212	WP_278581271.1	810	2.11e-153	1	212	132	343	26.2	PEPTIDASE	Peptidase
S1_97	480	WP_278581273.1	600	4.37e-31	6	243	4	256	42.2	SULFATLAS	Sulfatase
2.A.127.1.6	896	WP_278581289.1	693	1.61e-70	363	885	174	683	73.6	TC	TC
1.C.82.1.1	234	WP_278581297.1	225	2.44e-67	15	230	9	224	96.0	TC	TC
bZIP_1	64	WP_278581299.1	52	8.955033045367145e-05	18	52	15	49	0.546875	TF	TF
8.A.163.1.3	634	WP_278581301.1	684	2.86e-62	6	480	2	464	67.7	TC	TC
I39.UPW	1484	WP_278581304.1	1848	0.0	1	1484	364	1846	80.2	PEPTIDASE	Peptidase
1.B.14.6.16	1036	WP_278581308.1	237	7.28e-06	27	106	125	207	35.0	TC	TC
Peripla_BP_2	238	WP_278581309.1	373	5.9546846513624266e-15	3	235	95	331	0.9789915966386554	STP	STP
3.A.1.13.2	362	WP_278581310.1	336	4.12e-83	36	355	18	335	94.6	TC	TC
2.A.40.1.4	435	WP_278581312.1	406	1.22e-105	24	431	16	406	96.3	TC	TC
3.A.9.1.2	929	WP_278581337.1	857	1.22e-238	94	897	1	830	96.8	TC	TC
1.B.14.2.14	660	WP_278581343.1	718	7.4e-14	53	534	65	578	71.6	TC	TC
C25.UPW	349	WP_278581349.1	1199	9.46e-227	1	349	483	831	29.1	PEPTIDASE	Peptidase
Pyr_redox_2	292	WP_278581350.1	424	2.1228196892504163e-43	1	292	11	331	1.0	STP	STP
M16.UPB	358	WP_278581351.1	413	1.6e-204	1	358	9	366	86.7	PEPTIDASE	Peptidase
3.A.1.125.1	414	WP_278581352.1	415	3.04e-11	3	409	1	410	98.8	TC	TC
4.A.2.1.17	956	WP_278581357.1	906	1.0000000000000001e-28	549	912	459	888	47.5	TC	TC
1.B.14.6.14	830	WP_278581360.1	933	1.05e-87	25	829	113	930	87.7	TC	TC
4.F.1.3.5	308	WP_278581364.1	359	1.1399999999999998e-42	8	295	36	335	83.6	TC	TC
GerE	57	WP_278581366.1	214	1.0232066760421335e-16	2	57	146	201	0.9824561403508772	TF	TF
PglZ	176	WP_278581367.1	489	2.6263713051711893e-05	108	169	233	298	0.3522727272727273	STP	STP
Pyr_redox_2	292	WP_278581368.1	310	3.3828860981471164e-50	2	291	5	295	0.9931506849315068	STP	STP
2.A.4.3.9	382	WP_278581373.1	210	6.000000000000001e-21	50	181	11	142	62.9	TC	TC
4.D.1.1.15	574	WP_278581375.1	710	5.17e-62	161	417	348	607	36.6	TC	TC
8.A.46.2.2	537	WP_278581384.1	510	7.27e-92	13	533	14	508	97.1	TC	TC
GerE	57	WP_278581386.1	174	3.369030974337624e-08	18	45	139	166	0.4912280701754385	TF	TF
Sigma70_r2	71	WP_278581386.1	174	5.402984466483068e-11	1	65	11	72	0.9154929577464788	STP	STP
Sigma70_r4_2	54	WP_278581386.1	174	2.72239763532032e-18	1	54	113	166	1.0	STP	STP
S1_19	1513	WP_278581390.1	1019	2.64e-204	482	1511	17	1016	98.1	SULFATLAS	Sulfatase
9.B.304.1.8	440	WP_278581392.1	357	1.12e-15	103	313	111	321	59.1	TC	TC
LytTR	98	WP_278581395.1	236	1.715587903373189e-19	2	97	140	231	0.979591836734694	TF	TF
Response_reg	112	WP_278581395.1	236	1.0043531025643694e-20	2	108	6	108	0.9553571428571428	STP	STP
LytTR	98	WP_278581395.1	236	1.715587903373189e-19	2	97	140	231	0.979591836734694	STP	STP
Pyr_redox_2	292	WP_278581397.1	454	3.0481874876148e-72	2	292	5	326	0.9965753424657534	STP	STP
1.A.147.1.4	371	WP_278581419.1	332	8.6e-11	8	336	6	296	87.7	TC	TC
3.B.1.1.2	509	WP_278581443.1	521	1.18e-203	6	509	6	521	99.0	TC	TC
5.A.1.1.3	530	WP_278581460.1	699	7.64e-58	95	528	238	689	64.7	TC	TC
S13.UPW	361	WP_278581493.1	225	1.38e-86	1	148	77	224	65.8	PEPTIDASE	Peptidase
2.A.130.1.1	2316	WP_278581496.1	2517	0.0	7	2316	205	2517	91.9	TC	TC
S41.UNA	177	WP_278581498.1	344	4.65e-112	1	177	143	319	51.5	PEPTIDASE	Peptidase
HTH_18	81	WP_278581501.1	299	7.42739709478431e-14	1	81	217	296	1.0	STP	STP
S1_17	1162	WP_278581503.1	433	9.34e-67	617	995	36	418	88.5	SULFATLAS	Sulfatase
0041150	134	WP_278581509.1	165	6.108320338435369e-28	5	133	16	142	0.9626865671641792	TF	TF
3.D.4.3.2	522	WP_278581512.1	511	1.6900000000000002e-122	5	501	13	509	97.3	TC	TC
3.A.7.7.1	700	WP_278581518.1	620	3.71e-84	4	593	1	601	96.9	TC	TC
9.B.142.9.16	1090	WP_278581521.1	1109	2.85e-204	10	1042	8	1057	94.7	TC	TC
Fer4	24	WP_278581523.1	322	7.995338384831349e-06	5	23	197	215	0.7916666666666666	STP	STP
1.B.14.6.3	1061	WP_278581535.1	1086	1.39e-15	160	322	148	318	15.7	TC	TC
TPR_2	34	WP_278581544.1	750	9.721907458712117e-07	1	34	655	688	1.0	STP	STP
TPR_2	34	WP_278581545.1	225	2.8250553965880626e-07	1	33	57	89	0.9705882352941176	STP	STP
TPR_1	34	WP_278581545.1	225	7.517457374526214e-09	3	33	96	126	0.9117647058823528	STP	STP
1.A.13.4.1	353	WP_278581548.1	331	5.98e-48	20	350	6	331	98.5	TC	TC
9.B.14.3.3	353	WP_278581557.1	262	7.86e-28	179	349	94	259	63.4	TC	TC
5.A.3.5.3	478	WP_278581560.1	498	1.66e-141	37	473	52	490	88.2	TC	TC
2.A.127.1.11	641	WP_278581574.1	666	2.51e-28	278	559	286	578	44.0	TC	TC
C01.UPA	300	WP_278581576.1	333	7.05e-208	1	300	32	331	90.1	PEPTIDASE	Peptidase
9.B.325.1.1	546	WP_278581592.1	540	1.31e-199	1	528	1	530	98.1	TC	TC
8.A.192.1.4	374	WP_278581594.1	380	3.72e-65	1	362	1	359	94.5	TC	TC
0035607	54	WP_278581597.1	1256	1.5034973013396092e-05	2	51	1206	1253	0.925925925925926	TF	TF
Reg_prop	24	WP_278581597.1	1256	7.413949546415959e-06	1	23	280	302	0.9583333333333334	STP	STP
HisKA	64	WP_278581597.1	1256	8.169857258461807e-12	2	62	770	832	0.953125	STP	STP
HATPase_c	111	WP_278581597.1	1256	4.178293798634884e-19	3	109	883	986	0.963963963963964	STP	STP
Response_reg	112	WP_278581597.1	1256	1.6975113368658427e-27	1	108	1009	1116	0.9642857142857144	STP	STP
HTH_18	81	WP_278581597.1	1256	7.196168053721472e-19	1	79	1177	1254	0.9753086419753086	STP	STP
S1_8	888	WP_278581599.1	349	1.39e-26	42	256	48	253	59.0	SULFATLAS	Sulfatase
8.A.46.1.1	551	WP_278581603.1	261	3.3000000000000003e-34	258	550	1	261	100.0	TC	TC
8.A.46.2.2	537	WP_278581608.1	605	4.4e-39	148	537	183	602	69.4	TC	TC
1.B.14.6.13	940	WP_278581610.1	1108	2.5299999999999998e-138	9	940	102	1108	90.9	TC	TC
S1_97	480	WP_278581618.1	593	3.54e-85	6	248	4	243	40.5	SULFATLAS	Sulfatase
4.C.1.1.4	561	WP_278581619.1	554	1.48e-34	24	486	6	481	85.9	TC	TC
4.C.1.1.21	711	WP_278581620.1	557	4.6800000000000004e-29	126	598	32	474	79.5	TC	TC
2.A.66.1.32	464	WP_278581621.1	457	2.5e-87	1	438	1	438	95.8	TC	TC
9.B.18.2.4	355	WP_278581625.1	384	1.46e-113	1	347	1	372	96.9	TC	TC
2.A.1.14.33	453	WP_278581638.1	408	2.24e-18	46	323	12	285	67.2	TC	TC
S4	310	WP_278581645.1	308	1.52e-11	30	172	12	143	42.9	SULFATLAS	Sulfatase
ACT	67	WP_278581646.1	750	9.99063841257224e-05	11	63	345	391	0.7910447761194029	STP	STP
I39.UPW	133	WP_278581648.1	670	1.05e-69	1	133	530	662	19.9	PEPTIDASE	Peptidase
1.B.6.1.1	346	WP_278581649.1	697	5.47e-11	217	305	527	613	12.5	TC	TC
S1_63	482	WP_278581650.1	264	7.36e-24	398	476	1	85	32.2	SULFATLAS	Sulfatase
2.A.79.2.1	157	WP_278581651.1	472	6.65e-08	15	149	298	437	29.7	TC	TC
S49.UPW	557	WP_278581654.1	592	0.0	1	557	36	592	94.1	PEPTIDASE	Peptidase
9.A.34.1.10	955	WP_278581665.1	1340	7.05e-11	689	786	1241	1331	6.8	TC	TC
HD	122	WP_278581673.1	764	2.2177206907057837e-06	2	122	63	162	0.9918032786885246	STP	STP
8.A.192.1.5	335	WP_278581677.1	89	5.14e-26	7	82	3	78	85.4	TC	TC
S09.017	250	WP_278581684.1	744	2.68e-171	1	250	478	727	33.6	PEPTIDASE	Peptidase
1.B.14.8.7	673	WP_278581689.1	831	2.35e-11	49	157	57	164	13.0	TC	TC
M03.UPA	679	WP_278581693.1	450	0.0	1	438	13	450	97.3	PEPTIDASE	Peptidase
S1_11	1268	WP_278581706.1	836	1.04e-101	38	779	66	833	91.9	SULFATLAS	Sulfatase
2.A.130.1.1	827	WP_278581708.1	795	8.97e-209	23	827	11	795	98.7	TC	TC
Pyr_redox_2	292	WP_278581724.1	519	2.1445623386198362e-43	1	288	213	497	0.9863013698630136	STP	STP
8.A.46.1.1	551	WP_278581727.1	574	1.62e-18	153	551	141	573	75.4	TC	TC
1.B.14.6.1	1038	WP_278581728.1	995	2.71e-117	26	1017	11	957	95.2	TC	TC
HD	122	WP_278581734.1	212	5.121283039803303e-09	3	118	30	125	0.9508196721311476	STP	STP
1.B.14.15.2	776	WP_278581737.1	797	2.87e-236	50	776	52	797	93.6	TC	TC
S1_16	982	WP_278581744.1	538	3.84e-144	33	555	17	537	96.8	SULFATLAS	Sulfatase
U32.UPW	70	WP_278581745.1	330	2.24e-16	1	67	56	122	20.3	PEPTIDASE	Peptidase
HisKA	64	WP_278581748.1	518	4.338604648351922e-12	2	61	285	349	0.9375	STP	STP
HATPase_c	111	WP_278581748.1	518	9.985927794625092e-26	2	108	399	509	0.963963963963964	STP	STP
S1_14	989	WP_278581750.1	279	1.41e-23	33	260	22	238	77.8	SULFATLAS	Sulfatase
9.B.146.1.4	379	WP_278581755.1	377	8.32e-81	10	325	11	320	82.2	TC	TC
M78.UPW	115	WP_278581761.1	377	1.02e-25	2	115	189	296	28.6	PEPTIDASE	Peptidase
Aminotran_1_2	363	WP_278581764.1	603	2.937615707862535e-29	56	363	312	600	0.8484848484848485	STP	STP
S1_2	2932	WP_278581773.1	920	1.85e-49	1023	2076	6	906	97.9	SULFATLAS	Sulfatase
S1_7	1724	WP_278581776.1	194	1.09e-35	139	353	3	190	96.9	SULFATLAS	Sulfatase
1.B.14.6.17	1041	WP_278581787.1	1023	3.75e-124	5	1040	1	1022	99.9	TC	TC
8.A.46.1.3	603	WP_278581789.1	597	3.28e-29	10	414	11	452	74.0	TC	TC
HTH_18	81	WP_278581794.1	137	2.1058309608717866e-21	3	80	58	134	0.9629629629629628	STP	STP
S1_25	1173	WP_278581805.1	704	1.32e-212	484	1172	13	702	98.0	SULFATLAS	Sulfatase
S16.A04	304	WP_278581813.1	466	5.5e-210	1	304	162	465	65.2	PEPTIDASE	Peptidase
S1_11	746	WP_278581815.1	226	1.93e-09	584	743	63	226	72.6	SULFATLAS	Sulfatase
S08.UPA	351	WP_278581825.1	224	1.76e-07	8	67	172	223	23.2	PEPTIDASE	Peptidase
8.A.46.3.1	501	WP_278581829.1	540	6.580000000000001e-35	3	498	9	534	97.4	TC	TC
1.B.14.6.16	1036	WP_278581831.1	999	1.66e-175	4	1034	8	997	99.1	TC	TC
0042156	125	WP_278581844.1	126	1.3725620374050825e-19	9	111	6	107	0.824	TF	TF
C26.955	190	WP_278581846.1	191	7.910000000000001e-117	1	190	2	191	99.5	PEPTIDASE	Peptidase
HD	122	WP_278581862.1	474	8.690549124344689e-15	2	118	264	382	0.9590163934426228	STP	STP
2.A.6.2.41	398	WP_278581863.1	443	5.55e-33	14	376	6	411	91.6	TC	TC
2.A.6.2.22	1040	WP_278581864.1	1087	1.5299999999999998e-228	6	1029	6	1053	96.4	TC	TC
C110.UPW	113	WP_278581869.1	607	5.98e-23	9	113	256	360	17.3	PEPTIDASE	Peptidase
3.A.1.122.27	236	WP_278581870.1	970	1.76e-09	86	216	796	928	13.7	TC	TC
1.B.14.6.17	1041	WP_278581874.1	1091	4.3000000000000004e-101	8	1007	3	1051	96.2	TC	TC
3.A.1.112.10	721	WP_278581877.1	729	1.8e-99	9	718	6	726	98.9	TC	TC
HTH_18	81	WP_278581881.1	324	2.9562525113476474e-20	1	80	238	316	0.9876543209876544	STP	STP
1.B.14.10.2	671	WP_278581882.1	821	2.3e-20	57	417	101	516	50.7	TC	TC
Pribosyltran	159	WP_278581889.1	210	5.6201799165421386e-18	21	126	60	155	0.6666666666666666	STP	STP
1.B.14.6.1	1038	WP_278581892.1	769	1.18e-09	43	284	21	255	30.6	TC	TC
4.D.1.3.3	1435	WP_278581895.1	346	9.41e-08	614	823	4	204	58.1	TC	TC
DeoRC	160	WP_278581898.1	145	2.1738337152879103e-32	51	160	2	111	0.6875	STP	STP
S1_20	1760	WP_278581903.1	826	8.89e-96	69	834	40	816	94.1	SULFATLAS	Sulfatase
2.A.58.2.2	539	WP_278581906.1	569	3.3300000000000007e-59	1	539	1	564	99.1	TC	TC
2.A.130.1.1	235	WP_278581914.1	230	4.38e-26	12	235	11	228	94.8	TC	TC
HTH_18	81	WP_278581916.1	319	6.248235818867154e-13	1	79	225	302	0.9753086419753086	STP	STP
EPSP_synthase	417	WP_278581922.1	437	6.414902923789633e-61	2	416	7	423	0.9952038369304556	STP	STP
M50.UPW	463	WP_278581925.1	466	0.0	1	463	1	463	99.4	PEPTIDASE	Peptidase
2.A.51.1.5	178	WP_278581927.1	217	5.5e-17	7	176	45	215	78.8	TC	TC
C56.972	117	WP_278581929.1	1248	3.41e-73	1	117	1009	1125	9.4	PEPTIDASE	Peptidase
I69.UPW	64	WP_278581931.1	160	7.26e-39	1	64	35	98	40.0	PEPTIDASE	Peptidase
S08.UPA	504	WP_278581934.1	696	0.0	1	504	137	640	72.4	PEPTIDASE	Peptidase
GerE	57	WP_278581944.1	302	2.4302515578187666e-15	2	57	237	289	0.9824561403508772	TF	TF
Hemerythrin	131	WP_278581944.1	302	4.1606084624744283e-13	17	130	90	207	0.8702290076335878	STP	STP
GerE	57	WP_278581944.1	302	2.4302515578187666e-15	2	57	237	289	0.9824561403508772	STP	STP
S1_19	1513	WP_278581950.1	1055	1.95e-229	488	1512	29	1055	97.3	SULFATLAS	Sulfatase
1.B.14.6.1	1038	WP_278581951.1	911	5.06e-67	135	1038	52	911	94.4	TC	TC
8.A.46.1.1	551	WP_278581953.1	544	1.5000000000000001e-21	34	551	20	538	95.4	TC	TC
GerE	57	WP_278581961.1	332	2.387398953826153e-07	3	48	273	318	0.8070175438596491	TF	TF
Sigma70_r2	71	WP_278581967.1	160	1.325669319918096e-15	5	70	13	77	0.9295774647887324	STP	STP
Sigma70_r4_2	54	WP_278581967.1	160	4.751445826027533e-13	2	54	102	154	0.9814814814814816	STP	STP
3.A.10.1.11	733	WP_278581970.1	735	0.0	2	731	3	733	99.5	TC	TC
0041150	134	WP_278581978.1	143	5.709420471911352e-31	2	133	3	130	0.9850746268656716	TF	TF
Sigma70_r4_2	54	WP_278581989.1	164	2.0065063465561187e-10	12	50	113	151	0.7222222222222222	STP	STP
3.A.23.1.1	530	WP_278581995.1	413	3.0999999999999996e-49	193	418	15	240	54.7	TC	TC
HTH_8	42	WP_278581995.1	413	3.8675819618999135e-14	4	42	370	408	0.9285714285714286	TF	TF
1.B.14.6.16	1036	WP_278581997.1	1102	3.99e-67	2	1028	3	1094	99.1	TC	TC
2.A.1.53.5	478	WP_278582003.1	540	3.2e-16	46	422	11	489	88.7	TC	TC
S09.075	254	WP_278582005.1	718	1.1900000000000001e-195	1	254	465	718	35.4	PEPTIDASE	Peptidase
2.A.9.3.10	533	WP_278582006.1	572	8.99e-21	243	510	191	491	52.6	TC	TC
M20.UPC	483	WP_278582018.1	484	0.0	1	483	2	484	99.8	PEPTIDASE	Peptidase
GAF	133	WP_278582021.1	161	1.2579227493229926e-06	36	130	61	151	0.7142857142857143	STP	STP
9.B.111.1.5	909	WP_278582028.1	578	3.12e-100	36	452	54	502	77.7	TC	TC
S49.UNC	96	WP_278582034.1	201	5.399999999999999e-55	1	95	102	196	47.3	PEPTIDASE	Peptidase
2.A.50.2.3	461	WP_278582047.1	493	1.32e-74	75	425	97	450	71.8	TC	TC
9.B.214.3.2	570	WP_278582054.1	706	9.56e-53	5	358	9	366	50.7	TC	TC
9.B.157.1.3	347	WP_278582056.1	455	5.85e-05	132	316	174	340	36.7	TC	TC
2.A.103.1.2	370	WP_278582064.1	429	9.4e-25	56	359	59	407	81.4	TC	TC
M41.A17	266	WP_278582070.1	491	5.62e-176	1	266	218	483	54.2	PEPTIDASE	Peptidase
9.B.158.1.1	273	WP_278582079.1	253	4.64e-60	26	262	6	242	93.7	TC	TC
Hemerythrin	131	WP_278582088.1	512	5.886299832370938e-11	1	129	95	214	0.9847328244274808	STP	STP
3.A.2.1.2	467	WP_278582089.1	507	2.21e-221	5	466	6	506	98.8	TC	TC
3.A.2.1.10	317	WP_278582091.1	325	5.299999999999999e-53	1	312	1	321	98.8	TC	TC
3.A.1.132.3	339	WP_278582099.1	367	2.03e-53	86	328	94	345	68.7	TC	TC
Sigma70_r2	71	WP_278582122.1	228	3.858068317768424e-11	3	68	42	107	0.9295774647887324	STP	STP
Sigma70_r4	50	WP_278582122.1	228	6.224011864707713e-14	2	49	174	224	0.96	STP	STP
4.B.1.1.4	221	WP_278582127.1	196	3.05e-23	26	204	4	184	92.3	TC	TC
S1_16	982	WP_278582134.1	699	3.77e-111	118	557	107	536	61.5	SULFATLAS	Sulfatase
1.B.42.1.15	1443	WP_278582143.1	405	2.06e-09	50	344	102	400	73.8	TC	TC
AAA	132	WP_278582146.1	822	2.3979832180028386e-23	1	126	375	512	0.9545454545454546	STP	STP
S16.UPW	251	WP_278582146.1	822	5.57e-168	1	251	564	814	30.5	PEPTIDASE	Peptidase
Aminotran_1_2	363	WP_278582148.1	396	2.837129415932251e-56	3	363	45	385	0.9944903581267218	STP	STP
4.D.1.1.15	574	WP_278582157.1	319	4.33e-06	170	276	10	118	34.2	TC	TC
S08.UPA	302	WP_278582159.1	474	2.29e-222	1	302	165	466	63.7	PEPTIDASE	Peptidase
3.A.1.211.25	639	WP_278582163.1	666	4.04e-98	12	516	9	522	77.2	TC	TC
M13.UPW	653	WP_278582164.1	677	0.0	1	653	25	677	96.5	PEPTIDASE	Peptidase
NUDIX	131	WP_278582166.1	225	3.079938952720905e-07	5	118	14	125	0.8702290076335878	STP	STP
S1_22	825	WP_278582168.1	372	3.69e-105	465	823	2	361	96.8	SULFATLAS	Sulfatase
3.A.1.152.8	585	WP_278582170.1	644	1.5e-66	1	584	4	488	75.3	TC	TC
I39.UPW	220	WP_278582171.1	966	5.57e-51	71	220	1	149	15.4	PEPTIDASE	Peptidase
3.D.5.1.1	414	WP_278582176.1	383	1e-95	1	411	1	381	99.5	TC	TC
Hemerythrin	131	WP_278582182.1	174	1.2986148868256753e-15	3	131	22	170	0.9847328244274808	STP	STP
0038753	71	WP_278582183.1	223	2.665750532018143e-11	2	70	153	217	0.971830985915493	TF	TF
cNMP_binding	88	WP_278582183.1	223	1.380587167009675e-05	2	87	35	122	0.9772727272727272	STP	STP
2.A.19.5.2	319	WP_278582184.1	307	5.73e-61	1	312	1	302	98.4	TC	TC
2.A.66.1.45	455	WP_278582189.1	473	2.13e-26	11	405	35	438	85.4	TC	TC
9.B.105.5.2	323	WP_278582190.1	567	4.67e-60	1	264	128	430	53.4	TC	TC
1.B.6.1.12	346	WP_278582191.1	360	9.43e-05	231	318	275	353	21.9	TC	TC
2.A.6.8.3	1226	WP_278582200.1	496	1.97e-36	890	1061	324	495	34.7	TC	TC
M24.UPB	247	WP_278582206.1	132	1.6500000000000001e-56	162	247	1	86	65.2	PEPTIDASE	Peptidase
1.A.30.2.9	270	WP_278582216.1	272	1.96e-16	79	264	78	262	68.0	TC	TC
