system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	genomic organization	product
1	CGC-Finder Model	PUL	10, 11, 12, 12, 13, 13, 15, 15, 16, 17, 18, 2, 21, 23, 27, 27, 27, 3, 30, 34, 9	KFX61_RS22155	persistent	STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP		BT_RS03805		NC_004663.1	946776	948461	-	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator, response regulator
2	CGC-Finder Model	PUL	10, 63	KQP59_RS09105	persistent	STP, STP		BT_RS04285		NC_004663.1	1043365	1044642	-	False	split, split	ATP-binding protein, ATP-binding protein
10	CGC-Finder Model	PUL	13, 14, 15, 15, 17, 18, 18, 19, 20, 20, 21, 22, 22, 22, 23, 26, 27, 27, 29, 32, 34, 34, 39, 91	KQP59_RS03480	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS06175		NC_004663.1	1520053	1521528	-	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase, decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase
10	CGC-Finder Model	PUL	1, 10, 10, 11, 11, 12, 13, 13, 13, 14, 15, 16, 17, 18, 20, 20, 21, 22, 22, 24, 58, 7, 8, 8	DWY18_RS09465	persistent	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS06180		NC_004663.1	1521638	1522807	+	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter, dicarboxylate/amino acid:cation symporter
10	CGC-Finder Model	PUL	10, 13, 13, 16, 16, 16, 16, 17, 18, 18, 19, 20, 20, 21, 21, 24, 25, 25, 28, 31, 31, 32, 35, 36, 8	KGH32_RS13510	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS06185		NC_004663.1	1522884	1523954	+	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, 6-dehydratase, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4, GDP-mannose 4
12	CGC-Finder Model	PUL	1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 5, 5, 51, 6, 7, 7	KQP59_RS03460	persistent	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS06195		NC_004663.1	1525735	1527393	+	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein, AMP-binding protein
12	CGC-Finder Model	PUL	10, 10, 10, 12, 12, 13, 13, 15, 16, 16, 16, 19, 29, 5, 7, 7, 7, 8, 8, 9, 9, 9	KQP59_RS03445	persistent	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS06210		NC_004663.1	1531038	1532705	-	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter
2	CGC-Finder Model	PUL	30, 6, 7, 8	KQP59_RS07805	persistent	STP, STP, STP, STP		BT_RS07160		NC_004663.1	1746217	1746906	+	False	split, split, split, split	Crp/Fnr family transcriptional regulator, Crp/Fnr family transcriptional regulator, Crp/Fnr family transcriptional regulator, Crp/Fnr family transcriptional regulator
2	CGC-Finder Model	PUL	37, 4	KQP59_RS07795	persistent	TC, TC		BT_RS07170		NC_004663.1	1748290	1749081	-	False	split, split	cytochrome c biogenesis protein CcsA, cytochrome c biogenesis protein CcsA
108	CGC-Finder Model	PUL	23, 3, 92	KQP59_RS01660	persistent	TC, TC, TC		BT_RS08540		NC_004663.1	2075866	2079060	-	False	split, split, split	TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor
108	CGC-Finder Model	PUL	10, 10, 18	KQP59_RS01650	persistent	STP, STP, STP		BT_RS08550		NC_004663.1	2080481	2080885	+	False	split, split, split	methylmalonyl-CoA epimerase, methylmalonyl-CoA epimerase, methylmalonyl-CoA epimerase
108	CGC-Finder Model	PUL	19, 33, 5	KQP59_RS01645	persistent	TC, TC, TC		BT_RS08555		NC_004663.1	2080916	2082469	+	False	split, split, split	acyl-CoA carboxylase subunit beta, acyl-CoA carboxylase subunit beta, acyl-CoA carboxylase subunit beta
108	CGC-Finder Model	PUL	38, 73, 9	KQP59_RS01635	persistent	TC, TC, TC		BT_RS08565		NC_004663.1	2083446	2083880	+	False	split, split, split	biotin/lipoyl-containing protein, biotin/lipoyl-containing protein, biotin/lipoyl-containing protein
108	CGC-Finder Model	PUL	14, 27, 8	KQP59_RS01630	persistent	TC, TC, TC		BT_RS08570		NC_004663.1	2083882	2085042	+	False	split, split, split	sodium ion-translocating decarboxylase subunit beta, sodium ion-translocating decarboxylase subunit beta, sodium ion-translocating decarboxylase subunit beta
108	CGC-Finder Model	PUL	12, 2, 21	KQP59_RS01625	persistent	STP, STP, STP		BT_RS08575		NC_004663.1	2085217	2086551	+	False	split, split, split	tetratricopeptide repeat protein, tetratricopeptide repeat protein, tetratricopeptide repeat protein
2	CGC-Finder Model	PUL	3	DWY18_RS21655	persistent	TC		BT_RS08595		NC_004663.1	2089985	2093023	+	False	split	efflux RND transporter permease subunit
2	CGC-Finder Model	PUL	48	KQP59_RS01595	persistent	TC		BT_RS08605		NC_004663.1	2094462	2095697	-	False	split	sodium ion-translocating decarboxylase subunit beta
2	CGC-Finder Model	PUL	110	KQP59_RS23760	persistent	TC		BT_RS10045		NC_004663.1	2492917	2493567	+	False	split	hemolysin III family protein
2	CGC-Finder Model	PUL	43	KQP59_RS23765	persistent	STP		BT_RS10050		NC_004663.1	2493601	2493822	-	False	split	helix-turn-helix transcriptional regulator
2	CGC-Finder Model	PUL	32	KFX89_RS21570	persistent	STP		BT_RS12705		NC_004663.1	3135438	3135857	-	False	split	transcriptional regulator
2	CGC-Finder Model	PUL	97	KQP59_RS06235	persistent	TC		BT_RS12710		NC_004663.1	3135864	3137816	-	False	split	heavy metal translocating P-type ATPase
115	CGC-Finder Model	PUL	11, 12, 13, 17, 19, 5	KQP59_RS16580	persistent	STP, STP, STP, STP, TF, TF		BT_RS13290		NC_004663.1	3277939	3281976	-	False	split, split, split, split, split, split	response regulator, response regulator, response regulator, response regulator, response regulator, response regulator
115	CGC-Finder Model	PUL	29, 31, 31, 46, 51, 56	KQP59_RS16585	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS13295		NC_004663.1	3282187	3284469	+	False	split, split, split, split, split, split	GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase
115	CGC-Finder Model	PUL	16, 17, 19, 24, 33, 9	KQP59_RS16595	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS13305		NC_004663.1	3285553	3286683	+	False	split, split, split, split, split, split	glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein
115	CGC-Finder Model	PUL	2, 2, 2, 26, 3, 3	KQP59_RS17705	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS13310		NC_004663.1	3286743	3288188	+	False	split, split, split, split, split, split	glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein
2	CGC-Finder Model	PUL	12, 13, 13, 13, 14, 15, 16, 39, 59, 68, 9	NXX43_RS04770	persistent	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS15810		NC_004663.1	3974821	3976233	+	False	split, split, split, split, split, split, split, split, split, split, split	hypothetical protein, hypothetical protein, hypothetical protein, hypothetical protein, hypothetical protein, hypothetical protein, hypothetical protein, hypothetical protein, hypothetical protein, hypothetical protein, hypothetical protein
2	CGC-Finder Model	PUL	13, 16, 2, 28, 4, 4, 5, 5, 5, 5, 5	KQP59_RS19610	persistent	STP, STP, STP, STP, STP, STP, STP, TF, TF, TF, TF		BT_RS15820		NC_004663.1	3979378	3980247	-	False	split, split, split, split, split, split, split, split, split, split, split	AraC family transcriptional regulator, AraC family transcriptional regulator, AraC family transcriptional regulator, AraC family transcriptional regulator, AraC family transcriptional regulator, AraC family transcriptional regulator, AraC family transcriptional regulator, AraC family transcriptional regulator, AraC family transcriptional regulator, AraC family transcriptional regulator, AraC family transcriptional regulator
2	CGC-Finder Model	PUL	21, 4, 4, 48, 6, 6, 61, 7, 7, 7, 8	KQP59_RS19600	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS15830		NC_004663.1	3981331	3982770	-	False	split, split, split, split, split, split, split, split, split, split, split	sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase
2	CGC-Finder Model	PUL	103, 2, 2, 2, 3, 3, 3, 4, 4, 48, 75	I2D75_RS03585	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS15835		NC_004663.1	3983916	3986750	+	False	split, split, split, split, split, split, split, split, split, split, split	leucine--tRNA ligase, leucine--tRNA ligase, leucine--tRNA ligase, leucine--tRNA ligase, leucine--tRNA ligase, leucine--tRNA ligase, leucine--tRNA ligase, leucine--tRNA ligase, leucine--tRNA ligase, leucine--tRNA ligase, leucine--tRNA ligase
2	CGC-Finder Model	PUL	26, 28, 3, 4, 5, 5, 6, 6, 6, 6, 6, 7	KQP59_RS19590	persistent	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS15840		NC_004663.1	3986902	3987819	+	False	split, split, split, split, split, split, split, split, split, split, split, split	YitT family protein, YitT family protein, YitT family protein, YitT family protein, YitT family protein, YitT family protein, YitT family protein, YitT family protein, YitT family protein, YitT family protein, YitT family protein, YitT family protein
2	CGC-Finder Model	PUL	2, 3, 3, 3, 3, 3, 36, 4, 4, 4, 45, 47	KQP59_RS19580	persistent	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS15850		NC_004663.1	3988611	3989453	+	False	split, split, split, split, split, split, split, split, split, split, split, split	OmpA family protein, OmpA family protein, OmpA family protein, OmpA family protein, OmpA family protein, OmpA family protein, OmpA family protein, OmpA family protein, OmpA family protein, OmpA family protein, OmpA family protein, OmpA family protein
2	CGC-Finder Model	PUL	11, 11, 13, 14, 14, 14, 15, 16, 17, 40, 60, 70	KQP59_RS19570	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS15860		NC_004663.1	3991841	3993997	-	False	split, split, split, split, split, split, split, split, split, split, split, split	alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase
2	CGC-Finder Model	PUL	10, 10, 11, 12, 12, 12, 13, 14, 15, 39, 49, 56	DWY18_RS02510	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS15865		NC_004663.1	3994022	3995968	-	False	split, split, split, split, split, split, split, split, split, split, split, split	sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase, sialate O-acetylesterase
2	CGC-Finder Model	PUL	1, 1, 1, 1, 1, 2, 2, 2, 2, 34, 44, 45	KQP59_RS19560	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS15870		NC_004663.1	3995977	3997998	-	False	split, split, split, split, split, split, split, split, split, split, split, split	alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase, alpha-galactosidase
117	CGC-Finder Model	PUL	14, 29, 5, 5, 55, 6, 65, 7, 7, 7, 8, 8, 8	KQP59_RS19550	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS15975		NC_004663.1	4018183	4020609	+	False	split, split, split, split, split, split, split, split, split, split, split, split, split	glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein, glycoside hydrolase family 95 protein
117	CGC-Finder Model	PUL	11, 11, 12, 12, 13, 44, 56, 6, 9, 9	K0G47_RS18215	shell	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS15980		NC_004663.1	4020827	4023988	+	False	split, split, split, split, split, split, split, split, split, split	TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor
115	CGC-Finder Model	PUL	26, 28, 28, 43, 52, 72	KQP59_RS17790	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17750		NC_004663.1	4530917	4533430	-	False	split, split, split, split, split, split	DUF4965 domain-containing protein, DUF4965 domain-containing protein, DUF4965 domain-containing protein, DUF4965 domain-containing protein, DUF4965 domain-containing protein, DUF4965 domain-containing protein
115	CGC-Finder Model	PUL	22, 31, 34, 34, 53, 60	PGW79_RS22370	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17755		NC_004663.1	4533444	4535258	-	False	split, split, split, split, split, split	glycoside hydrolase family 2 TIM barrel-domain containing protein, glycoside hydrolase family 2 TIM barrel-domain containing protein, glycoside hydrolase family 2 TIM barrel-domain containing protein, glycoside hydrolase family 2 TIM barrel-domain containing protein, glycoside hydrolase family 2 TIM barrel-domain containing protein, glycoside hydrolase family 2 TIM barrel-domain containing protein
115	CGC-Finder Model	PUL	25, 27, 27, 36, 49, 98	KQP59_RS17780	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17760		NC_004663.1	4535553	4538501	+	False	split, split, split, split, split, split	glycosyl hydrolase 115 family protein, glycosyl hydrolase 115 family protein, glycosyl hydrolase 115 family protein, glycosyl hydrolase 115 family protein, glycosyl hydrolase 115 family protein, glycosyl hydrolase 115 family protein
115	CGC-Finder Model	PUL	17, 22, 23, 24, 33, 43	KQP59_RS17775	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17765		NC_004663.1	4538498	4539610	-	False	split, split, split, split, split, split	glycoside hydrolase family 43 protein, glycoside hydrolase family 43 protein, glycoside hydrolase family 43 protein, glycoside hydrolase family 43 protein, glycoside hydrolase family 43 protein, glycoside hydrolase family 43 protein
115	CGC-Finder Model	PUL	20, 21, 22, 30, 41, 96	KQP59_RS17760	shell	STP, STP, STP, STP, STP, STP		BT_RS17775		NC_004663.1	4541946	4542518	+	False	split, split, split, split, split, split	sigma-70 family RNA polymerase sigma factor, sigma-70 family RNA polymerase sigma factor, sigma-70 family RNA polymerase sigma factor, sigma-70 family RNA polymerase sigma factor, sigma-70 family RNA polymerase sigma factor, sigma-70 family RNA polymerase sigma factor
115	CGC-Finder Model	PUL	106, 28, 30, 33, 50, 55	KQP59_RS17755	shell	STP, STP, STP, STP, STP, STP		BT_RS17780		NC_004663.1	4542632	4543834	+	False	split, split, split, split, split, split	FecR domain-containing protein, FecR domain-containing protein, FecR domain-containing protein, FecR domain-containing protein, FecR domain-containing protein, FecR domain-containing protein
115	CGC-Finder Model	PUL	19, 19, 21, 27, 38, 93	KQP59_RS17750	shell	TC, TC, TC, TC, TC, TC		BT_RS17785		NC_004663.1	4543995	4547426	+	False	split, split, split, split, split, split	TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor
115	CGC-Finder Model	PUL	104, 27, 29, 29, 49, 54	KQP59_RS17740	shell	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17795		NC_004663.1	4549393	4550682	+	False	split, split, split, split, split, split	glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein
115	CGC-Finder Model	PUL	10, 11, 15, 17, 83, 9	KQP59_RS17725	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17810		NC_004663.1	4553580	4554842	+	False	split, split, split, split, split, split	glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein
115	CGC-Finder Model	PUL	4, 4, 4, 6, 76, 9	KQP59_RS17715	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17820		NC_004663.1	4557094	4559571	+	False	split, split, split, split, split, split	DUF4965 domain-containing protein, DUF4965 domain-containing protein, DUF4965 domain-containing protein, DUF4965 domain-containing protein, DUF4965 domain-containing protein, DUF4965 domain-containing protein
115	CGC-Finder Model	PUL	11, 16, 8, 8, 81, 9	KQP59_RS17710	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17825		NC_004663.1	4559584	4561875	+	False	split, split, split, split, split, split	GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase
115	CGC-Finder Model	PUL	1, 1, 1, 2, 2, 25	KQP59_RS17705	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17830		NC_004663.1	4561924	4563342	+	False	split, split, split, split, split, split	glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein
115	CGC-Finder Model	PUL	10, 53, 6, 6, 7, 8	KQP59_RS17685	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17835		NC_004663.1	4563352	4564485	+	False	split, split, split, split, split, split	aldose epimerase family protein, aldose epimerase family protein, aldose epimerase family protein, aldose epimerase family protein, aldose epimerase family protein, aldose epimerase family protein
115	CGC-Finder Model	PUL	21, 22, 23, 31, 41, 42	FH716_RS19500	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17840		NC_004663.1	4564571	4566586	+	False	split, split, split, split, split, split	glycoside hydrolase family 92 protein, glycoside hydrolase family 92 protein, glycoside hydrolase family 92 protein, glycoside hydrolase family 92 protein, glycoside hydrolase family 92 protein, glycoside hydrolase family 92 protein
115	CGC-Finder Model	PUL	23, 24, 25, 34, 44, 66	KQP59_RS17690	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17845		NC_004663.1	4566645	4568708	+	False	split, split, split, split, split, split	glycoside hydrolase family 127 protein, glycoside hydrolase family 127 protein, glycoside hydrolase family 127 protein, glycoside hydrolase family 127 protein, glycoside hydrolase family 127 protein, glycoside hydrolase family 127 protein
115	CGC-Finder Model	PUL	11, 54, 7, 7, 8, 9	KQP59_RS17685	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS17850		NC_004663.1	4568923	4570056	+	False	split, split, split, split, split, split	aldose epimerase family protein, aldose epimerase family protein, aldose epimerase family protein, aldose epimerase family protein, aldose epimerase family protein, aldose epimerase family protein
115	CGC-Finder Model	PUL	2, 5, 5, 5, 7, 8	KQP59_RS16605	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS19065		NC_004663.1	4905117	4906268	-	False	split, split, split, split, split, split	glycoside hydrolase family 130 protein, glycoside hydrolase family 130 protein, glycoside hydrolase family 130 protein, glycoside hydrolase family 130 protein, glycoside hydrolase family 130 protein, glycoside hydrolase family 130 protein
115	CGC-Finder Model	PUL	27, 3, 3, 3, 4, 4	KQP59_RS17705	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS19070		NC_004663.1	4906719	4908101	-	False	split, split, split, split, split, split	glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein, glycoside hydrolase family 125 protein
115	CGC-Finder Model	PUL	15, 16, 18, 23, 32, 8	KQP59_RS16595	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS19075		NC_004663.1	4908210	4909373	-	False	split, split, split, split, split, split	glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein, glycoside hydrolase family 76 protein
115	CGC-Finder Model	PUL	30, 32, 32, 47, 52, 57	KQP59_RS16585	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS19085		NC_004663.1	4910414	4912696	-	False	split, split, split, split, split, split	GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase, GH92 family glycosyl hydrolase
115	CGC-Finder Model	PUL	10, 11, 12, 16, 18, 4	KQP59_RS16580	persistent	STP, STP, STP, STP, TF, TF		BT_RS19090		NC_004663.1	4912906	4916943	+	False	split, split, split, split, split, split	hybrid sensor histidine kinase/response regulator transcription factor, hybrid sensor histidine kinase/response regulator transcription factor, hybrid sensor histidine kinase/response regulator transcription factor, hybrid sensor histidine kinase/response regulator transcription factor, hybrid sensor histidine kinase/response regulator transcription factor, hybrid sensor histidine kinase/response regulator transcription factor
