Annotate Name	Annotate Length	Target Name	Target Length	i-Evalue	Annotate From	Annotate To	Target From	Target To	Coverage	Annotate File Name	Type
HTH_8	42	WP_008762306.1	453	4.2521532411729373e-16	2	42	411	451	0.9761904761904762	STP	STP
3.A.1.122.20	233	WP_008762308.1	238	7.120000000000001e-70	20	225	17	222	86.6	TC	TC
LytTR	98	WP_008762319.1	239	2.2791103118911826e-17	2	94	143	229	0.9489795918367347	TF	TF
Response_reg	112	WP_008762319.1	239	5.0435707245385684e-23	2	111	4	109	0.9821428571428572	STP	STP
LytTR	98	WP_008762319.1	239	2.2791103118911826e-17	2	94	143	229	0.9489795918367347	STP	STP
8.A.88.2.3	454	WP_008762320.1	164	7.62e-09	35	105	57	130	45.1	TC	TC
3.B.1.1.5	522	WP_008762326.1	514	8.87e-222	3	522	1	514	100.0	TC	TC
8.A.46.3.3	502	WP_008762337.1	493	5.7e-122	5	500	7	493	98.8	TC	TC
0037767	80	WP_008762363.1	229	4.361871916893447e-10	8	79	164	228	0.9	TF	TF
cNMP_binding	88	WP_008762363.1	229	1.748961672034953e-15	6	88	44	128	0.9431818181818182	STP	STP
MarR	59	WP_008762363.1	229	8.679944310216854e-05	18	48	181	211	0.5254237288135594	STP	STP
ACT	67	WP_008762395.1	285	1.1340653257176283e-06	3	48	7	50	0.6865671641791045	STP	STP
3.A.1.140.6	230	WP_008762400.1	241	3.1100000000000002e-58	20	202	21	204	76.3	TC	TC
S1_14	1081	WP_008762413.1	259	1.41e-10	153	197	18	62	17.4	SULFATLAS	Sulfatase
1.B.38.1.10	570	WP_008762470.1	705	2.1e-05	381	570	504	701	28.1	TC	TC
S1_22	1220	WP_008762477.1	604	9.46e-204	651	1206	33	587	91.9	SULFATLAS	Sulfatase
Sigma70_r2	71	WP_008762480.1	190	1.2340872699090489e-05	2	69	29	94	0.9577464788732394	STP	STP
Sigma70_r4_2	54	WP_008762480.1	190	3.8754076125995864e-13	2	52	131	181	0.9444444444444444	STP	STP
4.C.1.1.14	665	WP_008762502.1	601	3.64e-62	65	659	18	601	97.2	TC	TC
PfkB	302	WP_008762527.1	296	5.555489319660548e-30	25	295	17	277	0.8973509933774835	STP	STP
2.A.1.7.9	438	WP_008762539.1	438	4.28e-110	1	437	1	436	99.5	TC	TC
SIS	131	WP_008762549.1	349	8.017548131458992e-20	6	128	44	159	0.9389312977099236	STP	STP
SIS	131	WP_008762549.1	349	4.2662430122497405e-09	8	91	208	293	0.6412213740458015	STP	STP
8.A.11.1.2	108	WP_008762560.1	196	2.58e-07	56	105	138	186	25.0	TC	TC
0036955	59	WP_008762561.1	347	2.8861765271054055e-13	2	58	6	62	0.9661016949152542	TF	TF
Peripla_BP_3	164	WP_008762561.1	347	2.650199378229233e-36	1	164	175	335	1.0	STP	STP
9.B.169.4.2	373	WP_008762566.1	372	9.49e-121	1	373	3	372	99.5	TC	TC
2.A.1.25.6	433	WP_008762567.1	435	1.0699999999999999e-246	8	429	17	433	95.9	TC	TC
2.A.37.2.5	732	WP_008762583.1	711	9.7e-186	8	694	7	689	96.1	TC	TC
3.A.1.122.2	230	WP_008762585.1	218	2.37e-67	1	218	1	215	98.6	TC	TC
2.A.22.5.3	453	WP_008762587.1	456	1.9999999999999998e-122	9	446	6	449	97.4	TC	TC
M103.002	439	WP_008762594.1	439	0.0	1	439	1	439	100.0	PEPTIDASE	Peptidase
2.A.122.1.1	231	WP_008762629.1	231	1.26e-46	2	220	4	222	94.8	TC	TC
Pribosyltran	159	WP_008762667.1	212	1.7264764746406113e-18	22	125	60	154	0.6540880503144654	STP	STP
2.A.47.1.12	527	WP_008762675.1	504	1.5e-46	83	510	102	490	77.2	TC	TC
GerE	57	WP_008762686.1	180	4.028689319526255e-06	16	43	136	163	0.4912280701754385	TF	TF
Sigma70_r2	71	WP_008762686.1	180	7.333880133605099e-05	2	66	10	71	0.9154929577464788	STP	STP
Sigma70_r4_2	54	WP_008762686.1	180	1.2697915803419574e-15	3	54	114	165	0.9629629629629628	STP	STP
S3	1189	WP_008762692.1	551	1.27e-27	13	558	26	546	94.6	SULFATLAS	Sulfatase
9.B.313.1.2	916	WP_008762695.1	373	3.44e-25	480	914	2	373	99.7	TC	TC
Arg_repressor	70	WP_008762699.1	157	2.926715821653835e-21	2	67	3	68	0.9428571428571428	TF	TF
2.A.7.6.2	340	WP_008762702.1	339	8.56e-78	4	328	11	332	95.0	TC	TC
0036286	54	WP_008762705.1	299	5.063994958278169e-10	2	53	193	244	0.9629629629629628	TF	TF
0035607	54	WP_008762705.1	299	2.2691996649308482e-08	3	52	246	293	0.925925925925926	TF	TF
AraC_binding	136	WP_008762705.1	299	9.24648082444208e-13	21	126	60	165	0.7794117647058824	STP	STP
HTH_18	81	WP_008762705.1	299	1.0937365627609616e-19	1	79	216	293	0.9753086419753086	STP	STP
3.A.23.1.1	530	WP_008762735.1	457	3.18e-56	193	418	153	378	49.5	TC	TC
HTH_8	42	WP_008762735.1	457	3.4980131747560416e-15	3	40	414	451	0.9047619047619048	TF	TF
Response_reg	112	WP_008762735.1	457	1.716464160160265e-26	1	111	5	114	0.9910714285714286	STP	STP
AAA	132	WP_008762735.1	457	6.863777097658959e-05	1	129	177	316	0.9772727272727272	STP	STP
HTH_8	42	WP_008762735.1	457	3.4980131747560416e-15	3	40	414	451	0.9047619047619048	STP	STP
3.D.1.8.1	255	WP_008762736.1	279	4.3e-06	204	244	232	272	14.7	TC	TC
2.A.66.1.42	464	WP_008762738.1	452	1.07e-31	14	459	9	452	98.2	TC	TC
9.B.157.1.1	337	WP_008762747.1	340	5.18e-90	7	332	8	335	96.5	TC	TC
U32.UPW	70	WP_008762783.1	312	1.84e-16	1	67	38	104	21.5	PEPTIDASE	Peptidase
S1_2	2595	WP_008762826.1	430	1.2700000000000002e-103	15	436	3	406	94.0	SULFATLAS	Sulfatase
HEM4	232	WP_008762834.1	248	6.793166177568721e-38	7	231	24	236	0.9698275862068966	STP	STP
S1_2	993	WP_008762840.1	267	3.78e-20	6	194	11	195	69.3	SULFATLAS	Sulfatase
S1_5	837	WP_008762874.1	176	1.9e-33	668	826	10	165	88.6	SULFATLAS	Sulfatase
1.C.39.4.5	684	WP_008762875.1	628	1.42e-17	492	630	77	236	25.5	TC	TC
AAA	132	WP_008762892.1	343	8.489944408468519e-18	1	131	59	183	0.9924242424242424	STP	STP
9.B.145.1.2	644	WP_008762895.1	451	3.89e-18	341	537	48	245	43.9	TC	TC
PfkB	302	WP_008762907.1	308	1.76911153494549e-32	33	297	24	297	0.8774834437086093	STP	STP
SIS	131	WP_008762908.1	201	2.9946338439530313e-22	3	130	37	169	0.9770992366412212	STP	STP
Aminotran_1_2	363	WP_008762980.1	369	2.126671828716306e-06	42	194	37	163	0.4214876033057851	STP	STP
3.A.2.3.3	430	WP_008762991.1	441	6.74e-135	3	429	8	438	97.7	TC	TC
3.A.1.11.8	364	WP_008762997.1	463	1.18e-132	4	362	9	367	77.5	TC	TC
3.A.1.11.8	265	WP_008762998.1	266	7.199999999999999e-42	3	249	10	245	88.7	TC	TC
3.A.1.11.8	269	WP_008762999.1	265	5.46e-49	2	262	4	261	97.4	TC	TC
8.A.46.2.2	537	WP_008763016.1	531	7.970000000000001e-105	1	536	1	528	99.4	TC	TC
DUF24	91	WP_008763033.1	115	7.06095136361535e-29	2	88	19	106	0.956043956043956	TF	TF
C59.UPW	312	WP_008763035.1	326	3.4099999999999996e-232	1	312	1	312	95.7	PEPTIDASE	Peptidase
0044258	100	WP_008763041.1	98	8.959391244334266e-13	8	95	7	95	0.88	TF	TF
PfkB	302	WP_008763049.1	341	3.5016304039819797e-32	2	289	3	312	0.9536423841059604	STP	STP
S1_27	4331	WP_008763050.1	223	1.53e-43	4160	4323	54	217	73.5	SULFATLAS	Sulfatase
Hemerythrin	131	WP_008763082.1	234	1.0326145201811666e-12	2	131	81	222	0.9923664122137404	STP	STP
Response_reg	112	WP_008763087.1	121	1.3151527118655767e-22	1	111	5	116	0.9910714285714286	STP	STP
Glycos_trans_3N	63	WP_008763093.1	332	6.965581557380825e-11	1	61	2	62	0.9682539682539684	STP	STP
C26.A25	188	WP_008763094.1	188	3.3e-135	1	188	1	188	100.0	PEPTIDASE	Peptidase
Pyr_redox_2	292	WP_008763133.1	446	1.3429664946974038e-14	1	174	144	314	0.5958904109589042	STP	STP
9.B.114.1.1	239	WP_008763153.1	214	3.2000000000000004e-44	1	211	1	212	99.1	TC	TC
ACT	67	WP_008763158.1	141	4.926896387611486e-05	2	29	71	98	0.417910447761194	STP	STP
2.A.9.3.1	548	WP_008763174.1	618	4.9599999999999995e-28	56	525	81	562	78.0	TC	TC
C26.964	341	WP_008763175.1	537	5.0400000000000006e-247	1	341	196	536	63.5	PEPTIDASE	Peptidase
TPR_1	34	WP_008763207.1	272	3.55474736148098e-06	3	32	60	89	0.8823529411764706	STP	STP
TPR_1	34	WP_008763207.1	272	4.405948323222234e-05	1	30	228	257	0.8823529411764706	STP	STP
HTH_18	81	WP_008763211.1	154	1.3113010795970447e-17	1	80	66	147	0.9876543209876544	STP	STP
Fer4	24	WP_008763223.1	489	7.782213978208848e-07	2	23	146	167	0.9166666666666666	STP	STP
Fer4	24	WP_008763223.1	489	1.637847067482468e-10	3	23	193	213	0.875	STP	STP
9.B.8.2.7	876	WP_008763232.1	168	3.9000000000000004e-28	705	876	3	161	94.6	TC	TC
3.D.12.1.1	365	WP_008763251.1	339	4.84e-68	30	355	3	335	98.2	TC	TC
3.D.12.1.1	283	WP_008763252.1	290	8.12e-53	1	265	3	284	97.2	TC	TC
2.A.1.7.17	389	WP_008763289.1	389	1.27e-275	1	389	1	389	100.0	TC	TC
3.A.1.12.1	354	WP_008763296.1	276	1.34e-95	61	334	1	274	99.3	TC	TC
3.A.1.12.12	285	WP_008763297.1	286	1.54e-64	31	284	31	282	88.1	TC	TC
0039384	65	WP_008763300.1	392	5.491915976834298e-05	6	59	237	290	0.8307692307692308	TF	TF
2.A.51.1.6	187	WP_008763311.1	182	5.17e-27	1	185	1	180	98.9	TC	TC
2.A.51.1.6	195	WP_008763312.1	185	7.39e-36	10	182	4	176	93.5	TC	TC
3.B.1.1.1	433	WP_008763355.1	411	1.98e-99	22	430	25	410	93.9	TC	TC
2.A.6.2.37	1016	WP_008763357.1	1012	1.87e-184	1	1012	1	1009	99.7	TC	TC
3.B.1.1.2	129	WP_008763362.1	144	7.05e-11	59	109	74	124	35.4	TC	TC
3.B.1.1.2	509	WP_008763364.1	517	1.94e-218	1	509	1	517	100.0	TC	TC
2.A.1.46.5	407	WP_008763377.1	399	3.19e-59	16	400	3	397	99.0	TC	TC
8.A.192.1.4	374	WP_008763399.1	396	2.91e-79	3	365	4	378	94.7	TC	TC
9.B.325.1.1	546	WP_008763401.1	539	1.7100000000000002e-224	1	532	1	532	98.7	TC	TC
HTH_18	81	WP_008763406.1	300	3.0925202860472986e-21	1	80	220	298	0.9876543209876544	STP	STP
2.A.81.1.2	562	WP_008763411.1	555	1.65e-164	1	559	1	551	99.3	TC	TC
LytTR	98	WP_008763423.1	232	8.771578566682201e-20	2	97	137	228	0.979591836734694	TF	TF
Response_reg	112	WP_008763423.1	232	2.0302274621349507e-17	3	110	7	110	0.9642857142857144	STP	STP
LytTR	98	WP_008763423.1	232	8.771578566682201e-20	2	97	137	228	0.979591836734694	STP	STP
9.B.304.1.12	406	WP_008763424.1	357	1.24e-21	180	383	117	325	58.5	TC	TC
3.A.1.122.20	233	WP_008763426.1	247	9.25e-78	1	225	1	226	91.5	TC	TC
3.D.4.3.2	522	WP_008763430.1	520	1.5799999999999998e-128	4	501	9	513	97.1	TC	TC
Sigma70_r2	71	WP_008763441.1	167	2.8386772131265303e-14	7	67	15	73	0.8591549295774648	STP	STP
Sigma70_r4_2	54	WP_008763441.1	167	9.508454915825737e-13	3	54	109	159	0.9629629629629628	STP	STP
2.A.66.1.13	451	WP_008763445.1	451	2.27e-19	13	421	11	422	91.4	TC	TC
3.A.1.120.8	558	WP_008763451.1	562	2.53e-208	3	555	6	559	98.6	TC	TC
Glyoxalase	128	WP_008763467.1	147	6.430255198226844e-12	5	128	6	126	0.96875	STP	STP
3.D.5.1.1	414	WP_008763477.1	390	3.52e-98	2	411	3	384	97.9	TC	TC
3.D.5.1.1	210	WP_008763479.1	213	6.89e-66	8	207	10	210	94.4	TC	TC
3.D.5.1.1	198	WP_008763480.1	208	1.7999999999999998e-69	1	198	1	208	100.0	TC	TC
3.D.5.1.1	407	WP_008763481.1	424	1.04e-131	3	407	6	424	98.8	TC	TC
2.A.4.7.6	394	WP_008763494.1	307	2.4e-33	13	288	11	290	91.2	TC	TC
2.A.67.4.2	626	WP_008763503.1	662	7.05e-72	3	595	25	626	90.9	TC	TC
Aminotran_1_2	363	WP_008763512.1	438	2.9939778251416586e-23	20	348	59	413	0.90633608815427	STP	STP
BetR	148	WP_008763527.1	319	4.117152531616571e-05	16	70	14	69	0.3716216216216216	STP	STP
9.B.18.2.4	355	WP_008763529.1	309	6.65e-17	1	331	1	306	99.0	TC	TC
Response_reg	112	WP_008763530.1	377	4.6746038714759016e-30	1	111	12	123	0.9910714285714286	STP	STP
HATPase_c	111	WP_008763530.1	377	1.3049350035997612e-23	2	109	265	374	0.972972972972973	STP	STP
2.C.1.4.3	320	WP_008763532.1	269	1.43e-37	149	320	115	269	57.6	TC	TC
GerE	57	WP_008763535.1	202	4.629954119298391e-05	18	45	152	179	0.4912280701754385	TF	TF
Sigma70_r2	71	WP_008763535.1	202	5.830030753186505e-09	2	66	32	94	0.9154929577464788	STP	STP
Sigma70_r4_2	54	WP_008763535.1	202	8.359802331878941e-16	4	54	129	179	0.9444444444444444	STP	STP
FecR	96	WP_008763536.1	330	8.59536022905111e-21	3	96	118	212	0.9791666666666666	STP	STP
1.A.30.2.10	210	WP_008763543.1	265	4.09e-10	87	172	156	239	31.7	TC	TC
2.C.1.4.2	271	WP_008763546.1	270	1.56e-150	1	271	1	270	100.0	TC	TC
TPR_2	34	WP_008763548.1	488	2.942816071336693e-06	4	33	270	299	0.8823529411764706	STP	STP
9.B.223.1.4	215	WP_008763580.1	218	2.6e-22	1	215	1	218	100.0	TC	TC
0041150	134	WP_008763608.1	139	1.1889777681231518e-17	3	133	6	134	0.9776119402985076	TF	TF
2.A.6.2.22	367	WP_008763619.1	366	3.34e-06	38	140	37	139	28.1	TC	TC
3.A.1.122.35	644	WP_008763621.1	419	4.39e-24	250	585	1	347	82.8	TC	TC
Glucokinase	316	WP_008763623.1	326	2.797094180057349e-05	4	265	14	271	0.8291139240506329	STP	STP
Sigma70_r2	71	WP_008763624.1	158	6.611040808042896e-11	2	68	12	76	0.943661971830986	STP	STP
Sigma70_r4_2	54	WP_008763624.1	158	1.5108980915968436e-09	4	54	103	152	0.9444444444444444	STP	STP
3.A.23.1.1	530	WP_008763641.1	446	9.39e-49	192	418	141	367	50.9	TC	TC
0037176	98	WP_008763641.1	446	5.489417645997607e-15	1	97	355	446	0.9897959183673468	TF	TF
Response_reg	112	WP_008763641.1	446	2.1983971661913568e-25	1	108	4	110	0.9642857142857144	STP	STP
AAA	132	WP_008763641.1	446	6.2658147439772965e-09	1	126	166	297	0.9545454545454546	STP	STP
HTH_8	42	WP_008763641.1	446	9.748200050555014e-13	2	42	404	444	0.9761904761904762	STP	STP
Sigma70_r2	71	WP_008763658.1	169	6.454648905495019e-14	6	68	14	74	0.8873239436619719	STP	STP
Sigma70_r4_2	54	WP_008763658.1	169	3.026246928581827e-15	3	53	106	156	0.9444444444444444	STP	STP
9.B.29.2.12	251	WP_008763669.1	250	2.66e-99	1	243	1	241	96.4	TC	TC
HATPase_c	111	WP_008763685.1	653	1.9948276788924558e-22	4	94	41	149	0.8198198198198198	STP	STP
2.A.103.1.3	366	WP_008763712.1	438	1.31e-30	9	366	11	389	86.5	TC	TC
9.B.146.1.3	368	WP_008763716.1	422	1.24e-66	1	368	1	422	100.0	TC	TC
Sigma70_r2	71	WP_008763722.1	167	2.226587680392836e-14	6	67	14	73	0.8732394366197183	STP	STP
Sigma70_r4_2	54	WP_008763722.1	167	6.969840077575562e-14	3	54	109	159	0.9629629629629628	STP	STP
3.A.3.7.2	686	WP_008763738.1	677	7.65e-257	1	680	1	673	99.4	TC	TC
3.A.1.152.8	585	WP_008763745.1	632	1.85e-77	2	573	5	477	74.8	TC	TC
GerE	57	WP_008763753.1	200	1.2931726308994297e-18	2	57	134	189	0.9824561403508772	TF	TF
Aminotran_1_2	363	WP_008763773.1	428	5.692259884026917e-09	18	238	37	227	0.6088154269972452	STP	STP
0040517	144	WP_008763774.1	156	1.0254827625623022e-13	27	117	7	97	0.6319444444444444	TF	TF
AsnC_trans_reg	75	WP_008763774.1	156	8.683090179043449e-21	3	74	75	146	0.96	STP	STP
2.A.95.1.4	216	WP_008763832.1	219	1.26e-42	8	211	6	203	90.4	TC	TC
Nitroreductase	170	WP_008763940.1	245	9.09693022250694e-16	2	170	6	160	0.9941176470588236	STP	STP
S1_20	675	WP_008763946.1	290	2.69e-32	457	675	47	289	83.8	SULFATLAS	Sulfatase
Sigma70_r2	71	WP_008763953.1	182	1.0779028986487939e-07	2	70	26	92	0.971830985915493	STP	STP
Sigma70_r4_2	54	WP_008763953.1	182	6.409389262686554e-14	6	54	126	174	0.9074074074074074	STP	STP
FecR	96	WP_008763955.1	290	5.698420733270436e-20	8	95	84	172	0.9166666666666666	STP	STP
1.B.14.6.12	775	WP_008763956.1	897	2.63e-154	25	775	117	897	87.1	TC	TC
3.A.1.152.1	241	WP_008763958.1	225	7.019999999999999e-23	4	235	5	225	98.2	TC	TC
2.A.124.1.2	306	WP_008763960.1	95	8.83e-25	1	93	1	93	97.9	TC	TC
GerE	57	WP_008763964.1	257	7.554831381795356e-18	2	56	196	250	0.9649122807017544	TF	TF
Sigma70_r2	71	WP_008763967.1	164	5.852911998176502e-13	1	69	8	74	0.971830985915493	STP	STP
Sigma70_r4_2	54	WP_008763967.1	164	8.621017184621133e-15	2	54	104	155	0.9814814814814816	STP	STP
cNMP_binding	88	WP_008763969.1	189	2.57249368168919e-15	2	86	27	113	0.9659090909090908	STP	STP
M28.UPA	208	WP_008763971.1	332	1.45e-157	1	208	105	312	62.7	PEPTIDASE	Peptidase
S1_16	1018	WP_008763973.1	484	3.64e-96	530	1016	31	479	92.8	SULFATLAS	Sulfatase
8.A.46.1.4	516	WP_008763976.1	580	8.48e-13	2	474	12	499	84.1	TC	TC
1.B.14.6.17	1041	WP_008763977.1	1120	2.05e-102	26	1041	108	1120	90.4	TC	TC
1.A.3.1.8	5126	WP_008764012.1	100	3.520000000000001e-27	852	945	3	96	94.0	TC	TC
2.A.6.2.28	457	WP_008764016.1	360	1.2e-36	64	443	2	358	99.2	TC	TC
2.A.6.2.33	1018	WP_008764017.1	1010	2.15e-205	1	1003	1	1001	99.1	TC	TC
S1_7	817	WP_008764019.1	364	4.22e-91	14	333	11	357	95.3	SULFATLAS	Sulfatase
9.B.97.1.2	338	WP_008764020.1	386	1.08e-10	8	287	19	334	81.9	TC	TC
8.A.46.3.2	504	WP_008764026.1	469	8.47e-30	1	504	1	469	100.0	TC	TC
9.B.97.3.1	456	WP_008764054.1	382	2.75e-14	71	438	11	377	96.1	TC	TC
9.B.34.1.7	802	WP_008764069.1	1377	3.56e-17	321	668	845	1225	27.7	TC	TC
Y_Y_Y	66	WP_008764069.1	1377	4.751603819039674e-10	8	66	728	783	0.8939393939393939	STP	STP
HisKA	64	WP_008764069.1	1377	5.5252463897746445e-09	2	64	845	910	0.984375	STP	STP
HATPase_c	111	WP_008764069.1	1377	1.0842072237594432e-17	4	109	959	1069	0.954954954954955	STP	STP
Response_reg	112	WP_008764069.1	1377	1.282350477348822e-25	2	111	1127	1236	0.9821428571428572	STP	STP
HTH_18	81	WP_008764069.1	1377	4.298745415773368e-15	2	79	1294	1371	0.9629629629629628	STP	STP
S1_11	845	WP_008764070.1	440	1.91e-10	728	820	349	438	20.5	SULFATLAS	Sulfatase
S16.A04	306	WP_008764082.1	455	1.84e-201	1	306	149	454	67.3	PEPTIDASE	Peptidase
3.A.3.7.2	189	WP_008764090.1	189	3.42e-42	31	184	30	186	83.1	TC	TC
9.B.34.1.7	802	WP_008764093.1	479	1.3000000000000002e-28	223	543	160	479	66.8	TC	TC
C26.957	228	WP_008764094.1	435	2.43e-27	3	228	4	153	34.5	PEPTIDASE	Peptidase
3.A.1.27.2	350	WP_008764108.1	247	1.32e-24	107	336	13	243	93.5	TC	TC
3.A.1.27.4	346	WP_008764109.1	256	2.71e-49	5	240	2	237	92.2	TC	TC
AAA	132	WP_008764111.1	414	8.149163660098276e-16	1	123	115	261	0.9318181818181818	STP	STP
S1_27	1091	WP_008764112.1	726	1.45e-83	12	359	7	352	47.7	SULFATLAS	Sulfatase
9.B.110.1.1	1141	WP_008764135.1	791	5.7299999999999995e-28	211	530	153	477	41.1	TC	TC
S1_56	1547	WP_008764144.1	204	1.67e-19	692	867	2	181	88.2	SULFATLAS	Sulfatase
S08.UPA	309	WP_008764149.1	451	4.7400000000000005e-227	1	309	139	447	68.5	PEPTIDASE	Peptidase
3.A.1.132.3	339	WP_008764152.1	365	1.7699999999999994e-54	89	330	97	348	69.0	TC	TC
2.C.1.4.3	320	WP_008764153.1	285	7.899999999999999e-30	210	320	173	285	39.6	TC	TC
Pencillinase_R	115	WP_008764156.1	121	6.174273012219586e-34	1	114	4	116	0.991304347826087	TF	TF
TPR_1	34	WP_008764184.1	320	6.196446635264728e-09	2	34	232	264	0.9705882352941176	STP	STP
S1_14	1081	WP_008764196.1	463	1.2200000000000002e-37	224	624	40	431	84.7	SULFATLAS	Sulfatase
1.B.14.6.17	1041	WP_008764197.1	1050	7.399999999999999e-75	9	1041	12	1050	99.0	TC	TC
9.B.273.1.1	385	WP_008764240.1	280	1.04e-22	255	372	152	268	41.8	TC	TC
1.B.14.6.17	1041	WP_008764281.1	1033	1.8200000000000003e-79	9	1041	6	1033	99.5	TC	TC
M20.012	484	WP_008764285.1	485	0.0	1	484	2	485	99.8	PEPTIDASE	Peptidase
9.B.238.3.2	511	WP_008764296.1	931	9.45e-28	251	491	699	928	24.7	TC	TC
GAF	133	WP_008764296.1	931	1.8350984698416406e-09	2	133	157	300	0.9924812030075189	STP	STP
HisKA	64	WP_008764296.1	931	9.523193418762805e-19	2	64	710	774	0.984375	STP	STP
HATPase_c	111	WP_008764296.1	931	3.549584791066513e-29	2	108	820	923	0.963963963963964	STP	STP
3.D.1.5.1	496	WP_008764298.1	494	2.21e-75	61	477	56	474	84.8	TC	TC
3.D.1.8.2	656	WP_008764299.1	643	3.6e-143	67	651	74	639	88.0	TC	TC
3.D.9.1.1	176	WP_008764300.1	170	1.88e-15	8	171	2	168	98.2	TC	TC
S09.UPW	248	WP_008764311.1	288	1.02e-185	1	248	33	280	86.1	PEPTIDASE	Peptidase
8.A.46.1.3	603	WP_008764315.1	618	4.11e-05	99	224	131	257	20.6	TC	TC
I39.UPW	214	WP_008764316.1	1044	3.47e-34	17	214	105	302	19.0	PEPTIDASE	Peptidase
S1_16	1282	WP_008764318.1	662	2.47e-54	822	1277	16	649	95.8	SULFATLAS	Sulfatase
TrkA_C	70	WP_008764324.1	446	3.603354415887002e-07	9	69	161	221	0.8714285714285714	STP	STP
TrkA_C	70	WP_008764324.1	446	1.3892135767627945e-12	1	69	378	445	0.9857142857142858	STP	STP
2.A.1.14.25	428	WP_008764329.1	505	3.16e-54	2	374	5	412	80.8	TC	TC
NTP_transf_2	95	WP_008764355.1	104	2.6768396599936046e-10	1	66	7	69	0.6947368421052632	STP	STP
1.B.14.6.17	1041	WP_008764381.1	1088	6.39e-83	42	1041	43	1088	96.1	TC	TC
1.B.14.6.16	1036	WP_008764385.1	1050	1.15e-54	30	1026	33	1035	95.5	TC	TC
I87.UPW	210	WP_008764407.1	315	2.39e-136	2	210	54	262	66.3	PEPTIDASE	Peptidase
Arc	50	WP_008764408.1	70	1.2752933119182214e-05	6	49	10	53	0.88	TF	TF
M56.UPW	259	WP_008764411.1	710	1.18e-102	1	259	4	271	37.7	PEPTIDASE	Peptidase
1.B.14.6.16	1036	WP_008764412.1	813	5.94e-06	174	227	605	659	6.8	TC	TC
M56.UPW	259	WP_008764412.1	813	2.96e-108	1	259	4	264	32.1	PEPTIDASE	Peptidase
S09.B04	249	WP_008764421.1	316	9.04e-192	1	249	65	313	78.8	PEPTIDASE	Peptidase
3.A.23.6.1	314	WP_008764423.1	338	1.41e-99	1	310	1	307	90.8	TC	TC
I87.UPW	224	WP_008764424.1	552	1.11e-74	4	203	13	214	36.6	PEPTIDASE	Peptidase
HTH_3	55	WP_008764435.1	61	7.233287018896458e-06	18	53	20	55	0.6545454545454545	TF	TF
TPR_1	34	WP_008764436.1	484	2.5850516852184334e-05	2	27	434	459	0.7647058823529411	STP	STP
0035607	54	WP_008764437.1	1385	3.8895101802068334e-05	3	51	1338	1384	0.9074074074074074	TF	TF
HATPase_c	111	WP_008764437.1	1385	5.847618005447867e-10	2	110	950	1059	0.981981981981982	STP	STP
Response_reg	112	WP_008764437.1	1385	5.5043333711152804e-24	1	111	1132	1242	0.9910714285714286	STP	STP
HTH_18	81	WP_008764437.1	1385	5.012205868273737e-17	1	78	1308	1384	0.9629629629629628	STP	STP
S1_19	1513	WP_008764442.1	1124	1.89e-211	481	1513	22	1111	97.0	SULFATLAS	Sulfatase
8.A.46.1.5	545	WP_008764446.1	646	1.38e-08	421	495	508	580	11.3	TC	TC
1.B.14.6.17	1041	WP_008764447.1	1117	2.27e-80	30	1041	118	1117	89.5	TC	TC
FecR	96	WP_008764448.1	217	4.385838470775532e-12	9	96	19	105	0.9166666666666666	STP	STP
Sigma70_r4_2	54	WP_008764449.1	181	1.819765180696452e-14	3	53	118	168	0.9444444444444444	STP	STP
S1_16	1078	WP_008764450.1	615	9.08e-87	29	585	25	586	91.4	SULFATLAS	Sulfatase
S41.008	304	WP_008764456.1	582	6.93e-160	1	304	54	357	52.2	PEPTIDASE	Peptidase
C26.957	227	WP_008764459.1	507	4.17e-165	1	227	1	227	44.8	PEPTIDASE	Peptidase
Pyr_redox_2	292	WP_008764496.1	763	1.1639372526928363e-36	2	290	444	747	0.9897260273972602	STP	STP
S1_11	586	WP_008764497.1	403	7.720000000000001e-79	6	393	41	397	88.6	SULFATLAS	Sulfatase
GerE	57	WP_008764520.1	191	6.170647842424358e-05	17	46	146	175	0.5263157894736842	TF	TF
Sigma70_r2	71	WP_008764520.1	191	5.278664411600605e-07	1	65	27	88	0.9154929577464788	STP	STP
Sigma70_r4_2	54	WP_008764520.1	191	1.737779897526027e-19	3	54	123	174	0.9629629629629628	STP	STP
FecR	96	WP_008764521.1	342	2.4944551913340888e-17	2	95	121	216	0.9791666666666666	STP	STP
1.B.14.6.17	1041	WP_008764523.1	1152	2.31e-101	27	1039	110	1150	90.4	TC	TC
S1_7	1267	WP_008764525.1	736	2.55e-98	565	1235	24	704	92.5	SULFATLAS	Sulfatase
3.A.5.1.1	901	WP_008764528.1	1106	1.72e-204	78	899	166	1104	84.9	TC	TC
2.A.17.1.7	496	WP_008764544.1	514	2.19e-73	20	462	6	467	89.9	TC	TC
1.B.14.6.13	940	WP_008764559.1	1106	3.39e-297	9	940	174	1106	84.4	TC	TC
9.B.14.3.8	936	WP_008764579.1	811	1.11e-142	21	902	16	780	94.3	TC	TC
S1_62	737	WP_008764604.1	291	1.44e-19	500	737	47	278	79.7	SULFATLAS	Sulfatase
S1_20	675	WP_008764605.1	290	2.69e-32	457	675	47	289	83.8	SULFATLAS	Sulfatase
9.B.97.1.2	338	WP_008764609.1	411	1.64e-07	42	181	52	211	38.9	TC	TC
